id,name,desc
1,切り刻む,戦闘開始後、全ての敵にランダムで3ターンの間継続ダメージを与え、全ての敵が継続ダメージ（流血・毒・燃焼）の継続ターン内に受けるダメージが25%アップ。
2,潜在能力突破,味方の戦姫の会心率が25%、会心ダメージが25%アップする。
3,修羅の道,味方戦姫がダメージを受けたとき、75%の確率で自身の攻撃力100%のカウンターを行う、必中。
4,百錬の剣,戦闘で1回勝利するごとに、全ての味方戦姫の攻撃力を5%アップする（その期の精霊幻境が終了するまで継続）。
5,癒しの聖光,毎回の戦闘開始時、HPが最も少ない戦姫1体のHPを40%分回復する。
6,共生の聖光,毎回の戦闘開始時、HPが最も少ない戦姫2体のHPを20%分回復する。
7,超成長,味方戦姫の最大HPが20%アップする。
8,徹底搾取,敵が1体倒れる度に、倒した戦姫のエネルギーが100pt回復し、味方全員の戦姫のスキダメが100%アップする。
9,二刀流,味方戦姫の通常攻撃のダメージが100%アップする。更に味方戦姫が通常攻撃後、50%の確率で通常攻撃をもう1回行う。
10,雲華嵐,味方戦姫のHP回復比率が25%アップし、全ての敵のHP回復比率が75%減少する。更に回復する度に、HPが最も高い敵にそのHP上限の5%のダメージ（最大80000まで）を必ず与える。
11,集中砲火,戦闘開始時、ランダムで敵1体の被ダメージを60%アップさせる（4ターン継続）。その敵が継続ターン内に倒れた場合、この効果はランダムで他の敵1体に付与される。
12,弱点撃破,相性の良い陣営への与ダメージが60%アップ。
13,生命の泉,残りHPの割合（%）が最も低い戦姫3体のHPを、最大HPの50%分回復する。
14,復活の治療,既に倒れた戦姫をランダムで1体復活し、HPを最大まで回復する。倒れた戦姫がいない場合、残りHPの割合（%）が最も低い戦姫のHPを最大まで回復する。
15,拘束耐性,味方戦姫の拘束耐性を40%アップする。
16,勇猛な盾,味方戦姫のブロック率が30%アップする。
17,勇往邁進,前列にいる戦姫の防御力が25%アップし、ダメージを受けた時獲得するエネルギーが100%アップする。
18,クリーンヒット,後列にいる味方戦姫のブレイクが60%、突破力が30%アップする。
19,ネザーチェーン,味方戦姫の拘束強化率を60%アップする。
20,不屈の戦意,味方戦姫の継続ダメージ軽減を20%アップする。
21,闘気覚醒,スキルを使用した後、25%の確率で再度スキルを使用する。
22,邪悪な儀式,味方戦姫はHP90%、エネルギー200ptの状態で戦闘を開始する。
23,ドレイン,味方戦姫がダメージを与えた時、HPを与えたダメージの15%分回復する。
24,聖なる庇護,致死ダメージを無効化（各回の戦闘で1度のみ発動、重複可能）
