id,name,desc
1,Ghost,Deploy 6 Girls from [c][0195c5]House Ghost[-][/c] to get a bonus aura to your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)
2,Human,Deploy 6 Girls from [c][0069cc]House Human[-][/c] to get a bonus aura to your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)
3,Monster,Deploy 6 Girls from [c][0069cc]House Monster[-][/c] to get a bonus aura to your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)
4,Fairy,Deploy 6 Girls from [c][0195c5]House Fairy[-][/c] to get a bonus aura to your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)
5,Demon,Deploy 6 Girls from [c][0069cc]House Demon[-][/c] to get a bonus aura to your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)
6,Angel,Deploy 6 Girls from [c][0195c5]House Angel[-][/c] to get a bonus aura to your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)
7,Rainbow,Deploy 6 Girls from 6 [c][000000]Different Houses[-][/c] to get a bonus aura to your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)
8,Heaven & Earth,Deploy 3 Girls from [c][9227cc]House Demon[-][/c] and 3 Girls from [c][d76500]House Angel[-][/c] to get a bonus aura to your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)
9,Dark,"Deploy 2 Girls from [c][9227cc]House Demon[-][/c], 2 Girls from [c][0195c5]House Ghost[-][/c], and 2 Girls from [c][cc0011]House Monster[-][/c] to get a bonus aura to your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)"
10,Light,"Deploy 2 Girls from [c][d76500]House Angel[-][/c], 2 Girls from [c][0069cc]House Human[-][/c], and 2 Girls from [c][369900]House Fairy[-][/c] to get a bonus aura to your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)"
11,Balance,Deploy 3 Girls from [c][0069cc]House Human[-][/c] and 3 Girls from [c][369900]House Fairy[-][/c] to get a bonus aura to your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)
12,Specter,Deploy 3 Girls from [c][0195c5]House Ghost[-][/c] and 3 Girls from [c][cc0011]House Monster[-][/c] to get a bonus aura to your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)
13,Contagion,Deploy 3 Girls from [c][0069cc]House Monster[-][/c] and 3 Girls from [c][369900]House Fairy[-][/c] to get a bonus aura to your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)
14,Mutation,Deploy 3 Girls from [c][0195c5]House Human[-][/c] and 3 Girls from [c][cc0011]House Monster[-][/c] to get a bonus aura to your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)
15,Symbiosis,Deploy 3 Girls from [c][0069cc]House Ghost[-][/c] and 3 Girls from [c][369900]House Fairy[-][/c] to get a bonus aura to your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)
16,Opposite,Deploy 3 Girls from [c][0069cc]House Ghost[-][/c] and 3 Girls from [c][369900]House Human[-][/c] to get a bonus aura to your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)
17,Chaos,"Deploy 3 girls from [c][d76500]House Angel[-][/c] or [c][9227cc]House Demon[-][/c] and 3 girls from [c][0195c5]House Ghost[-][/c], [c][0069cc]House Human[-][/c], [c][cc0011]House Monster[-][/c] or [c][369900]House Fairy[-][/c] but not in the same faction in your lineup to gain great attribute boost for your team (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)"
18,Disguise,"Deploy 3 girls from [c][0195c5]House Ghost[-][/c], 2 girls from [c][369900]House Fairy[-][/c] and 1 girl from [c][cc0011]House Monster[-][/c] to get great attribute boost for your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)"
19,Tenacity,"Deploy 3 girls from [c][0069cc]House Human[-][/c], 2 girls from [c][cc0011]House Monster[-][/c] and 1 girl from [c][369900]House Fairy[-][/c] to get great attribute boost for your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)"
20,Fusion,"Deploy 3 girls from [c][cc0011]House Monster[-][/c], 2 girls from [c][0195c5]House Ghost[-][/c] and 1 girl from [c][0069cc]House Human[-][/c] to get great attribute boost for your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)"
21,Tranquility,"Deploy 3 girls from [c][369900]House Fairy[-][/c], 2 girls from [c][0069cc]House Human[-][/c] and 1 girl from [c][0195c5]House Ghost[-][/c] to get great attribute boost for your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)"
22,Resistance,"Deploy 2 girls from [c][369900]House Fairy[-][/c], 2 girls from [c][0195c5]House Ghost[-][/c] and 2 girls from [c][0069cc]House Human[-][/c] to get great attribute boost for your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)"
23,Unity,"Deploy 2 girls from [c][0195c5]House Ghost[-][/c], 2 girls from[c][0069cc] House Human[-][/c] and 2 girls from [c][cc0011]House Monster[-][/c] to get great attribute boost for your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)"
24,Evolution,"Deploy 2 girls from [c][0069cc]House Human[-][/c], 2 girls from [c][cc0011]House Monster[-][/c] and 2 girls from [c][369900]House Fairy[-][/c] to get great attribute boost for your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)"
25,Reborn,"Deploy 2 girls from [c][cc0011]House Monster[-][/c], 2 girls from [c][369900]House Fairy[-][/c] and 2 girls from [c][0195c5]House Ghost[-][/c] to get great attribute boost for your team. (Girls from [c][5b51e8]House Cosmos[-][/c] can be counted as a Girl from any one of the other 6 Houses)"
26,Cosmos,Get bonus attribute according to the number of the Girls from [c][5b51e8]House Cosmos[-][/c] deployed.
