id,title,name,dialog,select_text
1,Palace under the Sea,Eve,"This coastline looks exactly like the one drawn on the treasure map. So, the Treasures of the Palace under the Sea are not a legend after all.",
2,,Eve,"I wasn't expecting this when I decided to infiltrate Yume Academy, but it is a pleasant surprise.",
3,,Eve,"If the Treasure comes into my possession, I will have more than enough funds for my goal. I have to get my hands on it somehow.",
4,,Eve,"Hmm, I will need help with carrying all that treasure… the Dragon rumored to guard its hoard fiercely may pose problems as well.",
5,,Wildtress,It's time for free all-you-can-eat barbeque! Where is the restaurant?!,
6,,Wildtress,"Whoa, Eve, that costume is super awesome!",
7,,Eve,"And help has appeared at an opportune moment. One that is both powerful and guileless, no less!",
8,,Eve,"Ah, do you like this outfit? If you can help me with a small favor, then I will gladly gift you a set in return.",
9,,Wildtress,"A full set…? But meat is more important! Quinie won't leave any for me if I'm late, so thanks but no thanks!",
10,,Eve,"Hmm… How about this: if you help me, you can both have the outfit AND eat as much meat as you want. Not a bad deal, is it?",
11,,Wildtress,As much as I want? And I don't even have to fight Quinie for them?,
12,,Eve,"Nope, they would all be yours.\n(This would be nothing compared to the immense amount of treasure hidden within the Palace…)",
13,,Wildtress,"Okay, then I'm in! I'll do whatever you want me to!",
14,,Eve,"This is the location indicated on the treasure map. No Dragon in sight… Well, I suppose that's one less complication to worry about.",
15,,Eve,"Wildtress, I need your help with loading these treasures onto the ship. When we return to land, I will buy you the costume and barbeque as promised.",
16,,Wildtress,"Leave it all to me, Eve! I'll have all of them loaded in no time!",
17,,Eve,"Good girl. Simpleminded enough to not be enticed by the treasure, and as well behaved as my faithful companions.",
18,,Wildtress,"Phew, that's the last of them! I'm starving!",
19,,Eve,Don't worry; I treat helpful and well-behaved dogs well. You will get the barbeque that you wanted.,
20,,Wildtress,"Uh, dogs?",
21,,Dragon,ROAR!!,
22,,Wildtress,"That's a super loud snore. Whoever this is, I bet they are having the time of their life sleeping, just like how I will be having the time of my life gorging on meat!",
23,,Eve,"Shh, that's the sound of the Dragon. Let's get out of here…",
24,,Wildtress,"I got the job done, I want my meat!",
25,,Eve,"Not exactly, we still have to get the treasure to my secret hideout.",
26,,Wildtress,I'm hungry! I want meat! A lot of meat!,
27,,Eve,"Don't start misbehaving now. Naughty dogs get punished, and we wouldn't want that, would we?",
28,,Wildtress,(Gulps),
29,,Eve,"Aw, have I frightened you? Good girls don't get punished, so behave, okay?",
30,,Wildtress,Fiiiiine…,
31,,,"Wildtress returned to the treasure-filled cabin, sniffling sadly.",
32,,Wildtress,"No new cool outfit, no barbeque, no meat in my belly... But I brought my own meat! (Nom nom nom)",
33,,Wildtress,"…Annnd it's gone. No meat for Eve, who doesn't keep her end of the bargain!",
34,,,"Wildtress threw the huge bone angrily, and it crashed into the walls of the cabin with a loud noise.",
35,,Eve,"(Eve, from outside the cabin) What was that sound?",
36,,Wildtress,N-nothing! It's nothing!,
37,,Wildtress,"Oh no, oh no, there is a huge hole in the wall of the ship! Eve will be scary again. What should I do, what should I do?",
38,,Wildtress,Aha! I can cover the hole with these shinies!,
39,Owner of the Palace,Raenvya,(Yawns),
40,,？？？,"I knew you'd sleep well here, Vivie!",
41,,Raenvya,……,
42,,？？？,Why are you looking at me like I'm a stranger? Have you lost your memory in your dreams?,
43,,？？？,That's so cruel of you…,
44,,Raenvya,"…I just needed some time after waking up. Of course I remember you, Poseidia.",
45,,Raenvya,"How can I forget the over-friendly Goddess of the Sea who arrived at the Academy under mysterious circumstances, and pestered me every day until I agreed to be her friend?",
46,,Poseidia,I wouldn't call that pestering! I was just that good to recognize your awesomeness at first sight.,
