id,title,name,dialog,select_text
1,Anniversary Party,,"Years have passed since the foundation of Yume Academy, and the number of students and staff has grown exponentially.",
2,,,"Multiple new students have enrolled in Yume Academy just this year, and the forces of the Academy is stronger than ever before.",
3,,,(Knock knock),
4,,Chizuko,Who's there?,
5,,*,"It's me, your Senpai! Did you forget that the Anniversary Party is today?",
6,,Chizuko,"Hi, Senpai! How can I forget something like this? I've been waiting for you to pick me up!",
7,,Chizuko,I thought you ditched me since you never showed up…,
8,,*,"My bad, my bad. I spent way too much time worrying about what I should wear to the Party.",
9,,Chizuko,"Um, and this is what you decided on?",
10,,*,Yep! How do I look?,
11,,Chizuko,… Nice! You look quite nice!,
12,,*,I sense a strange pause before your answer…,
13,,Chizuko,"Haha, you're reading too much into this! As long as you're satisfied with your appearance, others' opinions don't matter! Come on, let's go to the Party before we're late!",
14,,*,"Sounds fake, but okay…",
15,,,"Chizuko and I arrived at the Hall where the Party is held. Upon entering the gates, the sight of Promethea and Syrcotte chatting greeted us.",
16,,Syrcotte,……,
17,,Promethea,"Did I frighten you? Pardon me, that was not my intention…",
18,,Syrcotte,"Oh, no, not at all! It's just the first time I've seen fire that burns cold instead of hot, so I can't help but be curious.",
19,,Syrcotte,"I made you uncomfortable with my staring, didn't I?",
20,,Promethea,"It's okay, I'm used to being stared at.",
21,,Syrcotte,If you don't mind me asking…,
22,,Syrcotte,… How did you end up like this?,
23,,Promethea,"Well, this isn't really taboo. This is a punishment from the Ruler of Gods.",
24,,Syrcotte,The Ruler of Gods?,
25,,Promethea,She is the god that rules over other deities… I stole from her and disobeyed her orders…,
26,,Syrcotte,"While stealing is wrong and most certainly not encouraged, I believe there is a reason behind the theft.",
27,,Promethea,……,
28,,Promethea,The Ruler of Gods' orders were to be obeyed at all costs.,
29,,Promethea,I defied her orders and was punished accordingly.,
30,,*,"Hey, what are you girls talking about? The topic seems to be a bit too gloomy for the Party!",
31,,Syrcotte,"Hello, Senpai, you're finally here.",
32,,Chizuko,"Syrcotte, Promethea, hi!",
33,,Promethea,"Senpai, Chizuko. Now that you're here, Sivney could finally start her Opening Speech. She was waiting for you.",
34,,Chizuko,"If Senpai didn't spend such a long time picking out an outfit, then we would have been here on time!",
35,,*,Whoops?,
36,,*,"By the way, what brought the topic of Promethea's past up?",
37,,Promethea,……,
38,,Syrcotte,"Ah, that would be my fault. I insisted on asking her about her misfortunes, which I shouldn't have.",
39,,Syrcotte,We ought to be discussing something more befitting of the situation. I myself would like to hear about the past of Yume Academy from Senpai.,
40,,*,"Hmm, you should ask the founding members about that, such as the Valkyries!",
41,,Valeera,I hear someone mention the Valkyries! Who is it?,
42,,Sivney,"The Valkyrie? Oh, Senpai's here! He finally bothered to show up.",
43,,Valeera,I think everyone's here. It's time to start the Celebration Party!,
44,Cherry Blossom Soda,Sivney,"Ehem, may I have all of your attention please?",
45,,Sivney,"You have all worked hard this year, so I proposed this party to KongMing as a chance for all of us to relax and have fun…",
46,,Sivney,… And here you are!,
47,,Chizuko,"Senpai, Sivney's speech started!",
48,,Sivney,The Banquet Hall now boasts an all-you-can-eat buffet and a free bar.,
49,,Sivney,Aquaris also has some minigames ready at the Game Corner and is awaiting your participation!,
50,,*,"Oooh, a Game Corner! Sounds fun! I wonder what types of minigames there will be…",
51,,Chizuko,Why am I not surprised that that's the only thing you heard?,
52,,*,"Hey, games are good exercise for both mind and body!",
53,,Sivney,"The free bar is run by Hermes, while we have Sonya to thank for the buffet.",
54,,Sivney,Refreshments are free for all!,
55,,KongMing,"Wait, what? This wasn't a part of our agreement… Does the Student Union have enough funds to pay for all of this…",
56,,Sivney,"Enjoy the party, everyone!",
57,,Chizuko,"Woah, a free bar! That means alcohol, right?",
58,,*,"Don't even think about it, Chizuko.",
59,,*,"You're underage, and Ms. Mizue asked me to keep an eye on you.",
60,,Chizuko,But… But…,
61,,*,No.,
62,,Chizuko,Hermes? Can I have some? Please?,
63,,Hermes,"Haha, does the young Chizuko wish to have a drink?",
64,,Chizuko,Yep! With extra sugar and honey!,
65,,*,Sugar and honey?,
66,,Chizuko,Yes!! I've always wanted to try Sweet Rice Wine!,
67,,*,"Ah, is that what the Shrine Maidens have back at Tsuruga Grand Shrine?",
68,,Chizuko,It is! So can I have some?,
69,,*,Nope.,
70,,Hermes,"It wouldn't hurt too much if she just had a taste, would it? This is a day of festivities after all.",
71,,*,I can't believe I have to spell this out for you: Chizuko is underage! No alcohol for her!,
72,,Chizuko,"Aww, Senpai's no fun. What types of non-alcoholic drinks do you have then, Hermes?",
73,,Hermes,"Well, I do have some Cherry-Blossom flavored soda…",
74,,Chizuko,"Soda! Yes, Hermes, soda sounds good. Cherry Blossom-flavored, you said?",
75,,Hermes,Here you go.,
76,,Hermes,What do you think? Do you like it?,
77,,Chizuko,Yum! I feel as if I'm being enveloped in a rain of Cherry Blossom petals when I drink this! It's awesome!,
78,,Chizuko,"May I have some more, please?",
79,,Hermes,"Haha, sure.",
80,,Chizuko,…This reminds me of the Cherry Trees in the Shrine…,
81,,Hermes,I'm glad to hear that you find it pleasing to your tastes.,
82,Chizuko's Faith,Hermes,About the Shrine… I'm afraid my knowledge of the deity you worship is limited. Would you mind enlightening me on this matter?,
83,,Chizuko,"Ah, are you interested in Homura-Ōmikami? I'd love to tell you all about Them!",
84,,Chizuko,"Basically, They are the one our faith belongs to, and this doesn't mean the faith of just us Shrine Maidens. Everyone in the Tsuruga Region worships Homura-Ōmikami!",
85,,Chizuko,It is due to Their blessings that we mortals do not suffer in life.,
86,,Hermes,I see. Would you say that you would offer your life if They asked you to?,
87,,Chizuko,My life? They have no need for the feeble powers that we hold.,
88,,Chizuko,"Hehe, but if They really need me for anything, I will give all I have!",
89,,Hermes,(Hmm… It does seem easy to manipulate people's actions in the name of a deity…),
90,,Chizuko,(Yawns) I feel so sleepy… Why does this party have to be held at night? It's way past bedtime in the Shrine…,
91,,*,"Well, kids will be kids, I suppose.",
92,,*,"Super hyper one moment, then just crashes the next.",
93,,Chizuko,Hehe…Zzzzz,
94,,Hermes,"Senpai, if Chizuko is tired, she can rest here with me.",
95,,Hermes,"Would you like that, Chizuko? You can have this sofa.",
96,,Chizuko,Hmm…,
97,,Hermes,(The wonders of faith... What makes them so trusting and pious? Is it because of a lack of competence and a lack of self-awareness?),
98,,Hermes,(Mutters) I don't think the kid will be of much help answering my questions about the deity now that she's sleepy…,
99,,Chizuko,"(Yawns) I can't keep my eyes open… Can I borrow your sofa, Hermes?",
100,,*,Seriously?,
101,,Hermes,"Don't worry, Senpai. I don't mind looking after this cutie here for a while.",
102,,Hermes,Let her sleep.,
103,,Chizuko,"Thank you, Hermes…Zzzzzz",
104,,,Chizuko fell asleep again on the sofa behind the counter of the bar.,
105,,*,Oh no… What should I do now?,
106,,Hermes,"As I said before, I can watch over her when she sleeps. You don't have to wait here until she wakes up.",
107,,*,Are you sure this is okay?,
108,,Hermes,"Go, shoo. Don't worry, she'll still be here when you return.",
109,,,……,
110,,Syrcotte,"Promethea, would you like a refill?",
111,,Promethea,"No, but thank you for the offer, Syrcotte. I might lose control of my Hellfire if I consume any more. That would be rather disastrous.",
112,,Syrcotte,It must be tiring to maintain such a high level of self-control at all times…,
113,,Promethea,I'm used to it now. Don't let it affect you; you can have a refill if you want to. I won't feel left out.,
114,,Syrcotte,"Al-Alright, if you insist.",
115,Syrcotte's Past,Syrcotte,"Hello, Hermes. Do you have any sweet osmanthus-flavored drinks?",
116,,Hermes,"I sure do! The flower-flavored drinks are rather popular today, I must say. Chizuko liked her Cherry Blossom soda a lot.",
117,,,Hermes finished mixing the drink Syrcotte requested and slid the glass across the counter. Syrcotte took a sip.,
118,,Syrcotte,"Now that you mention her, I haven't seen Chizuko for a while. Where is she?",
119,,Hermes,"Haha, she's asleep on my sofa now.",
120,,Hermes,"She's adorable, and even sleep-talks about her precious god.",
121,,Syrcotte,"Ah, the rumored ""Homura-Ōmikami"" of the Tsuruga Grand Shrine? It's not the easiest name to memorize.",
122,,Hermes,"Do you believe in the existence of gods and deities, Syrcotte?",
123,,Syrcotte,"You have to be more specific before I can answer that question. We can start with defining what you mean by ""god"" or ""deity"".",
124,,Hermes,"Hmm, a recipient of faith? A shared belief that supports a person? An omnipotent force that demands obedience?",
125,,Hermes,"Or an amalgam of all three? What do you think, Syrcotte?",
126,,Syrcotte,"I think this is getting way too complicated, but yes, I agree that a God should be an entity whose authority the people don't question.",
127,,Syrcotte,"As a matter of fact, I was speaking to Promethea just now. Apparently, she was punished by the Ruler of Gods, and she has no qualms with her punishment.",
128,,Syrcotte,The Ruler of Gods must be extremely powerful to punish other gods and goddesses…,
129,,Hermes,The Ruler of Gods? The god among gods…,
130,,Syrcotte,Did I say something weird?,
131,,Hermes,"Oh, no. I just didn't expect there to be a being powerful enough to bind a goddess like Promethea to their will.",
132,,Syrcotte,"Gods aren't as free as we humans imagined them to be, are they?",
133,,Syrcotte,"We're more similar than we thought: a less-powerful god fears and obeys a more-powerful god, just like how humans fear and obey gods.",
134,,,Syrcotte was suddenly reminded of the dark past of her city when the shadows of Chaos obscured the moon and pained screams echoed in the lightless night.,
135,,Man A,"My, my wife is taken by the black monster… Please, I beg you, please save her… Why?? Why are you subduing me instead of the monster?!",
136,,Man A,Hey! Aren't you the enforcers of law? Why are you… Let me go! Let me go!,
137,,Guard,The Lord had ordered us to keep details of these cases away from the public… Silence him!,
138,,Woman,Did anything happen last night?,
139,,Man B,"Shh, don't ask about such matters. The Lord has our best interests at heart…",
140,,Hermes,Hello? Syrcotte? You seem to be deep in thought.,
141,,Syrcotte,"I was reminded of my father. He was no king, but as a Lord, his presence demanded respect. Though I would say it was more due to him keeping his people under a tight grip than it being genuine respect.",
142,,Hermes,I heard there was a Chaos invasion in your city.,
143,,Syrcotte,"There was… however, none of the officials, including my father, was aware of the Chaos influence.",
