id,desc
1,Complete all Tasks on the Message Board
2,Consume 5000 Fantasy Dust during the event
3,Consume 15000 Fantasy Dust during the event
4,Consume 30000 Fantasy Dust during the event
5,Consume 100 Fantasy Talisman during the event
6,Consume 200 Fantasy Talisman during the event
7,Consume 400 Fantasy Talisman during the event
8,Charge your Chimes for 20 times during the event
9,Charge your Chimes for 50 times during the event
10,Enchant or Ascend 1 time during the event
11,Consume 30 Jade Cranes during the event
12,Consume 60 Jade Cranes during the event
13,Consume 100 Jade Cranes during the event
14,Consume 150 Jade Cranes during the event
15,Consume 25 Gilded Cranes during the event
16,Consume 50 Gilded Cranes during the event
17,Consume 75 Gilded Cranes during the event
18,Consume 100 Gilded Cranes during the event
19,Consume 200 Gilded Cranes during the event
20,Consume 400 Gilded Cranes during the event
21,Consume 600 Gilded Cranes during the event
