id,name
1011,精铁匕首
2011,皮甲
3011,铁质指环
4011,铠靴
1012,优秀的精铁匕首
2012,优秀的皮甲
3012,优秀的铁质指环
4012,优秀的铠靴
1021,战剑
2021,板甲
3021,骨质项链
4021,魔法短靴
1022,优秀的战剑
2022,优秀的板甲
3022,优秀的骨质项链
4022,优秀的魔法短靴
1031,重斧
2031,君王胸甲
3031,符文之戒
4031,贤者之靴
1032,优秀的重斧
2032,优秀的君王胸甲
3032,优秀的符文之戒
4032,优秀的贤者之靴
1033,君王法杖
2033,生灵披风
3033,珍珠项链
4033,足靴
1041,神矛
2041,龙鳞铠甲
3041,英勇勋章
4041,旅者长靴
1042,优秀的神矛
2042,优秀的龙鳞铠甲
3042,优秀的英勇勋章
4042,优秀的旅者长靴
1043,勇气裂斧
2043,勇气铠甲
3043,勇气勋章
4043,勇气铠靴
1044,夜幕之刃
2044,夜幕胸甲
3044,夜幕指环
4044,夜幕长靴
1051,追猎者之弩
2051,追猎者胸甲
3051,追猎者项链
4051,追猎者短靴
1052,元素魔杖
2052,元素披风
3052,元素护符
4052,元素长靴
1053,预言法杖
2053,预言长袍
3053,预言之戒
4053,预言长靴
1054,守护者之刃
2054,守护者胸甲
3054,守护者之心
4054,守护者战靴
1061,屠魔之弓
2061,屠魔胸甲
3061,屠魔之戒
4061,屠魔之靴
1062,伊拉斯之杖
2062,伊拉斯披风
3062,伊拉斯之戒
4062,伊拉斯长靴
1063,天堂法杖
2063,天堂披风
3063,天堂项链
4063,天堂短靴
1064,无畏之剑
2064,无畏铠甲
3064,无畏吊坠
4064,无畏战靴
1065,荣光武士剑
2065,荣光战甲
3065,荣光之戒
4065,荣光战靴
1066,刺炎之鞭
2066,刺炎战甲
3066,刺炎项链
4066,刺炎战靴
5101,微光水晶
5102,微光水晶
5103,微光水晶
5104,微光水晶
5105,微光水晶
5106,微光水晶
5107,微光水晶
5108,微光水晶
5109,微光水晶
5110,微光水晶
5111,微光水晶
5112,微光水晶
5113,微光水晶
5114,微光水晶
5115,微光水晶
5116,微光水晶
5201,琥珀水晶
5202,琥珀水晶
5203,琥珀水晶
5204,琥珀水晶
5205,琥珀水晶
5206,琥珀水晶
5207,琥珀水晶
5208,琥珀水晶
5209,琥珀水晶
5210,琥珀水晶
5211,琥珀水晶
5212,琥珀水晶
5213,琥珀水晶
5214,琥珀水晶
5215,琥珀水晶
5216,琥珀水晶
5301,皇紫水晶
5302,皇紫水晶
5303,皇紫水晶
5304,皇紫水晶
5305,皇紫水晶
5306,皇紫水晶
5307,皇紫水晶
5308,皇紫水晶
5309,皇紫水晶
5310,皇紫水晶
5311,皇紫水晶
5312,皇紫水晶
5313,皇紫水晶
5314,皇紫水晶
5315,皇紫水晶
5316,皇紫水晶
5317,皇紫水晶
5318,皇紫水晶
5319,皇紫水晶
5320,皇紫水晶
5321,皇紫水晶
5322,皇紫水晶
5323,皇紫水晶
5324,皇紫水晶
5401,棱玉水晶
5402,棱玉水晶
5403,棱玉水晶
5404,棱玉水晶
5405,棱玉水晶
5406,棱玉水晶
5407,棱玉水晶
5408,棱玉水晶
5409,棱玉水晶
5410,棱玉水晶
5411,棱玉水晶
5412,棱玉水晶
5413,棱玉水晶
5414,棱玉水晶
5415,棱玉水晶
5416,棱玉水晶
5417,棱玉水晶
5418,棱玉水晶
5419,棱玉水晶
5420,棱玉水晶
5421,棱玉水晶
5422,棱玉水晶
5423,棱玉水晶
5424,棱玉水晶
5501,红玛瑙水晶
5502,红玛瑙水晶
5503,红玛瑙水晶
5504,红玛瑙水晶
5505,红玛瑙水晶
5506,红玛瑙水晶
5507,红玛瑙水晶
5508,红玛瑙水晶
5509,红玛瑙水晶
5510,红玛瑙水晶
5511,红玛瑙水晶
5512,红玛瑙水晶
5513,红玛瑙水晶
5514,红玛瑙水晶
5515,红玛瑙水晶
5516,红玛瑙水晶
5517,红玛瑙水晶
5518,红玛瑙水晶
5519,红玛瑙水晶
5520,红玛瑙水晶
5521,红玛瑙水晶
5522,红玛瑙水晶
5523,红玛瑙水晶
5524,红玛瑙水晶
5525,红玛瑙水晶
5526,红玛瑙水晶
5527,红玛瑙水晶
5528,红玛瑙水晶
5529,红玛瑙水晶
5530,红玛瑙水晶
5531,红玛瑙水晶
5532,红玛瑙水晶
5533,红玛瑙水晶
5534,红玛瑙水晶
5535,红玛瑙水晶
5536,红玛瑙水晶
5537,红玛瑙水晶
5538,红玛瑙水晶
5539,红玛瑙水晶
5540,红玛瑙水晶
5541,红玛瑙水晶
5542,红玛瑙水晶
5543,红玛瑙水晶
5544,红玛瑙水晶
5545,红玛瑙水晶
5546,红玛瑙水晶
5601,天界水晶
5602,天界水晶
5603,天界水晶
5604,天界水晶
5605,天界水晶
5606,天界水晶
5607,天界水晶
5608,天界水晶
5609,天界水晶
5610,天界水晶
5611,天界水晶
5612,天界水晶
5613,天界水晶
5614,天界水晶
5615,天界水晶
5616,天界水晶
5617,天界水晶
5618,天界水晶
5619,天界水晶
5620,天界水晶
5621,天界水晶
5622,天界水晶
5623,天界水晶
5624,天界水晶
5625,天界水晶
5626,天界水晶
5627,天界水晶
5628,天界水晶
5629,天界水晶
5630,天界水晶
5631,天界水晶
5632,天界水晶
5633,天界水晶
5634,天界水晶
5635,天界水晶
5636,天界水晶
5637,天界水晶
5638,天界水晶
5639,天界水晶
5640,天界水晶
6000,余辉
6001,影玉
6002,破影之击
6003,暗月之剑
6004,破魔之刃
6005,邪恶之书
6006,影玉
6007,破影之击
6008,暗月之剑
6009,破魔之刃
6010,邪恶之书
6011,影玉
6012,破影之击
6013,暗月之剑
6014,破魔之刃
6015,邪恶之书
6016,影玉
6017,破影之击
6018,暗月之剑
6019,破魔之刃
6020,邪恶之书
6021,龙玉
6022,狱犬之牙
6023,精灵之语
6024,贤者之书
6025,暗影祷言
6026,龙玉
6027,狱犬之牙
6028,精灵之语
6029,贤者之书
6030,暗影祷言
6031,龙玉
6032,狱犬之牙
6033,精灵之语
6034,贤者之书
6035,暗影祷言
6036,龙玉
6037,狱犬之牙
6038,精灵之语
6039,贤者之书
6040,暗影祷言
6041,深红之痕
6042,缚灵之纹
6043,苍穹之脊
6044,混沌魔石
6045,雪之奥义
6046,深红之痕
6047,缚灵之纹
6048,苍穹之脊
6049,混沌魔石
6050,雪之奥义
6051,深红之痕
6052,缚灵之纹
6053,苍穹之脊
6054,混沌魔石
6055,雪之奥义
6056,深红之痕
6057,缚灵之纹
6058,苍穹之脊
6059,混沌魔石
6060,雪之奥义
6061,深红之痕
6062,缚灵之纹
6063,苍穹之脊
6064,混沌魔石
6065,雪之奥义
6066,君王的野心
6067,命运十字
6068,御赐之剑
6069,时空裂痕
6070,神之恩典
6071,神行靴
6072,君王的野心
6073,命运十字
6074,御赐之剑
6075,时空裂痕
6076,神之恩典
6077,神行靴
6078,君王的野心
6079,命运十字
6080,御赐之剑
6081,时空裂痕
6082,神之恩典
6083,神行靴
6084,君王的野心
6085,命运十字
6086,御赐之剑
6087,时空裂痕
6088,神之恩典
6089,神行靴
6090,君王的野心
6091,命运十字
6092,御赐之剑
6093,时空裂痕
6094,神之恩典
6095,神行靴
6096,撒旦之心
6097,死亡之舞
6098,亡者的悲鸣
6099,月神的忧伤
6100,永恒之章
6101,旅行者之戒
6102,光之盾
6103,镜之链
6104,禁锢之灵
6105,黄金罗盘
6106,厄运沙漏
6107,幻影披风
6108,飞雷神
6109,魔能手臂
6110,沉沦
6111,鲜血
6112,妄想
6113,精灵祝福之弓
6114,橡树之心
6115,翡翠蝶
6116,暗影斗篷
6117,天使挂坠
6118,撒旦之心
6119,死亡之舞
6120,亡者的悲鸣
6121,月神的忧伤
6122,永恒之章
6123,旅行者之戒
6124,光之盾
6125,镜之链
6126,禁锢之灵
6127,黄金罗盘
6128,厄运沙漏
6129,幻影披风
6130,飞雷神
