id,title,text
1,建筑的作用,战役|派遣英雄小队进入战役，进行挂机和完成战斗事件。在战役中您可以获得玩家经验、英魂、金币、装备等奖励。官方会不定期开启双倍掉落活动。||勇者的试炼|不受限制的连续战斗，尽情挑战来自不同服务器的敌人。英雄们的血量在该试炼中不会恢复，需要您富有策略的使用他们！||幻境之塔|幻境之塔由层层守卫看管，战胜他们后您将获得大量英雄进阶石和强力装备。达到一定的楼层后还能够获得5星的英雄。更多层数，更多挑战。||竞技场|挑战竞技场中其他的玩家！获得胜利后将增加积分，并赢得大量免费钻石！每周5、6、7（服务器时间）还会开启冠军的试炼，挑战来自不同服务器的玩家！||召唤法阵|获取新英雄的最快途径。积攒更多的爱心或召唤卷轴就可以免费进行英雄召唤。召唤能量升满让你有必定能够获得随机一位5星英雄。||创造法阵|英雄升星的必经之路。在创造法阵中提升星英雄的星级，最高可提升到6星。攒齐所需要的材料英雄，就能在创造法阵中为英雄升星，升星后被消耗的材料英雄将返还对应价值的英魂和英雄进阶石，其所穿戴的装备将返回背包。拥有的英雄越多，提升英雄星级的机会越多！||祭坛|当您拥有闲置无用的英雄时，可以去祭坛将他们分解掉。分解英雄可获得一定价值的英魂、英雄进阶石、魔法之尘、灵魂石等材料，被分解英雄的装备、水晶和神器将返回背包。分解英雄得到的灵魂石能够在祭坛商店兑换英雄，灵魂石有时候也可以通过活动出售的礼包获得！||铁匠铺|通过铁匠铺把低级装备合成为高级装备。穿戴完整套装将激活套装属性！注意：已穿戴的装备将不会在铁匠铺显示。||许愿池|在许愿池中消耗许愿币将有机会获取英雄碎片、装备、神器以及大量的金币、英魂等道具，祝您好运常伴，大奖不断！||市场|在市场中会定时刷新（您也可以手动刷新）出英魂、英雄进阶石、英雄碎片、装备、召唤卷轴、竞技场门票、筹码等道具。||先知之树|在先知之树中可以进行指定阵营的召唤！使用先知宝珠在指定阵营的召唤之门进行召唤，有几率获得该阵营4星、5星英雄以及4星、5星万能碎片（先知宝珠可以通过酒馆任务获得；还可以通过活动兑换获取；不定期的活动礼包也会出售先知宝珠）。每次召唤后会额外获得先知的祝福。您可以消耗一定先知的祝福将一个阵营的英雄置换成同阵营的其他英雄。注意：只有4星、5星非光暗阵营的英雄才能进行置换。||酒馆|酒馆会每隔24小时定时刷新出不同星级的英雄任务。完成英雄任务将获得丰厚的奖励！您可以通过花费钻石刷新改变任务星级，也可以花费钻石加速完成任务。使用酒馆任务卷轴可增加英雄任务(刷新后，未执行的使用卷轴增加的酒馆任务会被重置)。酒馆任务卷轴在挂机中有几率获得。
2,关卡说明,总览|战役的地图分为普通、噩梦、地狱、死亡四种难度，每种难度下包含多个关卡。四个难度需要依次解锁。||解锁关卡|来到新关卡等待足够的探索时间后会触发战斗事件。完成战斗事件并且队伍战斗力和自身等级达到进入下一关卡条件时，可点击前往下一关。||解锁地区&地图|当您通关一个地区的所有关卡后，解锁下一个地区;当您通关一种难度模式的所有关卡后，解锁下一种难度模式。||战斗事件|进入一个新的关卡会触发该关卡对应的战斗事件，通关战斗事件后可获取丰厚的奖励。||队伍|在队伍里设置英雄小队。可设置的队伍人数随您自身等级的提升而增加，英雄的战斗力越高，可上阵英雄的数量越多，队伍战斗力越高（上阵英雄战斗力只和解锁关卡有关，和掉落无关）。||挂机|挂机产生的收益随时间递增。您最长可以挂机8个小时，超过8小时将不再获取挂机收益。所以请记得在8小时内回来领取你的挂机收益哦！||产出&获取|关卡固定产出玩家经验、金币和英魂，您可以通过挂机来获取这三种收益，关卡难度模式越高和进度越往后，所获得的这三种收益越高。VIP等级会对应的增加这三个资源的掉落。||掉落&战利品|你可以在物品掉落信息里查询当前关卡可能掉落的物品，当您前往某个关卡进行挂机时，将有概率获得该关卡掉落的道具，已获得的掉落道具在战利品里查看。
3,战斗,"战前站位|通常站在前排的英雄比站在后排的英雄更容易受到攻击，您需要根据英雄的职业合理的调整英雄的站位，才能使英雄在战斗中存活的时间更长。||阵营克制|英雄之间存在阵营的克制关系。在战前根据敌人上阵的英雄来调整己方队伍来尽可能发挥出优势。||阵营光环|上阵6名相同阵营的英雄或是6个完全不同阵营的英雄都将激活强大的光环效果。||战斗胜负判定|战斗回合超过15回合将判定进攻方战斗失败。在限定回合内杀死所有敌方英雄判定战斗胜利，己方所有英雄被敌人杀死判定战斗失败。||攻击|英雄的攻击越高，进行攻击时对敌人造成的伤害越高。||血量|英雄的血量越多，在战斗中存活时间越长。||护甲|英雄的护甲越高，敌方对英雄造成的伤害越低。||速度|速度决定每回合英雄的出手顺序，英雄的速度越高，每回合出手的顺序越靠前。||增加技能伤害率|增加技能伤害率是对技能伤害的额外加成，增加技能伤害率越高，技能造成的伤害越大。||命中|命中决定击中敌人的概率，命中越高，击中敌人的概率越高。||闪避|闪避决定英雄被击中的概率，闪避越高，被敌人击中的概率就越低。||暴击|触发暴击的几率，英雄暴击的越高，触发暴击的几率越大。||暴击伤害|触发暴击时造成的伤害，英雄暴击的伤害越高触发暴击成功后造成的伤害越多。||破甲|抵消攻击目标的固定护甲值，英雄的破甲越高，抵消敌人的护甲越多。||免控率|免于被敌人控制的几率,英雄的免控率越高，被敌人控制的几率越低。||减伤率|减少伤害的概率，英雄的减伤率越高，敌人造成的伤害越低。"
4,英雄的获取方法,战斗掉落|在战役中挂机、通关战斗事件、每日参与活动副本——英雄挑战以及挑战幻境之塔会有概率掉落英雄碎片。||商店购买|在市场、幸运商店、灵魂石商店、勇者的试炼商店、公会商店、冠军的试炼商店中会出售英雄碎片。||召唤法阵|在召唤法阵中通过使用爱心、召唤卷轴、钻石等道具进行召唤能快速获取新的英雄。||先知之树|在先知之树中可以消耗先知宝珠召唤获得英雄碎片。||许愿池|在许愿池消耗许愿币进行许愿有概率获得英雄碎片。||酒馆任务|在酒馆中有几率出现奖励为英雄碎片的英雄任务，完成英雄任务后将获得一定数量的英雄碎片。||好友搜寻|进行好友搜寻有一定概率获得一定数量的英雄碎片。
5,英雄变强的方法,"英雄升级|通过消耗英魂来提升英雄的等级。||英雄进阶|当英雄等级达到上限，可通过消耗英雄进阶石来提升英雄的品阶。||英雄升星|当英雄等级和品阶升满后,可在创造法阵为其升星，升星后后将提升英雄的属性，并且英雄等级、装备和品阶都将保留。||英雄觉醒|消耗材料英雄使6星英雄以上的觉醒，觉醒将提升英雄的星级、属性以及强化英雄被动技能，被消耗的英雄将返还一定数量的英魂。||穿戴装备和神器|给英雄穿戴装备和神器来提升英雄的战斗力，装备和神器的星级和品质越高，给英雄增加的战斗力越多。||升级水晶|通过升级和转化英雄身上的水晶，来提高英雄的能力，升级和转化需要消耗一定数量的魔法之尘和金币。"
6,英雄的分类,"职业|英雄根据其职业分为战士、法师、游侠、刺客、牧师5种职业。战士职业血高防厚但攻击较低，适合在前排承受伤害；法师职业和游侠职业血量和防御较低但攻击较高，多为群体攻击，适合在后排输出伤害;刺客职业血量和防御较低但攻击很高，多为单体攻击,适合在后排输出伤害；牧师职业血量、攻击、防御较低，但多有加血和控制技能,适合在后排辅助。||星级|英雄有初始星级。最高为5星。英雄的星级越高，基础属性越高，技能越强力。英雄合成和觉醒可以提升英雄的星级。||阵营|英雄阵营一共划分为黑暗、圣光、森林、幽暗、堡垒、深渊6种阵营。阵营间克制关系：森林克制幽暗，幽暗克制堡垒，堡垒克制深渊，深渊克制森林，暗影与圣光相互克制。对被克制的英雄将多造成30%伤害。"
7,装备和神器,"装备和神器的品质|装备和神器根据颜色划分为蓝色、金色、紫色、绿色、红色、橙色6种品质，装备和神器品质越高，增加属性越多。||装备和神器的星级|蓝色、金色品质的装备有1-2星两种星级，紫色品质的装备有1-3星三种星级，绿色品质以上的装备有1-4星4种星级；蓝色、金色品质的神器有1-4星4种星级，紫色、绿色品质的神器有1-5星5种星级,红色品质以上的装备有1-6星6种星级；同品质的装备&神器星级越高，增加属性越多。||合成装备、神器|在铁匠铺中可以消耗低品质的装备来合成高品质的装备；筹齐一定数量神器碎片可合成对应品质的神器。||获取装备|挂机、幻境之塔、通关战斗事件会掉落装备，在市场、勇者的试炼商店、公会商店以及幸运商店会出售装备，在许愿池许愿有概率获得装备。||装备套装|星级达到3星的绿色品质以上的装备将附带套装效果，穿戴指定数目的套装即可激活套装效果。||升级神器|通过吞噬多余的神器来给您当前穿戴的神器升级，神器升级将提升神器的星级。||获取神器|可以通过挂机获取神器碎片来合成神器、公会商店购买神器碎片来合成神器、许愿池抽奖概率获得神器。"
8,常见游戏问题,1.问：换了设备后，怎样才能继续游戏？|答：您下载好并进入游戏后，在登录界面点击右上角的小人按钮输入您的账号和密码来登录进入游戏。|2.问：忘记了账号是否能够找回呢？|答：忘记了账号将无法找回，请一定牢记您的账号和密码。|3.问：账号被盗，密码被更改该怎么办？|答：当您的账号密码被更改请及时与我们的客服人员联系。|4.问：出现网络超时，无法登录怎么办？|答：如果你无法登录游戏。请继续尝试连接，或者杀掉进程重新启动游戏。|5.问：当游戏一直在更新中（check updates）无法进入游戏怎么办？|答：当您进入游戏遇到一直在更新中无法进入游戏时，请尝试杀掉游戏进程后重新进入游戏或更换网络连接再次尝试，如依然无法解决请与我们的客服人员联系。|6.问：当数据或者账号丢失了该怎么办？|答：如果遇到数据丢失的情况，首先确认您所登录服务器是否正确，因为不同服务器之间数据不共享，如果确认服务器正确但依然存在问题请及时跟我们联系，联系时请尽量提供游戏ID，注册邮箱等信息，我们将给予您最大的帮助。|7.问：在玩游戏的过程中老是掉线该怎么办？|答：您在玩游戏的过程中出现频繁掉线时请先确认您设备连接的网络状态并在更换网络连接方式后再次尝试，如依然无法解决请与我们的客服人员联系。|8.问：当游戏出现闪退怎么办？|答：当您遇到游戏闪退时，请先杀掉设备所有的进程后再尝试重新进入游戏，依然出现闪退请尝试重启设备再次尝试或者可向客服人员提供您的设备型号反映闪退问题。|9.问：发现作弊的玩家该怎么办？|答：我们致力于为玩家创造一个公平的游戏环境，禁止任何玩家使用游戏中的BUG来恶意破坏游戏平衡。当您发现有玩家作弊，请及时给我们反馈，我们将对作弊玩家予以处理。
9,常见充值问题,1.问：如何成为VIP玩家？|答：当您购买钻石达到一定数量后即可成为VIP玩家，购买钻石越多VIP等级越高，享受的特权越多。|2.问：首次充值有什么奖励？|答：首次充值即可获得双倍数量的钻石，每种档次仅限一次。特殊的商品（如月卡等）不包含在内。|3.问：当遇到充值时已经付款但道具没有到账问题时该如何处理？|答：当您发现成功付费但未收到道具时，请先尝试重新启动游戏。若尝试多次仍未到账，请及时与我们联系。|4.问：为什么充值成功后扣除的金额会出现变动？|答：充值扣除的金额是游戏平台根据当前您所在国家货币的汇率来兑换收取的，所以会因为汇率的波动而变动。
10,联系我们,当您遇到了任何游戏问题或想对游戏提出自己的建议时，可以在反馈里给我们发送信息，也可以给我们发送邮件。我们的邮件地址是：idleheroes.feedback@gmail.com。
