id,res,length,loops,is_play_self,delay,type,desc,volume,destroy,pause_bg,is_ogg
1.0,bg_mp3,,10.0,,0.0,2.0,,100.0,1.0,,
1001.0,battle_sound_web/sound_ty_bingbao,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1002.0,battle_sound_web/sound_ty_daojian,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1003.0,battle_sound_web/sound_ty_dici,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1004.0,battle_sound_web/sound_ty_fangxue,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1005.0,battle_sound_web/sound_ty_heal,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1006.0,battle_sound_web/sound_ty_quantou,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1007.0,battle_sound_web/sound_ailier_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1008.0,battle_sound_web/sound_caozhi_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1009.0,battle_sound_web/sound_caozhi_skill,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1010.0,local_sound/sound_daqiao_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1011.0,battle_sound_web/sound_degula_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1012.0,battle_sound_web/sound_degula_skill,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1013.0,battle_sound_web/sound_diaochan_skill,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1014.0,local_sound/sound_dongzhuo_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1015.0,battle_sound_web/sound_dongzhuo_skill,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1016.0,local_sound/sound_fangtianhuaji_skill,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1017.0,local_sound/sound_guojia_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1018.0,battle_sound_web/sound_guojia_skill,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1019.0,battle_sound_web/sound_hanlingdi_skill,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1020.0,local_sound/sound_huangzhong_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1021.0,battle_sound_web/sound_huangzhong_skill,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1022.0,battle_sound_web/sound_jiabailie_skill,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1023.0,battle_sound_web/sound_lvmeng_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1024.0,battle_sound_web/sound_lvmeng_skill,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1025.0,battle_sound_web/sound_simayi_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1026.0,battle_sound_web/sound_simazhao_skill,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1027.0,local_sound/sound_sunshangxiang_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1028.0,battle_sound_web/sound_xunyu_skill,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1029.0,battle_sound_web/sound_yanyue_skill,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1030.0,local_sound/sound_zhangchunhua_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1031.0,battle_sound_web/sound_zhanghe_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1032.0,local_sound/sound_zhouyu_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1033.0,local_sound/sound_zhurong_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1034.0,battle_sound_web/sound_zhurong_skill,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1035.0,battle_sound_web/sound_zuoci_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1036.0,battle_sound_web/sound_ailier_skill,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1037.0,battle_sound_web/sound_caiwenji_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1038.0,battle_sound_web/sound_caiwenji_skill,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1039.0,battle_sound_web/sound_daqiao_skill,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1040.0,battle_sound_web/sound_diaochan_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1041.0,battle_sound_web/sound_fangtianhuaji_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1042.0,battle_sound_web/sound_ganfuren_attack,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1043.0,battle_sound_web/sound_ganfuren_skill,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1044.0,battle_sound_web/sound_guanyu_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1045.0,battle_sound_web/sound_guanyu_skill,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1046.0,battle_sound_web/sound_hanlingdi_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1047.0,battle_sound_web/sound_jiabailie_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1048.0,battle_sound_web/sound_jiangwei_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1049.0,battle_sound_web/sound_jiangwei_skill,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1050.0,battle_sound_web/sound_menghuo_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1051.0,battle_sound_web/sound_menghuo_skill,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1052.0,battle_sound_web/sound_shuijing_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1053.0,battle_sound_web/sound_shuijing_skill,3.0,1.0,,0.0,1.0,,30.0,1.0,,
1054.0,battle_sound_web/sound_simayi_skill,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1055.0,battle_sound_web/sound_simazhao_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1056.0,battle_sound_web/sound_sunshangxiang_skill,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1057.0,battle_sound_web/sound_xiahoudun_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1058.0,battle_sound_web/sound_xiahoudun_skill,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1059.0,battle_sound_web/sound_xunyu_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1060.0,battle_sound_web/sound_yanyue_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1061.0,battle_sound_web/sound_yidazhengzong_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1062.0,battle_sound_web/sound_yidazhengzong_skill,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1063.0,battle_sound_web/sound_yuji_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1064.0,battle_sound_web/sound_yuji_skill,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1065.0,battle_sound_web/sound_zhangchunhua_skill,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1066.0,battle_sound_web/sound_zhanghe_skill,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1067.0,battle_sound_web/sound_zhouyu_skill,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1068.0,battle_sound_web/sound_zuoci_skill,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1069.0,battle_sound_web/sound_mijiale_pifu03_skill,5.0,1.0,,0.0,1.0,,100.0,1.0,,
1070.0,battle_sound_web/sound_caocao_pifu03_skill,5.0,1.0,,0.0,1.0,,100.0,1.0,,
1071.0,battle_sound_web/sound_fangtian_pifu01_skill,3.0,1.0,,0.0,1.0,,30.0,1.0,,
1072.0,battle_sound_web/sound_zuoci_pifu02_skill,5.0,1.0,,0.0,1.0,,100.0,1.0,,
1073.0,battle_sound_web/sound_caiwenji_pifu01_attack,1.0,1.0,,0.0,1.0,,100.0,1.0,,
1074.0,battle_sound_web/sound_caiwenji_pifu01_skill,2.0,1.0,,0.0,1.0,,100.0,1.0,,
1075.0,battle_sound_web/sound_fangtian_pifu03_attack,1.0,1.0,,0.0,1.0,,100.0,1.0,,
1076.0,battle_sound_web/sound_fangtian_pifu03_skill,1.0,1.0,,0.3,1.0,,100.0,1.0,,
1077.0,battle_sound_web/sound_huangzhong_pifu03_attack,1.0,1.0,,0.0,1.0,,100.0,1.0,,
1078.0,battle_sound_web/sound_huangzhong_pifu03_skill,2.0,1.0,,0.0,1.0,,100.0,1.0,,
1079.0,battle_sound_web/sound_luxifa_pifu04_attack,1.0,1.0,,0.1,1.0,,100.0,1.0,,
1080.0,battle_sound_web/sound_luxifa_pifu04_skill,2.0,1.0,,0.3,1.0,,100.0,1.0,,
1081.0,battle_sound_web/sound_fenlier_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1082.0,battle_sound_web/sound_fenlier_skill,2.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1083.0,battle_sound_web/sound_spcaocao_attack,1.0,1.0,1.0,0.45,1.0,,30.0,1.0,,
1084.0,battle_sound_web/sound_spcaocao_skill,3.0,1.0,1.0,0.25,1.0,,30.0,1.0,,
1085.0,battle_sound_web/sound_ailier_skill,2.0,1.0,,2.0,1.0,,30.0,1.0,,
1086.0,battle_sound_web/sound_lvbu_attack,1.0,1.0,1.0,0.5,1.0,,30.0,1.0,,
1087.0,battle_sound_web/sound_lvbu_skill,5.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1088.0,battle_sound_web/sound_luxifeier_attack,1.0,1.0,1.0,0.5,1.0,,30.0,1.0,,
1089.0,battle_sound_web/sound_luxifeier_skill,7.0,1.0,1.0,0.2,1.0,,30.0,1.0,,
1090.0,battle_sound_web/sound_guanyu_attack,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1091.0,battle_sound_web/sound_xunyu_attack,1.0,1.0,,3.4,1.0,,30.0,1.0,,
1092.0,battle_sound_web/sound_keruisi_attack,3.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1093.0,battle_sound_web/sound_keruisi_skill,5.0,1.0,1.0,0.0,1.0,,50.0,1.0,,
1094.0,battle_sound_web/sound_wangyi_attack,2.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1095.0,battle_sound_web/sound_wangyi_skill,4.0,1.0,,0.0,1.0,,30.0,1.0,,
1096.0,battle_sound_web/sound_banbenlongma_attack,2.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1097.0,battle_sound_web/sound_banbenlongma_skill,4.0,1.0,,0.0,1.0,,30.0,1.0,,
1098.0,battle_sound_web/sound_weiweian_attack,3.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1099.0,battle_sound_web/sound_weiweian_skill,6.0,1.0,,0.0,1.0,,30.0,1.0,,
1100.0,battle_sound_web/sound_liubei_attack,1.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1101.0,battle_sound_web/sound_liubei_skill,5.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1102.0,battle_sound_web/sound_liubei_skill01,2.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1103.0,battle_sound_web/sound_yixienamei_attack,2.0,1.0,1.0,0.0,1.0,,60.0,1.0,,
1104.0,battle_sound_web/sound_yixienamei_skill,5.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1105.0,battle_sound_web/sound_wulieer_attack,2.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1106.0,battle_sound_web/sound_wulieer_attack01,1.0,1.0,,0.0,1.0,,30.0,1.0,,
1107.0,battle_sound_web/sound_wulieer_skill,4.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
1108.0,battle_sound_web/sound_wulieer_skill01,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1109.0,battle_sound_web/sound_weila_attack,2.0,1.0,,0.0,1.0,,30.0,1.0,,
1110.0,battle_sound_web/sound_weila_skill,4.0,1.0,1.0,0.0,1.0,,30.0,1.0,,
