id,name,desc
1,Stufe 1,Normale Stufe ohne spezielle Regeln
2,Stufe 2,Normale Stufe ohne spezielle Regeln
3,Stufe 3,Normale Stufe ohne spezielle Regeln
4,Stufe 4,Normale Stufe ohne spezielle Regeln
5,Stufe 5,Sonderregel: Angriff deiner Ranger-Mädchen um 50% verringert
6,Stufe 6,Sonderregel: Max. HP deiner Priester-Mädchen um 40% verringert.
7,Stufe 7,Sonderregel: Zu Beginn des Kampfes werden deine Mädchen 3 Runden lang gelähmt.
8,Stufe 8,Sonderregel: Erhaltene Heilung deiner Mädchen um 75% verringert.
9,Stufe 9,Sonderregel: Zum Ende jeder Runde werden die HP jedes Gegners jeweils um 10% seiner max. HP erhöht.
10,Stufe 10,Sonderregel: Die Gegner sind immun gegen alle Debuffs.
11,Zeitstrudel,"Dein aktueller Rang richtet sich nach dem max. zugefügten Schaden in einem Kampf. Tippe auf den Knopf rechts, um die Rangliste dieser Woche zu prüfen."
