id,desc
1,"Senpai, der Chaos Lord ist auf dem Campus erschienen. Unsere Macht ist derzeit nicht ausreichend. Wir brauchen Unterstützung. Schnell bitte befreundete Truppen, damit sie uns helfen, das Chaos zu beseitigen~"
2,"Tippe hier um Freundesnachrichten zu überprüfen. Wähle ein passendes Team, um zusammen zu kämpfen~"
3,"Tippe hier, um die befreundeten Teams zu prüfen. Frage an, ob du einem beitreten kannst."
4,"Hier ist der Campus. Das Chaos ist bereits gekommen. Tippe auf den Avatar, um in den Kampf einzutreten~"
5,"Wenn das Chaos erscheint ist es zu spät, um ein Team zu gründen oder einzutreten. Du musst dich darauf vorher vorbereiten!"
6,Die verbleibende Zeit dieser Sicherheitsrunde kannst du hier sehen
7,Hier die Belohnugen für das Beseitigen des Chaos Lords
8,"Tippe hier, um die Regeln zu prüfen. Los gehts!"
9,"Senpai, der Chaos Lord ist auf dem Campus erschienen. Unsere Macht ist derzeit nicht ausreichend. Wir brauchen Unterstützung. Schnell bitte befreundete Truppen, damit sie uns helfen, das Chaos zu beseitigen~"
10,"Tippe hier um Freundesnachrichten zu überprüfen. Wähle ein passendes Team, um zusammen zu kämpfen~"
11,"Tippe hier, um die befreundeten Teams zu prüfen. Frage an, ob du einem beitreten kannst."
12,Hier ist der Campus. Derzeit ist noch kein Chaos erschienen.
13,"Wenn das Chaos erscheint ist es zu spät, um ein Team zu gründen oder einzutreten. Du musst dich darauf vorher vorbereiten!"
14,"Hier die verbleibende Zeit, bis das Chaos wieder angreift"
15,Hier die Belohnugen für das Beseitigen des Chaos Lords
16,"Tippe hier, um die Regeln zu prüfen. Los gehts!"
