id,desc
1,Schließe alle Aufgaben unten ab
2,Tägliches Anmelden
3,Spiele 3 Mal am Glücksautomaten
4,Kämpfe 5 Mal in der Arena
5,Gewinne 1 Kampf gegen Freunde-Boss
6,Benutze 2 Mal die Alchemie
7,Gib 500 Dias aus
8,Schließe alle Aufgaben unten ab
9,Tägliches Anmelden
10,Schließe 1 4-Sterne Jobaufgabe
11,Kaufe 1 Mal auf dem Markt
12,Schließe 6 Mal das tägliche Quiz ab
13,Sende 15 Herzen
14,Verwende 3 Super Kapselmünzen
15,Schließe alle Aufgaben unten ab
16,Tägliches Anmelden
17,Erhalte 5 Mal die Kampfausbeute
18,Kämpfe 10 Mal in der Arena
19,Level 50 Mal dein(e) Mädchen auf
20,Synthetisiere 10 Ausrüstungen
21,Gib 1000 Dias aus
22,Schließe alle Aufgaben unten ab
23,Tägliches Anmelden
24,Übertrage 10 Mädchen
25,Kaufe 2 Mal auf dem Markt
26,Schließe 12 Mal das tägliche Quiz ab
27,Ziehe 5 Mal an der BFF Kapselmaschine
28,Verwende 6 Super Kapselmünzen
29,Schließe alle Aufgaben unten ab
30,Tägliches Anmelden
31,Spiele 6 Mal am Glücksautomaten
32,Kämpfe 15 Mal in der Arena
33,Gewinne 2 Kämpfe gegen Freunde-Boss
34,Benutze 4 Mal die Alchemie
35,Gib 1500 Dias aus
36,Schließe alle Aufgaben unten ab
37,Tägliches Anmelden
38,Schließe 2 4-Sterne Jobaufgaben
39,Kaufe 3 Mal auf dem Markt
40,Schließe 18 Mal das tägliche Quiz ab
41,Sende 30 Herzen
42,Verwende 9 Super Kapselmünzen
43,Schließe alle Aufgaben unten ab
44,Tägliches Anmelden
45,Erhalte 10 Mal die Kampfausbeute
46,Kämpfe 20 Mal in der Arena
47,Level 100 Mal dein(e) Mädchen auf
48,Synthetisiere 20 Ausrüstungen
49,Gib 2000 Dias aus
