id,desc
1,Fotostudio
2,Gourmet Cafeteria
3,Kimonoladen
4,Wagashi
5,Ruhiges Plätzchen
6,Goldfisch Stand
7,Nudelstand
8,Maskenladen
9,Feuerwerksfest
10,Schönheitswettbewerb
11,Theaterhalle
12,Auditorium
13,Souvenirladen
14,Hinter den Kulissen
15,Bühne
16,Riesenrad
17,Karussell
18,Eiswagen
19,Achterbahn
20,Geisterhaus
21,Kleidungsladen
22,Katzencafé
23,Englischer Salon
24,Blumenladen
25,Ruhiges Plätzchen
26,Liebesapfelstand
27,Feuerwerksfest
28,Takoyaki
29,Crushed Eis-Stand
30,Ringe-Spiel
31,Seegespräch
32,Bootsfahrt
33,Picknick
34,Drachen fliegen lassen
35,Schach
36,Fächerladen
37,Ruhiges Plätzchen
38,Katzencafé
39,Buchladen
40,Videospielgeschäft
41,Rafting
42,Achterbahn
43,Autoscooter
44,Ruheplatz
45,Fisch-Wettkampf
