id,desc
31001,"Achtung: \nDas Siegel wurde erneut gebrochen, und Chaos versucht, die Menschheit außer Kraft zu setzen. Die Kraft des Chaos entsteht, wenn das Gleichgewicht gestört ist, ""Li"" ist bestimmt nicht weit entfernt."
31002,Inferno
31003,"Der Chaos Lord spuckt eine dämonische Flamme aus, die allen Feinden großen Schaden zufügt und ihre Stärkungszauber vernichtet. Für jeden vernichteten Stärkungszauber erhält er einen Schadensbonus."
31004,Stampfen
31005,"Der Chaos Lord stampft auf den Boden und fügt allen Feinden Schaden zu. Wenn ein Gegner durch diese Fertigkeit besiegt wird, kann er in diesem Zug einen zusätzlichen Treffer erzielen."
31006,Vernichtung
31007,"Der Chaos Lord verbannt den Feind mit dem niedrigsten HP, verursacht Schaden basierend auf dem Gesamt-HP und ignoriert die Rüstung, und jeder Überschuss-Schaden wird gleichmäßig auf die noch lebenden verteilt."
31008,Chaos Rüstung
31009,"Wiederkehrender Effekt: Erhält zu Beginn jeder Runde 2 Schichten Schilder, die Fertigkeiten abwehren können und für 2 Runden bestehen bleiben."
32001,"Feindliche Daten:\nDunkler Ritter, angetrieben von Eifer und wird er von der Materie verdorben. Kommt aus dem Nichts, ohne jeglichen Grund."
32002,Terror Figur
32003,"Fügt allen Mädchen an der hinteren Linie ernsthaften Schaden zu, kontrolliert ein Mädchen und zwingt sie, ihre Verbündeten 2 Runden lang anzugreifen. Dieses Mädchen gibt ihre Fähigkeiten an das Mädchen mit dem niedrigsten HP weiter. Der zugefügte Schaden wird verdoppelt."
32004,Gedankenkontrolle
32005,"Standard Angriff hat eine Chance von 50%, dass Ziel für 2 Runden zu kontrollieren. Das kontrollierte Mädchen fügt 1 Verbündeten zufällig Schaden zu."
32006,Kaiserliche Armee
32007,"Der Dunkle Ritter und seine Soldaten erhalten zusätzlichen Angriff und Rüstungsbruch, für jeden Soldat der sich auf dem Feld befindet."
32008,Kommando
32009,"Wenn der Dunkle Ritter angreift, greift jeder zufällig einen Feind an. Der Angriff raubt HP."
