id,unknown_2,name,desc
1100100,Skarivine,Attaque Basique,Standardangriff
1100200,Cayla,Attaque Basique,Standardangriff
1100300,Vanees,Attaque Basique,Standardangriff
1200100,Maidam,Attaque Basique,Standardangriff
1200200,Aegis,Attaque Basique,Standardangriff
1200300,Handana,Attaque Basique,Standardangriff
1300100,Lin AI,Attaque Basique,Standardangriff
1300200,Sorcière,Attaque Basique,Standardangriff
1300300,Stella,Attaque Basique,Standardangriff
1400100,Elloi,Attaque Basique,Standardangriff
1400200,Veila,Attaque Basique,Standardangriff
1400300,Yuri,Attaque Basique,Standardangriff
2100100,Talia,Attaque Basique,Standardangriff
2100200,Nasha,Attaque Basique,Standardangriff
2100300,Hancer,Attaque Basique,Standardangriff
2100400,Nono,Attaque Basique,Standardangriff
2200100,Roselle,Attaque Basique,Standardangriff
2200200,Hynel,Attaque Basique,Standardangriff
2200300,Fleur,Attaque Basique,Standardangriff
2200400,Meimi,Attaque Basique,Standardangriff
2300100,Boro,Attaque Basique,Standardangriff
2300200,Lana,Attaque Basique,Standardangriff
2300300,Sasuke,Attaque Basique,Standardangriff
2300400,Shamoke,Attaque Basique,Standardangriff
2400100,Pyra,Attaque Basique,Standardangriff
2400200,Octagirl,Attaque Basique,Standardangriff
2400300,Aeris,Attaque Basique,Standardangriff
2400400,Puny,Attaque Basique,Standardangriff
3100100,Poppi,Attaque Basique,Standardangriff
3100200,Jade,Attaque Basique,Standardangriff
3100300,Ursula,Attaque Basique,Standardangriff
3100400,Kitty,Attaque Basique,Standardangriff
3100500,Samurai,Attaque Basique,Standardangriff
3200100,Tula,Attaque Basique,Standardangriff
3200200,Edward,Attaque Basique,Standardangriff
3200300,King,Attaque Basique,Standardangriff
3200400,Donna,Attaque Basique,Standardangriff
3200500,Nobuna,Attaque Basique,Standardangriff
3300100,Annabelle,Attaque Basique,Standardangriff
3300200,Harley,Attaque Basique,Standardangriff
3300300,Magicienne,Attaque Basique,Standardangriff
3300400,Caitlin,Attaque Basique,Standardangriff
3300500,Marynari,Attaque Basique,Standardangriff
3400100,Robin,Attaque Basique,Standardangriff
3400200,Sisha,Attaque Basique,Standardangriff
3400300,Mythra,Attaque Basique,Standardangriff
3400400,Athena,Attaque Basique,Standardangriff
3400500,Kenshin,Attaque Basique,Standardangriff
3500100,Reo,Attaque Basique,Standardangriff
3600100,Luna,Attaque Basique,Standardangriff
4100100,Zombia,Attaque Basique,Standardangriff
4100200,Flash,Attaque Basique,Standardangriff
4100300,Werewolf,Attaque Basique,Standardangriff
4100400,Nona,Attaque Basique,Standardangriff
4100500,Assassin,Attaque Basique,Standardangriff
4100600,Ashely,Attaque Basique,Standardangriff
4100700,Ninja,Attaque Basique,Standardangriff
4100800,Cynthia,Attaque Basique,Standardangriff
4200100,Miya,Attaque Basique,Standardangriff
4200200,Bidenty,Attaque Basique,Standardangriff
4200300,Boxer,Attaque Basique,Standardangriff
4200400,Lily,Attaque Basique,Standardangriff
4200500,Nagia,Attaque Basique,Standardangriff
4200600,Hypatia,Attaque Basique,Standardangriff
4200700,Quinie,Attaque Basique,Standardangriff
4200800,Haxie,Attaque Basique,Standardangriff
4300100,Nun,Attaque Basique,Standardangriff
4300200,Diva,Attaque Basique,Standardangriff
4300300,Liz,Attaque Basique,Standardangriff
4300400,Anna,Attaque Basique,Standardangriff
4300500,Oméga,Attaque Basique,Standardangriff
4300600,Lightin,Attaque Basique,Standardangriff
4300700,Iron Fist,Attaque Basique,Standardangriff
4300800,Ada,Attaque Basique,Standardangriff
4400100,Beary,Attaque Basique,Standardangriff
4400200,Litana,Attaque Basique,Standardangriff
4400300,Jelly,Attaque Basique,Standardangriff
4400400,Wandy,Attaque Basique,Standardangriff
4400500,Elvis,Attaque Basique,Standardangriff
4400600,Chainsaw,Attaque Basique,Standardangriff
4400700,Medusa,Attaque Basique,Standardangriff
4400800,Zoe,Attaque Basique,Standardangriff
4500100,Toy Girl,Attaque Basique,Standardangriff
4500200,Lisa,Attaque Basique,Standardangriff
4500300,Annie,Attaque Basique,Standardangriff
4600100,Androi,Attaque Basique,Standardangriff
4600200,Calista,Attaque Basique,Standardangriff
4600300,Selene,Attaque Basique,Standardangriff
5100100,Sapphire,Attaque Basique,Standardangriff
5100200,Gambler,Attaque Basique,Standardangriff
5100300,Succuba,Attaque Basique,Standardangriff
5100400,Dracula,Attaque Basique,Standardangriff
5100500,Wu Kong,Attaque Basique,Standardangriff
5100600,Fencer,Attaque Basique,Standardangriff
5100700,Wildtress,Attaque Basique,Standardangriff
5100800,Sakura,Attaque Basique,Standardangriff
5100900,Giana,Attaque Basique,Standardangriff
