id,name,desc
1,Anmelden,Tägliches Anmelden
2,Normale Kapsel,Verwende {1} normale Kapsel(n)
3,Jobaufgabe,Schließe {1} Jobaufgabe(n) ab
4,Tägliches Quiz,Gewinne {1} Mal im täglichen Quiz
5,Freundesboss,Besiege {1} Mal den Freundesboss
6,Herzen senden,Sende {1} Herzen
7,Kampfausbeute,Erhalte {1} Mal Kampfausbeute
8,Super Kapsel,Verwende {1} Super Kapseln (außer Wunschkapsel)
9,Glücksautomat,Spiele {1} Mal am Glücksautomaten
10,Synthetisieren,Synthetisiere {1} Ausrüstungen
11,Alchemie,Benutze {1} Mal die Alchemie
12,Dias ausgeben,Gebe {1} Dias aus
13,Markt,Kaufe {1} Mal auf dem Markt
14,Übertragen,Übertrage {1} Mädchen
15,Arena,Schließe {1} Kämpfe in der Arena ab
16,Einschreiben,Verwende {1} Stempel
17,BFF Kapsel,Ziehe {1} Mal an der BFF Kapselmaschine
18,Mädchen leveln,Level {1} Mal Mädchen auf
19,,Erhalte insgesamt {1} VIP-EXP
20,,Schließe insgesamt {1} Aufgaben oben ab
