id,desc
1,Bestehe die Stufe
2,Max. {1} Mädchen im Team
3,Max. {1} Mädchen im Team
4,Max. {1} Mädchen im Team
5,Max. {1} Mädchen im Team
6,In max. {1} Runden abschließen
7,In max. {1} Runden abschließen
8,In max. {1} Runden abschließen
9,In max. {1} Runden abschließen
10,In max. {1} Runden abschließen
11,Erleide max. {1} Mal Kontrolleff.
12,Min. {1}%% HP nach dem Kampf
13,Min. {1}%% HP nach dem Kampf
14,Min. {1}%% HP nach dem Kampf
15,Min. {1}%% HP nach dem Kampf
16,Max. {1} Verbündete gestorben
17,Max. {1} Verbündete gestorben
18,Max. {1} Verbündete gestorben
19,Max. {1} Verbündete gestorben
20,Max. {1} Verbündete gestorben
21,Keine Verbündete gestorben
22,Keine Geister-Mädchen im Team
23,Keine Mensch-Mädchen im Team
24,Keine Monster-Mädchen im Team
25,Keine Feen-Mädchen im Team
26,Keine Dämon-Mädchen im Team
27,Keine Engel-Mädchen im Team
28,Stelle Monica im Team auf
29,Erleide insg. max. {1} Schaden
30,Stelle Monica im Team auf
31,Stelle Monica im Team auf
32,Keine Mädchen in der Frontline
33,Keine Mädchen in der Backline
