id,text
1,"1. Willkommen in der Yume Akademie, was denkst du über diesen Ort?"
2,2. Wo hast du zum ersten Mal von GXB2 gehört?
3,"3. Was gefällt dir an der Subkultur der Animationen, Comics und Videospiele aus den folgenden Optionen am besten?"
4,4. Auf welcher Plattform spielst du am liebsten? (Mehrere Antworten möglich)
5,5. Welches der folgenden Genres von Handyspielen hast du gespielt oder schonmal was gehört? (Mehrere Antworten sind möglich)
6,"6. Kannst du uns bitte, wenn möglich, die ungefähren Kosten für dein Handyspiel mitteilen? (Die folgenden Angaben werden in Us-Dollar berechnet.)"
7,"7. Was reizt dich am meisten an den Spielen, die du spielst? (Maximal 2 Möglichkeiten)"
8,8. Was sind deine Hobbies? (Es kann mehr als eine Antwort ausgewählt werden)
9,9. Was ist dein Geschlecht?
10,10. Wie alt bist du?
11,11. Was ist die beste Beschreibung deiner aktuellen Situation?
12,12. Was sind deine aktuellen Ziele im Spiel? (Du kannst die Lücke ausfüllen)
13,Wie lange hast du das Spiel gespielt?
14,Wie hoch ist dein Spielerlevel?
15,Wie oft spielst du dieses Spiel?
16,"Wenn du eher weniger Spielst, kannst du uns den Grund dafür erläutern? (Mehrere Antworten möglich)"
17,Wie ist deine Meinung zu diesem Spiel?
18,"Was denkst du, sind die Vorteile des Spiels? (Mehrere Antworten möglich)"
19,"Was denkst du, sind die Nachteile des Spiels? (Mehrere Antworten möglich)"
20,Wie findest du die Geschichte des Spiels?
21,Wie gefällt dir der neue Charakter Fenek?
22,Hast du das Musikfest und die Live-Show schon mal ausprobiert?
23,Was sind deine Eindrücke von diesen Events?
24,Stimmen die folgenden Beschreibung des Musikfestes?
25,"Kannst du uns bitte mitteilen, warum du nicht an der Veranstaltung teilgenommen hast? (Mehrere Antworten möglich)"
26,Was hältst du von den Musikfest Kostümen?
27,Hast du das Event Bibliothekar Aufseher ausprobiert?
28,Bitte teile uns deine Meinung über das Event mit.
29,Stimmst du den folgenden Beschreibung für die neue Geschichte zu?
30,Wie gefällt dir die neue Grafik für Iron Fist in der neuen Geschichte?
31,"kannst du uns bitte mitteilen, warum du nicht am Event teilgenommen hast? (Mehrere Antworten möglich)"
32,Wie denkst du über das Kostüm der Walküren?
33,Hast du die Ultimative Arena ausprobiert?
34,Bitte teile uns deine Meinung zu dieser Funktion mit.
35,"Kannst du uns bitte mitteilen, warum du nicht an der Ultimativen Arena teilgenommen hast? (Mehrere Antworten möglich)"
36,"Welche sozialen Medien verwendest du, um Informationen zu erhalten oder mit anderen Spielern über das Spiel zu kommunizieren? (Mehrere Antworten möglich)"
37,Welche neuen Funktionen erwartest du in den folgenden Updates? (Mehrere Antworten möglich)
38,"Wenn du einen anderen Vorschlag für das Spiel hast, teile uns diesen bitte hier mit. (Kann leer bleiben)"
39,Charakter-Design
40,Grafikqualität
41,Kampfanzeige
42,Spezialeffekte
43,Hintergrundgeschichte
44,Spiel Modus
45,Schwierigkeit
46,Spiel Belohnungen
