id,title,desc
10101,Fotostudio-1,Wie willst du antworten?
10102,Fotostudio-2,Welches Outfit willst du anziehen?
10103,Fotostudio-3,Gerade ist nur ein Foto erhältlich. Was tust du?
10201,Gourmet Cafeteria-1,"Es gibt nur teure Gerichte, was bestellst du?"
10202,Gourmet Cafeteria-2,Wie solltest du antworten?
10203,Gourmet Cafeteria-3,Was tust du wenn Giana dich mit ihren erwartungsvollen Augen ansieht?
10301,Kimonoladen-1,Wie antwortest du?
10302,Kimonoladen-2,Welche Farbe wählst du?
10303,Kimonoladen-3,Wie antwortest du?
10401,Wagashi-1,Was wählst du?
10402,Wagashi-2,Wie ist es? Ist es delicious?
10403,Wagashi-3,Willst du zusagen?
10501,Ruhiges Plätzchen-1,Wie solltest du antworten?
10502,Ruhiges Plätzchen-2,Was solltest du tun?
10503,Ruhiges Plätzchen-3,Wie kannst du dich beweisen?
10601,Goldfisch Stand-1,Es scheint Giana hat keinerlei Erfahrungen in der Fischhaltung. Wie beruhigst du sie?
10602,Goldfisch Stand-2,Welchen Fisch fängst du?
10603,Goldfisch Stand-3,Es scheint Giana ist wirklich sehr besorgt wegen des Fisches. Was tust du?
10701,Nudelstand-1,Wie solltest du antworten?
10702,Nudelstand-2,Es scheint du musst Giana bei ihrer Entscheidung helfen. Welchen Geschmack wählst du?
10703,Nudelstand-3,Gebratene Nudeln schleudern aud der Pfanne auf Giana zu. Was tust du?
10801,Maskenladen-1,Es scheint Giana macht sich Sorgen über den ihren von anderen Leuten abweichenden Kleidungsstil. Wie beruhigst du sie?
10802,Maskenladen-2,Wie solltest du auf Gianas Einladung antworten?
10803,Maskenladen-3,Welches Maske wählst du für Giana aus?
10901,Feuerwerksfest-1,Was tust du?
10902,Feuerwerksfest-2,"Aber als du genau hinsiehst, siehst du, dass Gianas Füße verletzt sind. Was tust du?"
10903,Feuerwerksfest-3,"Wie wäre es, wenn du darüber nachdenkst, wo man das Feuerwerk sehen kann?"
11001,Schönheitswettbewerb-1,"Wie solltest du antworten, wenn du Gianas mörderischen Blick spürst?"
11002,Schönheitswettbewerb-2,Unvorsichtigerweise hast du etwas falsches gesagt…was tust du?
11003,Schönheitswettbewerb-3,Also wen der Kandidatinnen fandest du am hübschesten?
11101,Theaterhalle-1,Wie willst du antworten?
11102,Theaterhalle-2,Welches Stück wählst du aus?
11103,Theaterhalle-3,Was tust du?
11201,Auditorium-1,Ihr werdet provoziert. Was tust du?
11202,Auditorium-2,Und wie fandest du die Vorführung gerade?
11203,Auditorium-3,Giana scheint betrübt zu sein. Was tust du?
11301,Souvenirladen-1,Es scheint deine Empfehlung und Gianas Meinung sind unterschiedlich. Auf wen hörst du?
11302,Souvenirladen-2,Wie solltest du antworten?
11303,Souvenirladen-3,Was wählst du?
11401,Hinter den Kulissen-1,Wie erklärst du es?
11402,Hinter den Kulissen-2,Mit welchem Make-up sollen die Schulmädchen Giana schminken?
11403,Hinter den Kulissen-3,Wie solltest du antworten?
11501,Bühne-1,Wie solltest du antworten?
11502,Bühne-2,Giana scheint wegen ihrer glamorösen Vergangenheit traurig zu sein. Wie kannst du sie aufmuntern?
11503,Bühne-3,Was solltest du tun?
20101,Riesenrad-1,Es scheint Fencer will ganz und gar nicht Riesenrad farhen. Wie überredest du sie?
20102,Riesenrad-2,Wo setzt du dich in der Gondel hin?
20103,Riesenrad-3,Fencer gehört also zu denen mit Höhenangst. Was tust du mit der verängstigten Fencer?
20201,Karussell-1,Wie überredest du Fencer?
20202,Karussell-2,Wie antwortest du auf den Kommentar des Kindes?
20203,Karussell-3,Welches Pferd wählst du?
20301,Eiswagen-1,Wie überredest du Fencer?
20302,Eiswagen-2,Welches Eis wählst du?
20303,Eiswagen-3,"Während ihre geredet habt, ist das Eis in Fencers Hand bereits geschmolzen und tropft auf ihre Hand. Was tust du?"
20401,Achterbahn-1,Fencer sieht so aus als ob sie nicht Achterbahn fahren will. Was tust du?
20402,Achterbahn-2,Wie überredest du Fencer doch nicht Achterbahn zu fahren?
20403,Achterbahn-3,Was soll Fencer als Wiedergutmachung tun?
20501,Geisterhaus-1,Was tust du auf die Bitte des fremden Mädchens hin?
20502,Geisterhaus-2,"Auch wenn Fencer gesagt hat, dass sie keine Angst hat, verrät ihr zitternder Körper sie. Was tust du?"
20503,Geisterhaus-3,Willst du eine besondere Vorstellung kaufen?
20601,Kleidungsladen-1,Wie antwortest du?
20602,Kleidungsladen-2,"Fencer scheint die Kleidung die du ausgewählt hast, nicht sonderlich zu mögen. Was tust du?"
