id,title,desc
10111,Fotostudio-1,Das wollte ich nicht
10112,Fotostudio-1,Huh…aber nein! Ich…ich hab doch nur die Dekorationen an der Wand bewundert…(schuldbewusst)
10113,Fotostudio-1,Das ist weil du immer wunderschön aussiehst~
10121,Fotostudio-2,Ein Kostüm das zu dem das sie trägt passt
10122,Fotostudio-2,Ein orientalisches Kostüm
10123,Fotostudio-2,Zieh dich nicht um
10131,Fotostudio-3,Gib dieses Foto Giana
10132,Fotostudio-3,Geduldig warten
10133,Fotostudio-3,Nach dem Film fragen
10211,Gourmet Cafeteria-1,Mont Blanc
10212,Gourmet Cafeteria-1,Gebratener Wels
10213,Gourmet Cafeteria-1,Gedämpfte Bambusgarnelen
10221,Gourmet Cafeteria-2,"Neben Geld, hat es keinen weiteren Geschmack…"
10222,Gourmet Cafeteria-2,Nichts besonderes. Es scheint der Koch ist heute nicht in Form.
10223,Gourmet Cafeteria-2,Neben deloicious fehlen mir die Worte um es zu beschreiben.
10231,Gourmet Cafeteria-3,Zahle die Rechnung mit Würde
10232,Gourmet Cafeteria-3,"Verrate, dass du die Rechnung nicht bezahlen kannst"
10233,Gourmet Cafeteria-3,Zahle zögerlich die Rechnung
10311,Kimonoladen-1,"Weil er Kimono wunderschön ist, kann ich nicht anders als ihn zu loben."
10312,Kimonoladen-1,Nur ein Kompliment. Nimm es nicht zu ernst.
10313,Kimonoladen-1,"Wunderschön, ich hoffe ich kann dich nächstes Mal darin sehen."
10321,Kimonoladen-2,Schwarz
10322,Kimonoladen-2,Cyan
10323,Kimonoladen-2,Braun
10331,Kimonoladen-3,Willst du zuerst den neuen Kimono anschauen? Ich finde der passt perfekt zu dir.
10332,Kimonoladen-3,"""Für jetzt"" gibt einem ein unsicheres Gefühl…"
10333,Kimonoladen-3,"Huh? ""Für jetzt""! Nein, nein, das ist…"
10411,Wagashi-1,Yokan mit braunem Zucker Geschmack
10412,Wagashi-1,Yokan mit Matcha Geschmack
10413,Wagashi-1,Yokan
10421,Wagashi-2,Ja! Diese weichen Kugeln schmeck wunderbar~
10422,Wagashi-2,"Auch wenn es nicht so besonders aussieht, ist es doch super lecker"
10423,Wagashi-2,"Tut mir wirklich leid, aber dieser süße Geschmack schmeckt mir nicht~"
10431,Wagashi-3,Was ist das für eine besondere Sache. Lass mich auch mal sehen~
10432,Wagashi-3,Extra…für mich vorbereitet?
10433,Wagashi-3,"Willst du wirklich hingehen? Entschuldige, dass ich mir die Freiheit genommen habe."
10511,Ruhiges Plätzchen-1,"Na…türlich, als Senpai ist es natürlich meine Verantwortung mich um alle zu kümmern!"
10512,Ruhiges Plätzchen-1,Giana…blamier mich nicht.
10513,Ruhiges Plätzchen-1,"Auch wenn ich zu allen warmherzig bin, bin ich dir gegenüber nochmal besonders."
10521,Ruhiges Plätzchen-2,Die Flasche Wasser im Rucksack Giana geben
10522,Ruhiges Plätzchen-2,Schnell zum Kiosk gehen um eine Falsche Mineralwasser zu kaufen
10523,Ruhiges Plätzchen-2,Giana überzeugen zusammen zum nahe gelegenen Laden mit den Soft-Getränken zu gehen
10531,Ruhiges Plätzchen-3,Aus dem Rucksack die vollgeschriebene Liste mit Aktivitäten für den Tag nehmen
10532,Ruhiges Plätzchen-3,Aus der Tasche das für Giana vorbereitete Geschenk nehmen
10533,Ruhiges Plätzchen-3,Gianas Hand nehmen
10611,Goldfisch Stand-1,"Keine Sorge, es ist leicht Goldfische zu halten. Man muss sie nur regelmäßig füttern und das Wasser austauschen~"
10612,Goldfisch Stand-1,"Gerade weil du es noch nicht probiert hast, lohnt es sich es einmal auszuprobieren oder?"
10613,Goldfisch Stand-1,Mach dir keine Sorgen. Das kannst du mir überlassen. Du kannst dann einfach regelmäßig kommen und ihn besuchen.
10621,Goldfisch Stand-2,Der Goldene
10622,Goldfisch Stand-2,Der Rote
10623,Goldfisch Stand-2,Der Schwarz-weiße
10631,Goldfisch Stand-3,"Wenn im Aquarium nur ein Goldfisch ist, wird er sehr einsam sein. Deshalb sollten wir ihm noch einen Partner suchen."
10632,Goldfisch Stand-3,Mach dir keine Sorgen. Ich werde mich zusammen mit dir gut um die Goldfische kümmern.
10633,Goldfisch Stand-3,"Auch wenn man sich sehr gut um sie kümmert, sterben Goldfische doch früh. Deshalb darfst du es nicht zu schwer nehmen~"
10711,Nudelstand-1,So lecker! Besonders die Soyasauce. Sie wird dir sicher gut schmecken~
10712,Nudelstand-1,"Schmeckt nicht schlecht~Wenn du mir vertraust, solltest du es unbedingt probieren!"
10713,Nudelstand-1,"Auch wenn der Geschmack nicht schlecht ist, kann ich dir nicht versprechen, dass es dir sicher schmecken wird."
10721,Nudelstand-2,Soya Sauce
10722,Nudelstand-2,Meeresfrüchte
10723,Nudelstand-2,Senf
10731,Nudelstand-3,Beschütze Giana hinter dir
10732,Nudelstand-3,Beschütze Giana in den Armen
10733,Nudelstand-3,"Rucksack nehmen, um Giana damit abzuschirmen"
10811,Maskenladen-1,"Es ist gerade, weil du anders bist, dass du immer wieder meine Aufmerksamkeit auf dich ziehst~"
10812,Maskenladen-1,"Vertrau mir, etwas so schönes wie du sollte man nicht verstecken"
10813,Maskenladen-1,"Denk nicht so viel darüber nach, was die anderen denken. Am wichtigsten ist selbst glücklich zu sein."
10821,Maskenladen-2,Na dann sollten wir bedacht eine aussuchen~
10822,Maskenladen-2,Paar?! Ist das nicht eine etwas schnelle Entwicklung?
10823,Maskenladen-2,Paar?! Würde dir das etwas ausmachen.
10831,Maskenladen-3,Fuchs-Maske
10832,Maskenladen-3,Tengu-Maske
10833,Maskenladen-3,Feuerwehrmann-Maske
10911,Feuerwerksfest-1,Stütze sie beim langsamen gehen
10912,Feuerwerksfest-1,Ihr anbieten sie Hucke-Pack zu nehmen
10913,Feuerwerksfest-1,"Schuhe ausziehen, um sie Giana anzubieten"
10921,Feuerwerksfest-2,Stütze sie um zum nächsten Krankenhaus zu gehen
10922,Feuerwerksfest-2,"Stütze sie, um zu einer Bank zum Ausruhen zu gehen"
10923,Feuerwerksfest-2,"Alleine zur Apotheke gehen, um einen Verband zu kaufen"
10931,Feuerwerksfest-3,Auf dem Dach eines Gebäudes
10932,Feuerwerksfest-3,Eine Bank nahe des Sees
10933,Feuerwerksfest-3,Bleibe in der Menge
11011,Schönheitswettbewerb-1,Huh? Ich habe noch nie von diesem Wettbewerb gehört. Ich interessiere mich sehr dafür.
11012,Schönheitswettbewerb-1,"Schönheitswettbewerb? Es gibt gar keinen Grund dorthin zu gehen, weil niemand schöner ist als du~"
11013,Schönheitswettbewerb-1,"Schönheitswettbewerb? Wenn du teilnimmst, wirst du sicher die Erste!"
11021,Schönheitswettbewerb-2,Giana schau schnell. Dort drüben hat Jemand eine sehr interessante Feuerwehrmaske an.
11022,Schönheitswettbewerb-2,"Willst du gehen, um zu schauen, ob niemand schöner ist als du?"
11023,Schönheitswettbewerb-2,"Giana, lass uns gehen. Wir müssen nicht extra nachschauen. Ich weiß schon, dass niemand so schön ist wie du."
11031,Schönheitswettbewerb-3,"Giana, so eine gefährliche Frage werde ich nicht beantworten~"
11032,Schönheitswettbewerb-3,Huh? Ich hab sie gar nicht genau angesschaut. Ich kann diese Frage gar nicht beantworten.
11033,Schönheitswettbewerb-3,"Wenn ich unbedingt Jemanden nennen muss, dann vermutlich Kandidatin 5."
11111,Theaterhalle-1,"Ja…Ja! Da du ein gefeierter Star bist, habe ich keine Vorstellung verpasst."
11112,Theaterhalle-1,"Auch…wenn ich nicht jede Vorstellung gesehen habe, habe ich doch deine Abschiedsvorführung gesehen."
11113,Theaterhalle-1,"Nein…habe ich nicht gesehen, weil die Vorführungen der erstklassigen Tänzerinnen… zu teuer sind."
11121,Theaterhalle-2,Romeo und Julia
11122,Theaterhalle-2,Don Quijote
