id,title,name,dialog,select_text
1,Jubiläumsparty,,Yume Akademie hat seit ihrer Gründung vor mehr als 100 Jahren immer mehr Lehrkräfte und Mädchen bekommen.,
2,,,Allein im letzten Jahr haben sich viele Neulinge eingeschrieben und die Akademie hat dadurch an Stärke gewonnen.,
3,,,"Klopf, klopf!",
4,,Chizuko,Wer ist es?,
5,,*,"Ich bin's! Chizuko, hast du vergessen, dass heute das Schulfest ist?",
6,,Chizuko,"Wie kann ich das vergessen? Ich bin bereit und warte schon, dass du kommst und mich abholst!",
7,,Chizuko,"Du bist so spät dran, dass ich fast allein gehen musste.",
8,,*,"Es tut mir leid, aber es war ein großer Tag und ich habe lange überlegt, was ich mir anziehen soll.",
9,,Chizuko,Und das ist deine Wahl?,
10,,*,Ja... Wie findest du das?,
11,,Chizuko,... Ist ja... schön...,
12,,*,Was denn? Warum hast du gezögert?,
13,,Chizuko,"Haha! Na ja, solange du es magst, ist es doch egal, was andere denken! Schnell, beeil dich und bring mich zum Jubiläumsfest!",
14,,*,Okay!,
15,,,"Als Chizuko und ich an unserem Ziel ankamen und die Tür zum Veranstaltungsort öffneten, sahen wir als erstes Promethea und Silcotti herumstehen und sich unterhalten.",
16,,Silcotti,...,
17,,Promethea,"Habe ich dich erschreckt? Du siehst mich mit diesem Blick an... Entschuldige, ich bin furchteinflößend, nicht wahr?",
18,,Silcotti,"Ach nein, ich bin nur ein bisschen neugierig, weil ich das kalte Feuer zum ersten Mal gesehen habe.",
19,,Silcotti,Ich sollte dich nicht so anstarren. Fühlst du dich dabei unwohl?...,
20,,Promethea,Das ist okay. Ich bin daran gewöhnt.,
21,,Silcotti,"Ich mache mir ein wenig Sorgen... Warum ist dein Körper so geworden, Promethea?",
22,,Silcotti,"Du musst mir nicht antworten, wenn du nicht darüber sprechen willst...",
23,,Promethea,"Es ist nicht etwas, worüber ich nicht sprechen kann. Es war eine göttliche Strafe.",
24,,Silcotti,Göttliche Strafe? Werden Götter auch von Göttern bestraft?,
25,,Promethea,"Es gibt Götter, die über den Göttern stehen... Ich habe der Götterkönigin etwas gestohlen und das dort eingesetzt, wo sie es nicht zulassen würde.",
26,,Silcotti,"Was? Stehlen... Stehlen ist falsch... Aber du hast bestimmt deine Gründe, oder?",
27,,Promethea,...,
28,,Promethea,"Die Majestät der Gottkönigin ist unantastbar. Ich habe das eigenmächtig gemacht und ihr nicht gehorcht, dann bin ich so geworden...",
29,,Promethea,Ich werde mich also auch nicht beschweren...,
30,,*,Wovon redet ihr eigentlich? Warum klingt euer Thema an einem so fröhlichen Tag so schwer?,
31,,Silcotti,"Hey, Senpai, endlich bist du da.",
32,,Chizuko,"Hallo, Silcotti! Hallo, Promethea!",
33,,Promethea,"Senpai, Chizuko, endlich seid ihr da! Alberta hat gesagt, dass sie auf euch warten muss, sodass sie noch nicht mit ihrer Eröffnungsrede beginnt.",
34,,Chizuko,"Das ist ja seine Schuld. Er hat zu viel Zeit genommen, um sich Kleidungen für das Fest auszusuchen!",
35,,*,Haha! Das tut mir leid.,
36,,*,Aber warum redet ihr gerade jetzt über solche Dinge?,
37,,Promethea,...,
38,,Silcotti,"Ah, ich bin diejenige, die Promethea über all die unglücklichen Dinge befragte. Ich höre jetzt besser auf.",
39,,Silcotti,"Senpai, kannst du uns ein wenig über die alten Tage der Yume Akademie erzählen?",
40,,*,"Ich weiß auch nicht alles über diese Art von Dingen. Es wird bestimmt interessanter, die Geschichte von den Mädchen, die schon lange hier gelebt haben, zu hören!",
41,,Fenek,Was? Ruft mich jemand...,
42,,Alberta,"...Ach, der blöde Kerl! Endlich ist er da.",
43,,Fenek,Kannst du jetzt das Fest für eröffnet erklären?,
44,Chizuko will Wein?,Alberta,"Hallo, alle!",
45,,Alberta,"Heute ist das Fest unserer Akademie, und um alle für eure harte Arbeit im letzten Jahr zu belohnen, haben KongMing und ich vorgeschlagen,",
46,,Alberta,"dass wir eine Gelegenheit schaffen, bei der sich alle entspannen können. Deshalb sind wir alle heute hier.",
47,,Chizuko,"Senpai, Alberta spricht jetzt",
48,,Alberta,"Der Bankettsaal bietet nun alles, was wir zum Essen, Trinken und Spielen brauchen.",
49,,Alberta,Getränke und Speisen unbegrentzt~ Und Aquaris hat einige Spiele im Spielbereich vorbereitet.,
50,,*,Spielbereich? Das klingt interessant. Welche Arten von Spielen wird es geben?,
51,,Chizuko,"Ich wusste es, dass Senpai daran interessiert wird...",
52,,*,Hehe! Spielen ist gut für Gesundheit!,
53,,Alberta,Hermes ist für den Getränkebereich zuständig und Sonya für das Buffet. Gutes Essen und Gute Bedienung!,
54,,Alberta,"Also bitte seid ungehemmt und bedient euch, alles zum Essen und Trinken ist unbegrenzt!",
55,,KongMing,"Was? Wann habe ich unbegrenztes Essen versprochen? Was ist, wenn Sonya und Hermes mich nach der Rechnung fragen?...",
56,,Alberta,"Wie auch immer, ich wünsche euch allen viel Spaß heute!",
57,,Chizuko,"Wow, kann ich also auch so viel Wein trinken, wie ich will?",
58,,*,"Chizuko, warum bist du plötzlich so aufgeregt?...Du wirst keinen Alkohol trinken, oder? Vergiss nicht, dass Izumi mir gesagt hat, ich solle gut auf dich aufpassen...",
59,,*,"Du bist ja noch nicht alt genug, um Alkohol zu trinken!",
60,,Chizuko,"Ich habe aber schonmal Alkohol getrunken, und Mizue hat mich geborene Alkoholikerin genannt.",
61,,*,"Wirklich? Ich glaube dir nicht. Du lügst, nur um zu trinken, richtig?",
62,,Chizuko,"Wenn du mir nicht glaubst... Hermes, gib mir ein Glas Wein. Ich trinke es und du wirst mir glauben!",
63,,Hermes,"Haha, willst du einen Drink, Chizuko?",
64,,Chizuko,Genau! Mit mehr braunem Zucker! Und Honig!,
65,,*,Was? Brauner Zucker? Honig?,
66,,Chizuko,"Ja, der süße Drink ist so gut, dass ich viele Schalen davon auf einmal trinken kann!",
67,,*,"Also, meinst du etwa den süßen Brei aus fermentiertem Reis?",
68,,Chizuko,Was sonst?... Warum lachst du plötzlich? Was ist so lustig?,
69,,*,"Nein, nichts, ich dachte schon~",
70,,Hermes,"Alles klärchen. Wie wär's, Chizuko ein Glas Drink mit sehr wenig Alkohol zu geben?",
71,,*,Auf keinen Fall! Sie darf nur Getränke trinken!,
72,,Chizuko,"Uff, wie gemein von dir, Senpai!... Also gibt es etwas Gutes zu trinken?",
73,,Hermes,Wie wäre es mit einem Getränk mit Kirschblütengeschmack?,
74,,Chizuko,Kirschblüte? Ich würde gerne dieses interessante Getränk probieren.,
75,,Hermes,"Gut~ Ich schenke dir etwas ein, damit du es zuerst mal versuchen kannst.",
76,,Hermes,"Wie schmeckt es? Das ist doch nach deinem Geschmack, oder?",
77,,Chizuko,"Wow! Es ist wie ein Regen von Kirschblüten. Hermes, du bist unglaublich!",
78,,Chizuko,Kannst du mir bitte mehr einschenken?,
79,,Hermes,"Haha, so wie du willst.",
80,,Chizuko,… Es riecht so gut und erinnert mich an die Kirschblüten am Schrein~,
81,,Hermes,"Gut, dass es dir gefällt.",
82,Majestät der Gottheit?,Hermes,"Apropos, mich interessiert die Geschichte deines Gottes Mihikage no Homuraoomikami. Erzähl mir etwas von ihm!",
83,,Chizuko,"Hermes, bist du daran interessiert? Das ist ja eine sehr lange Geschichte! Aber um es kurz zu machen,",
84,,Chizuko,"er ist derjenige, von dem mein Glaube abhängt… Sogar jeder in der ganzen Gegend von Tsuruga glaubt an ihn!",
85,,Chizuko,"Ohne seinen Segen würden wir, kleine und machtlose Menschen, bestimmt noch leiden!",
86,,Hermes,"Achso… Selbst wenn er euch auffordert, durchs Feuer zu gehen, seid ihr also auch bereit, das zu tun?",
87,,Chizuko,Durchs Feuer gehen? Er braucht unsere schwache Kraft nicht.,
88,,Chizuko,"Also er kann uns alle sehen. Wenn er mich braucht, würde ich alles tun, was ich kann!",
89,,Hermes,"(Es scheint leicht zu sein, Menschen im Gottes Namen zu manipulieren...)",
90,,Chizuko,Hmmm... Ich bin plötzlich so schläfrig... Warum muss diese Party nachts stattfinden... Am Schrein würden alle jetzt eingeschlafen sein... Zzzz...,
91,,*,"Chizuko, du bist wirklich noch ein Kind... Warte, könnte es sein, dass dieses Getränk mit Kirschblütengeschmack eigentlich Alkohol enthält?",
92,,*,Du fängst sogar an zu erröten...,
93,,Chizuko,Hehe...,
94,,Hermes,"Nein, ich, Hermes, würde einem Kind kein Alkohol geben. Senpai, da Chizuko müde ist, lass sie sich eine Weile bei mir ausruhen.",
95,,Hermes,"Kleine Chizuko, mach einfach ein Nickerchen auf meiner leeren Couch.",
96,,Chizuko,Hehe... Zzzz…,
97,,Hermes,"(Der Glaube der Menschen ist wirklich etwas Erstaunliches... Ist es, weil sie schwach und kein Ego haben, dass sie so gläubig und gehorsam sind?)",
98,,Hermes,"(Flüsternd) Ich wollte eigentlich noch mehr über den Gott Mihikage no Homuraoomikami fragen. Unglaublich, dass das kleine Mädchen jetzt schon so schläfrig ist…",
99,,Chizuko,"Umm… Ich bin so müde... Kann ich wirklich deine Couch haben, Frau Hermes?",
100,,*,Es tut mir leid. Sie ist wirklich...,
101,,Hermes,"Tja, macht nichts. Ich habe nichts dagegen, wenn so ein süßes Mädchen bei mir schläft~",
102,,Hermes,"Senpai, überlass sie mir.",
103,,Chizuko,"Hehe, Hermes ist so nett zu mir!",
104,,,"Während sie sprach, lag Chizuko bereits auf der Couch hinter Hermes, schlief und schnurrte.",
105,,*,"Wie kann es nur sein... Ich muss jetzt hier warten, bis sie aufsteht...",
106,,Hermes,Ich werde sie für dich im Auge behalten. Du kannst ja andere Bereiche mal besuchen~,
107,,*,Danke... Nur so geht es...,
108,,Hermes,Los~ Hab keine Sorgen...,
109,,,...,
110,,Silcotti,"Promethea, willst du noch etwas trinken?",
111,,Promethea,"Nein, danke. Ich habe Angst, dass das Feuer in meinem Körper unkontrollierbar sein und alle erschrecken könnte, wenn ich zu viel getrunken habe.",
112,,Silcotti,"Achso... Es muss schwer für dich sein, immer wieder so etwas zu tolerieren, nicht wahr?",
113,,Promethea,"Ich habe mich schon vor langer Zeit daran gewöhnt. Silcotti, wenn du noch was trinken möchtest, lass dir von mir den Spaß nicht verderben.",
114,,Silcotti,"Okay, okay!",
115,Majestät der Herrscher?,Silcotti,"Verzeihung, Hermes, hast du einen Wein mit Duftblütengeschmack?",
116,,Hermes,"Hey, Silcotti! Ja, natürlich! Aber warum mögt ihr alle den Geschmack von Blumen? Chizuko sagte gerade auch, dass ihr das Getränk mit Kirschblütengeschmack gefällt...",
117,,,Hermes reichte den Cocktail an sie weiter. Silcotti hat es sofort probiert.,
118,,Silcotti,Chizuko? Wo ist sie eigentlich? Ich habe sie heute Abend schon eine Weile nicht mehr gesehen.,
119,,Hermes,"Haha. Sie ist jetzt eingeschlafen. Vorher sagte sie plötzlich, sie sei müde, und schlief auf meiner Couch.",
120,,Hermes,"Hör zu, sie schläft und murmelt immer noch etwas über den großen Gott... Das ist so süß.",
121,,Silcotti,"Der große Meister des Tsuruga Schreins, Mihikage no Homuraoomikami, richtig? Dieser Name ist wirklich schwer zu merken...",
122,,Hermes,"Haha, glaubst du vielleicht auch an Götter?",
123,,Silcotti,"Hmm... Zuerst musst du definieren, was ein Gott ist...",
124,,Hermes,"Ist es eine Sammlung von Glaube? Oder die geistige Unterstützung für eine Menge von Menschen? Oder ist es eine mächtige Kraft, der man sich nicht widersetzen kann?",
125,,Hermes,"Oder ist es vielleicht eine Kombination aus allen drei? Was meinst du, Silcotti?",
126,,Silcotti,"Das ist ja zu kompliziert. Aber was auch immer es ist, ich stimme zu, dass es eine Präsenz ist, der die Menge nicht zu widerstehen wagen.",
127,,Silcotti,"Übrigens, ich habe gerade mit Promethea gepaudert und es scheint, dass sie so geworden ist, weil sie von den Göttern bestraft wurde, und sie hat sich nicht einmal beschwert...",
128,,Silcotti,Die Majestät der Gottkönigin scheint wirklich groß zu sein.,
129,,Hermes,Gottkönigin? Königin der Götter? Gott der Götter...,
130,,Silcotti,Was ist los? Habe ich etwas Merkwürdiges gesagt?,
131,,Hermes,"Nichts. Ich habe nur nicht erwartet, dass Promethea, die offensichtlich schon eine Göttin war, noch an ein höheres Wesen gebunden war.",
132,,Silcotti,"Es sieht so aus, dass auch Götter nicht frei sind, ganz gleich wie die Menschen...",
133,,Silcotti,"Was ist der Unterschied dazwischen? Ein Gott muss dem höheren Gott gehorchen und ihn verehren, genau wie die Menschen den Göttern gegenüber.",
134,,,"Die schattenhafte Vergangenheit der Stadt trat plötzlich vor Silcottis Augen... Der schwarze Schatten des Chaos verdunkelte das Mondlicht, Schreie stiegen und fielen in der Schwärze der Nacht...",
135,,Mann A,Meine Frau wurde von diesem schwarzen Ding getötet... Bitte rette... Was machst du mit mir? Solltest du nicht dieses Monster fangen?,
136,,Mann A,"Hey! Ihr seind doch Inspektoren der Wachen... Warum, warum... Lasst mich los, lasst mich los!",
137,,Soldat,"Der Bürgermeister ordnet an, dass der betreffende Fall niemals veröffentlicht werden dürfe... Bedecke schnell seinen Mund!",
138,,Frau,Ist letzte Nacht wieder etwas passiert?,
139,,Mann B,"Pst! Frag weniger nach diesen Dingen und vertrau darauf, dass der Bürgermeister uns gut beschützen wird...",
140,,Hermes,Hallo... Was ist los? Warum bist du plötzlich in Gedanken versunken? Ist dir etwas eingefallen?,
141,,Silcotti,"Ach, ich erinnere mich an meinen Vater. Als Bürgermeister strahlte er Majestät aus, der sich die Bürger nicht widersetzen konnten. Das sind irgendwie Kontrolltechniken.",
142,,Hermes,"Wirklich? Ich habe gehört, dass deine Stadt einst vom Chaos überfallen wurde.",
143,,Silcotti,"Ja... Aber keiner der Würdenträger wusste damals von dem Chaos, auch mein Vater nicht. Und alle dachten, die Opfer seien mit einer seltsamen Krankheit infiziert.",
144,,Silcotti,"Oder ein unentdeckter Mord... Kurz gesagt, niemand wusste von der Sache mit Chaos...",
145,,Hermes,Finden sie das überhaupt nicht seltsam?,
146,,Silcotti,"Also, nur wenige Leute wussten das, der Rest hielt es immer für eine seltsame Geschichte und wollte es nicht glauben...",
