id,name,desc
1,Meeresforscherin,薇拉泳裝
2,Meeresengel,路西菲爾泳裝
3,Meeresungeheuer,王異泳装
4,Meereskristall,雲母泳装
5,Meeresfalter,暗月泳装
6,Tiefseegesänge,阿帕忒泳装
7,Wasserpistole,后羿泳装
8,Strand & Sonne,菲斯娜泳装
9,Sommerausflug,皮皮洛泳装
10,Wellenreiterin,關羽泳装
11,Sommerruhe,伊達政宗泳装
12,Sonnenlegende,以掃＆雅各泳裝
13,Strandurlaub,呂布泳裝
14,Wasserkönigin,巴尼拉泳裝
15,Mitsommerschatten,銀月泳裝
16,Sommerfrische,陸遜泳裝
17,Taufrisch,圖靈泳裝
18,Surferin,路西法泳裝
19,Sommergefühle,龐統泳裝
20,Schwimmendes Gold,米迦勒泳裝
21,Süße Beere,張郃泳裝
22,Sommervibes,夏侯惇泳裝
23,Azurblaues Meer,鄧艾泳裝
24,Wellenbrecher,方天泳裝
