id,desc
1,Schließe alle Aufgaben unten ab (täglich)
2,Schließe 1 Kampf im Test ab
3,Schließe 5 Kämpfe in der Arena ab
4,Schließe alle täglichen Aufgaben ab
5,Kaufe 1 Mal Möbel für dein Wohnheim
6,Schließe alle Aufgaben unten ab (wöchentlich)
7,Melde dich insgesamt 5 Tage an
8,Gib 4000 Dias aus
9,200 Züge am normalen Glücksautomaten
10,400 Züge am normalen Glücksautomaten
11,Ziehe 100 Mal an der Super Kapselmaschine
12,Ziehe 200 Mal an der Super Kapselmaschine
13,Verwende 20 Stempel
14,Verwende 40 Stempel
15,Verwende 30 Steuer
16,Verwende 75 Steuer
17,Erhalte 1 Mal das 5-Sterne Mädchen
18,Erhalte 1 Mal das 6-Sterne Mädchen
