id,title,name,dialog,select_text
1,,,Eine stille Nacht.\nDer Campus war noch nicht für das Halloweenfest vorbereitet.,
2,,,Das einsame Vampirmädchen ging auf dem Campus umher.,
3,,Dracula,Frische Blutbeutel brauchen auch Ruhe...... \nSo wird dies eine weitere langweilige Nacht......,
4,,XXX,"Huh! Langweilig?\nHeute ist doch Halloween, kleiner Vampir~",
5,,XXX,Leider scheint\nniemand Halloween zu kennen.,
6,,Dracula,Wer bist du?\nEtwas zu essen?\nWer hat dir erlaubt mit mir zu reden......,
7,,Dracula,"Eh, Halloween?\nIch habe davon schon gehört, aber mir war es nie wichtig.\nFeste bedeuten nichts für jemand der schon hunderte Jahre alt ist.",
8,,Hexe,"Mein Name ist Hexe, kleiner Vampir~\nEs scheint, als hättest du was gegen deinen neuen Blutbeutel?",
9,,Dracula,Begehrst du meine Beute?\nVergiss es! Das hat nichts mit Halloween zu tun.,
10,,Hexe,"Nein, nein, das hast du falsch verstanden. Ich möchte nur, dass du in meinen Laden vorbeischaust~",
11,,Dracula,Ein Lebensmittelladen? Kein Interesse......,
12,,Hexe,"Hör zu, kleiner Vampir,\nFeste müssen nicht sinnvoll sein.\nWas wichtig ist, ist es, Erinnerungen bei anderen zu hinterlassen.",
13,,Hexe,"Halloween steht vor der Tür. Wenn du mir hilfst\ndas Fest auf dem Campus bekannt zu machen, werde ich dir dabei helfen\nschneller und besser an frisches Blut zu kommen...",
14,,Dracula,"Es klingt interessant......\nDann werde ich sehen, was ich tun kann~",
15,,Historia,"Wach auf,\ndu kannst hier nicht schlafen!",
16,,Diana,"Wow, Dracula!\nIst das dein neues Outfit?\nSieht aus wie ein Kürbis, kann man es essen?",
17,,,Dracula öffnete die Augen.\nEs schien jetzt Nacht zu sein.\nSie hatte wohl mitten auf der Straße geschlafen.,
18,,Dracula,"(Erinnert sich an das, was sie mit Hexe besprochen hatte, bevor sie ihr Bewusstsein verlor.)\nIch...... Mir geht es gut......",
19,,Historia,"Ich bin froh zu hören, dass es dir gut geht,\nGeh ins Bett, es verstößt gegen die Regeln,\nmitten in der Nacht auf dem Campus herumzuwandern!",
20,,Hexe,"Guten Abend,\nalle zusammen~Happy Halloween~",
21,,Diana,"Ah, dein Kostüm,\nsieht zum anbeißen gut aus.",
22,,Historia,Wer bist du......\ndu heißt Hexe oder?\nWas machst du so spät noch hier?,
23,,Dracula,"Was soll dieses Kostüm?\nIch erinnere mich nur, dass ich dir zum Lebensmittelladen gefolgt bin",
24,,Hexe,"Haha,\nschau mich nicht so zweifelnd an,\nhier ist meine kleine Belohnung für dich~",
25,,Hexe,"Alle zusammen, an diesem seltenen Halloween-Abend\nmöchte ich eine lebhafte Veranstaltung\nwie ein Süßigkeitenessen oder einen Schulsportwettbewerb abhalten",
26,,Historia,"Arena-Fest?\nHmm, Halloween,\nklingt nach einem guten Tag, um den Campus zu erobern.",
27,,Diana,Süßigkeiten für den Gewinner?\nDann bin ich dabei!,
28,,Hexe,Stellt die Veranstaltung also bitte den anderen vor~,
29,,Dracula,"(Nachdem Historia und Diana gegangen waren)\nDas ist also dein Plan um Halloween bekannt zu machen? Er scheint aus der Luft gegriffen zu sein\nund die Arena und Süßigkeiten haben keinen Bezug zu Halloween, oder?",
30,,Hexe,"Merk dir, kleiner Vampir,\ndie Aufmerksamkeit der Menschen wird durch merkwürdige Dinge geweckt.\nSie werden es jedoch nicht so leicht akzeptieren~",
31,,Hexe,"Mach ihn erst auf dich aufmerksam,\ndann gib ihm etwas, was er mag. So geht es am schnellsten\nRatz fatz wirst du dein Ziel erreichen!",
32,,Dracula,(Ich versuchte auch angestrengt die Aufmerksamkeit des Blutbeutels auf mich zu ziehen),
33,,Dracula,Dann muss ich der Gastgeber dieser Arena sein~\nDieser Kürbis wird also mein Premium-Preis für dieses Event sein.,
34,"Event ""Eroberung der Herzen""",Librarian,"Was ist mit Senpai los, seit ich ihm die Notizen gegeben habe, kommt er nicht mehr in die Bibliothek...",
35,,Librarian,"Du hast mir versprochen, deine Geschichten mit mir zu teilen!",
36,,Librarian,"Hmmm, wenn du mir das Geschichtsbuch nicht gegeben hättest, hätte ich das Notizbuch zurückgebracht...",
37,,Librarian,Pünktlich zum Wettbewerb. Wähle mich. Du schuldest mir etwas.,
38,,Knospe,Senpai. Bist du da? Die Tür ist offen. Kann ich reinkommen?,
39,,Librarian,Hallo! Es ist Knospe. Was für ein Zufall. Lange nicht gesehen.,
40,,Knospe,"Ah, es ist nur so ein Gefühl, aber ich sollte ein paar Worte mit Susan sprechen. Für ältere ist es viel einfacher, am Wettbewerb teilzunehmen...",
41,,Librarian,"Hmm... Kann es sein, dass du hier bist, um Senpai zu bitten, für dich zu stimmen?",
42,,Dracula,"Mensch... Auch wenn ich dich Senpai nenne, weigerst du dich für mich zu stimmen?",
43,,*,"Dracula, ich weiß nicht genau, wovon du sprichst. Kannst du mir das erklären?",
44,,Dracula,"Tss, spielst du wieder mit mir? Das letzte Mal hast du mir Blutplasma mit Mokka-Geschmack versprochen, bis jetzt hab ich davon kein Tropfen geschmeckt oder gesehen...",
45,,Dracula,Versprich es mir zuerst... Dann erkläre ich es dir.,
46,,Knospe,Dracula... Du bist auch hier. Könnte es sein das...,
47,,Dracula,"Knospe und Librarian. Es ist toll, dass ihr zwei gekommen seid. Ich habe Senpai gerade von dem Wettbewerb erzählt. Ihr solltet auch für mich stimmen.",
48,,Librarian,Dracula... es tut mir leid. Dieses mal bist du auf dich selbst gestellt! Wir sind Konkurrentinnen!,
49,,Knospe,"Dracula, mach doch nicht so ein Durcheinander. Du kannst die Belohnungen von diesem Wettbewerb kein bisschen gebrauchen~",
50,,*,"Librarian, Knospe. Ich freue mich sehr, dass ihr zwei hier seid, um mich zu sehen. Aber...",
51,,*,Worüber redet ihr? Wählen? Wettbewerbe? Preise? Könnt ihr mir das jetzt Mal erklären?,
52,,*,"Von welchem langweiligen Event ohne Belohnungen hat Dracula gerade noch erzählt? Du redest nicht über die gleiche Sache, oder? Warum ist die Atmosphäre so angespannt?",
53,,Librarian,"Senpai, du scheinst es immer noch nicht zu wissen. Schließlich sind in meinen Notizen keine aktualisierten Aufzeichnungen dieser Aktivität enthalten.",
54,,Librarian,"Hmm. Wenn du unsere vorherige Vereinbarung respektierst, kannst du jetzt mit mir in die Bibliothek kommen. Ich erzähle dir alles darüber.",
55,,Knospe,"Tsss, Senpai hat sich noch nicht um die Blume gekümmert, bei der er mir versprochen hat, mir zu helfen, sie wachsen zu lassen. Lass dich nicht von Librarian hinters licht führen",
56,,Dracula,"Ich brauche diesen blöden Preis vielleicht nicht, aber ihr Sterblichen verdient es nicht einmal, mit mir zu konkurrieren.",
57,,*,Dann... könnt ihr zuerst meine Fragen beantworten...,
58,,Librarian,"Ok, Senpai, lass mich dir das Event「Wahre Liebe」erklären",
59,Werde ein Idol!,,Sanfte Sonnenstrahlen strömen durch das Fenster des Zimmers. Es klopfte an der Tür.,
60,,,"Lucifer steht auf, reibt sich den Schlaf aus den Augen und nähert sich der Tür.",
61,,Lucifer,(Gähnend) Wer ist da?,
62,,Michaela,"Heute ist dein Geburtstag, Lucifer, alles Gute!",
63,,Lucifer,...!? Was? Heute ist mein Geburtstag!?,
64,,Michaela,"Ahah ~ ich wusste, dass du es vielleicht vergessen hast, aber ich würde es nie vergessen!",
65,,Michaela,"Jetzt rate, was in der Box ist!",
66,,Lucifer,Ein Teddybär? Käsekekse? Eine Puppe?,
67,,Michaela,Falsch!,
68,,Lucifer,"... Ich habe keine Ahnung, sag mir schnell, was drin ist, Michaela!",
69,,Michaela,Hier! Öffne es selbst!,
70,,Lucifer,"Wow, eine E-Gitarre! Das ist das beste Geburtstagsgeschenk, das ich mir vorstellen kann!",
71,,Lucifer,"Michaela, es gefällt mir sehr, lass mich dich umarmen!",
72,,Michaela,"Ahah~Das Wichtigste für mich ist, dass du deine Freude daran hast! Ich hab nie vergessen...",
73,,Michaela,"Du hast mir mal gesagt, dass jeder Stern wie eine Musiknote aussieht, wenn die Sterne den Nachthimmel füllen...",
74,,Lucifer,Das wird auch der Zeitpunkt für meine Show sein!,
75,,Lucifer,"Michaela, es sieht so aus, als ob diese E-Gitarre magische Kräfte hat~",
76,,Michaela,"Äh... Ich habe das beim Kauf nicht bemerkt, komisch?",
77,,Lucifer,"Ist doch egal! Es scheint mich mehr zu inspirieren, der E- Gitarre Klänge zu entlocken.",
78,,Lucifer,"Michaela, ich fange jetzt an!",
79,,Lucifer,Das Handling ist echt gut!,
80,,Lucifer,"Ich hätte nie gedacht, dass ich mich so schnell damit vertraut machen könnte! Danke sehr, Michaela!",
81,,Michaela,"Lucifer, die Mitglieder des Disziplinarkomitees sind hier..",
82,,Disziplinarkomitee Mitglied,"Lucifer, laut dem Code des Wohnheims - Paragraph 5, Absatz 3 - ist es verboten, Lärm zu machen und andere Schüler zu stören!",
83,,Lucifer,"Es tut mir wirklich leid! Ich habe es schlichtweg vergessen, ich werde beim nächsten Mal leiser spielen!",
84,,Disziplinarkomitee Mitglied,"Diesmal kommst du mit einer milderen Bestrafung davon, da du Einsicht zeigst. Schreibe ein Entschuldigungsbrief an deine Zimmernachbarn.",
85,,Disziplinarkomitee Mitglied,"Ich konfisziere die E-Gitarre. Wenn du mit dem Entschuldigungsschreiben fertig bist, kannst du deine Gitarre in meinem Büro abholen!",
86,,Lucifer,Ich muss an meinem Geburtstag einen Entschuldigungsbrief schreiben... Bin ich arm dran!,
