id,desc
1,Logge dich für 1 Tag ein
2,Logge dich insg. für\n3 Tage ein
3,Logge dich insg. für\n7 Tage ein
4,Logge dich insg. für\n10 Tage ein
5,Logge dich insg. für\n14 Tage ein
6,Verbrauch 15M Münzen
7,"Verbrauch 2,000 Brotdosen"
8,Verbrauch 12M EXP Säfte
9,Verwende 50 Normale Lottogutscheine
10,Verwende 40 Super Kapselmünzen
11,Verwende 10 Stempel
12,Verwende 300 Elementarkugeln
13,"Erhalte 5 5-Sterne Mädchen (Kapsel, Fragm., Abs.)"
14,Erhalten durch Absolvieren 2 6-Sterne Mädchen
15,Erhalte durch Erweckung 1 9-Sterne Mädchen
