id,name,desc
1,Flammenhöhle - 1,Optimaler Ort für Sammlung der gründlichen Seelen. Hauptbeuten sind gründliche Seelen und Seelen für [Normaler Topas]-Set. Mögliche Beuten sind Seelen für [Normaler Amethyst]-Set
2,Flammenhöhle - 2,Hauptbeuten sind Seelen für [Normaler Amethyst]-Set und [Normaler Topas]-Set. Mögliche Beuten sind Seelen für [Primärer Amethyst]-Set.
3,Flammenhöhle - 3,Hauptbeuten sind Seelen für [Primärer Amethyst]-Set und [Normaler Amethyst]-Set. Mögliche Beuten sind Seelen für [Mittlerer Amethyst]-Set.
4,Flammenhöhle - 4,Hauptbeuten sind Seelen für [Mittlerer Amethyst]-Set und [Primärer Amethyst]-Set. Mögliche Beutn sind Seelen für [Fortgeschrittener Amethyst]-Set.
5,Flammenhöhle - 5,Hauptbeute sind Seelen für [Fortgeschrittener Amethyst]-Set und [Mittlerer Amethyst]-Set. Mögliche Beuten sind Seelen für [Normale Jade]-Set.
6,Erinnerung - 1,Hauptbeuten sind Seelen für [Normale Jade]-Set und [Fortgeschrittener Amethyst]-Set. Mögliche Beuten sind Seelen für [Primäre Jade]-Set.
7,Erinnerung - 2,Hauptbeuten sind Seelen für [Primäre Jade]-Set und [Normale Jade]-Set. Mögliche Beuten sind Seelen für [Mittlere Jade]-Set.
8,Erinnerung - 3,Hauptbeuten sind Seelen für [Mittlere Jade]-Set und [Primäre Jade]-Set. Mögliche Beuten sind Seelen für [Fortgeschrittener Jade]-Set.
9,Erinnerung - 4,Hauptbeuten sind Seelen für [Fortgeschrittener Jade]-Set und [Mittlere Jade]-Set. Mögliche Beuten sind Seelen für [Normaler Rubin]-Set.
10,Trainingslager - 1,Hauptbeuten sind Seelen für [Normaler Rubin]-Set und [Fortgeschrittene Jade]-Set. Mögliche Beuten sind Seelen für [Primärer Rubin]-Set.
11,Trainingslager - 2,Hauptbeuten sind Seelen für [Primärer Rubin]-Set und [Normaler Rubin]-Set. Mögliche Beuten sind Seelen für [Mittlerer Rubin]-Set.
12,Trainingslager - 3,Hauptbeuten sind Seelen für [Mittlerer Rubin]-Set und [Primärer Rubin]-Set. Mögliche Beuten sind Seelen für [Fortgeschrittener Rubin]-Set.
13,Trainingslager - 4,Hauptbeuten sind Seelen für [Fortgeschrittener Rubin]-Set und [Mittlerer Rubin]-Set. Mögliche Beuten sind Seelen für Synthese Stein für [Ultimativer Rubin]-Set.
14,Ödland des Foehns - 1,Hauptbeuten sind Seelen für [Fortgeschrittener Rubin]-Set und Synthese Stein für [Ultimativer Rubin]-Set. Mögliche Beute ist Synthese Stein für [Beschwörer]-Set.
15,Ödland des Foehns - 2,Hauptbeuten sind Seelen für [Fortgeschrittener Rubin]-Set und Synthese Stein für [Beschwörer]-Set. Mögliche Beute ist Synthese Stein für [Richter]-Set.
16,Ödland des Foehns - 3,Hauptbeuten sind Seelen für [Fortgeschrittener Rubin]-Set und Synthese Stein für [Richter]-Set. Mögliche Beute ist Synthese Stein für [Zerstörer]-Set.
17,Ödland des Foehns - 4,Hauptbeuten sind Seelen für [Fortgeschrittener Rubin]-Set und Synthese Stein für [Zerstörer]-Set. Mögliche Beute ist Synthese Stein für [Dominator]-Set.
18,Ödland des Foehns - 5,Hauptbeuten sind Seelen für [Fortgeschrittener Rubin]-Set und Synthese Stein für [Dominator]-Set.
