id,text
110010201,Wie aufregend das Skifahren ist! Ein Leben ohne Skifahren ist unvollständig!
110010202,JA~! Ich fahre schneller als der Wind~
110010203,Schneller schneller! Es kommt eine Lawine~ Lass uns mit der Lawine um die Wette fahren~
110010204,Ich warte da vorne auch dich~ Hol mich schnell ein!~
110010205,Was für ein schöner Winter~! Jeder kann jetzt das Skifahren genießen!
110010301,Zeig mir etwas Aufregendes?
110010401,Geradeaus. Jetzt eine Wende uuuund Beschleunigen... Bremsen! Ich kann wirklich gut Skifahren! Lass uns doch zusammen fahren~
110010501,-1
110010601,Der Segen des Schnees!
110010701,"Danke, Senpai!"
110010801,Meine Skier sind für jedes Gelände geeignet!
110011101,"Kannst du mir das nächste Mal, wenn du meine Ausrüstung erneuerst, auch ein Snowboard mitbringen?"
110011102,Diese Ausrüstung zum Skifahren? Das ist eine ganz neue Erfahrung!
110012801,Soll ich dir Skifahren beibringen? Versuch es doch mal! Du wirst es nicht bereuen!
110011301,Entspann dich! Alles läuft wie am Schnürchen!
110011401,"Ah, ich bin über meine eigenen Füße gestolpert!"
110011501,-1
110011502,-1
110011503,-1
110011504,-1
110011601,"Mit dem Berg hier als unseren Zeugen, schwöre ich, dass unsere Schicksale ab heute miteinander verbunden sind!"
110011701,Komm schnell her und schau dir meine neuen Skier an!
110011801,"Muss ich wirklich in diesem kleinen Zimmer bleiben...? Wie wäre es, wenn du stattdessen mit mir Skifahren gehst!"
110011901,Ich bin echt müde nach dem Sport~ Erstmal ein wenig ausruhen~
110012001,Wollen wir zusammen arbeiten? Mit dem Geld kann ich neue Skier kaufen!
110012101,"Vergiss nicht, deine Belohung einzusammeln!"
110012201,"Vergiss beim Skifahren nicht, regelmäßig die neuen Campus-Nachrichten zu checken!"
110012301,"Wem würde das schon gefallen, Dummkopf~"
110012401,Ooh ein Geschenk für mich? Danke~ Leg es dorthin und komm mit mir Skifahren~
110012501,Ich habe es gerade beim Skifahren in deiner Hand gesehen. Es ist also ein Geschenk für mich? Danke~ Das gefällt mir sehr~
110012601,"Willkommen zurück, Senpai!"
110020201,Ich bin so müde~ Ist es schon Morgen? Oh? Sogar schon Mittag?
110020202,Schlaf~ Schlaf~ Schlaf schnell ein~
110020203,Weck mich zum Mittagessen auf!
110020204,"Betten, Decken und Kissen sind ein Teil meines Körpers~"
110020205,Eine Maus? Ich glaube ich habe gerade dort drüben... Ach egal~ Zurück ins Bett.
110020301,Ich kann meine Augen nicht öffnen...
110020401,"Kann ich mir dein Bein ausleihen? Ich bin so müde, aber ich habe kein Bett... Und es ist so bequem, wenn ich hier meinen Kopf ablege... Meister, kann ich einfach für immer hier auf deinem Bein liegen?"
110020501,-1
110020601,So müde...!
110020701,"Nein, gib mir nicht mehr~ Ich kann nicht mehr~ Tzzzz"
110020801,Ich bin plötzlich noch müder...
110021101,"Aw, diese Ausrüstung ist so schwer, ich kann sie nicht als Kissen benutzen..."
110021102,Diese Kleidung ist so weich... Da bin ich einfach eingeschlafen~
110022801,"Egal wo, lass mich einen Moment schlafen..."
110021301,Ich glaube es ist Zeit zu schlafen~
110021401,Ich hatte einen Alptraum... Der war wirklich gruselig...
110021501,-1
110021502,-1
110021503,-1
110021504,-1
110021601,Ich hatte einen wundervollen Traum! Ich hatte ein Hochzeitskleid an und du hast mich in der Armen getragen... Ah? Das war gar kein Traum!
110021701,"ZZZ... ZZZ... Oh, du bist zurück."
110021801,Ein Bett...
110021901,"Wenn es nichts weiter gibt, dann schlaf ich erstmal weiter..."
110022001,"Senpai, geh du ruhig schon mal zur Arbeit, ich schlafe noch ein bisschen..."
110022101,"Senpai, sammle schnell die Belohungen ein... Ich schlafe noch ein bisschen..."
110022201,Es ist so laut hier auf dem Campus... Was ist denn passiert...
110022301,"Störe mich bitte nicht, wenn ich schlafe..."
110022401,Ein Geschenk?... Danke... Leg es dorthin~
110022501,"Oh~ Danke für dein Geschenk~ Es wird mir helfen, besser einzuschlafen~ Du kannst dich mit mir hinlegen, alleine schlafen macht keinen Spaß."
110022601,"Willkommen zurück, Master~"
110030201,"Alle, die mir im Weg stehen, müssen getötet werden! Alle!"
110030202,"Du bist die einzige Person, die für mich auf diesem Planeten zählt! Alle anderen müssen vernichtet werden!"
110030203,"Ihr Todesurteil ist bereits gesprochen. Selbst schuld, wenn sie es wagt sich dir zu nähern."
110030204,Für immer zusammen~ Für immer~
110030205,"Senpai~ Solange ich hier bin, werde ich dafür sorgen, dass dir niemand auch nur ein Haar krümmt!"
110030301,Ich werde dich nicht leiden lassen.
110030401,Ich möchte für immer so von dir angeschaut werden. Nur ich allein.
110030501,-1
110030601,Zerstöre es!
110030701,Gib mir noch mehr!
110030801,Lass mich ein noch größeres Schwert nehmen~
110031101,"Das ist nur für mich allein, oder? Sag, dass das exklusiv für mich ist!"
110031102,Mit dieser Ausrüstung kann ich jeden besiegen!
110032801,"Jetzt gehörst du mir ganz allein, Senpai~"
110031301,"Senpai, du musst mir eine Belohnung dafür geben~"
110031401,So sollte es nicht enden...
110031501,-1
110031502,-1
110031503,-1
110031504,-1
110031601,"Diejenigen, die verhindern wollten, dass wir zusammen sind, existieren nicht mehr! Sie sind tot!"
110031701,Du bist endlich zurück! Mein Senpai!
110031801,Ich werde hier auf dich warten~
110031901,"Senpai, wie du auf meinen Beinen schläfst ist wirklich wunderschön! Ich wünschte dieser Moment würde für immer anhalten!"
110032001,"Senpai, schau dich bei der Arbeit bloß nicht nach anderen Mädchen um~"
110032101,"Senpai, du hast deine Belohungen noch nicht eingesammelt."
110032201,"Egal was in der Schule passiert, ihr dürft Senpai und mich nicht stören!"
110032301,Ich brauche es nicht~
110032401,"Ein Geschenk? Ich hoffe, das ist exklusiv für mich~"
110032501,Für mich? Das da auch? Und du bist auch mein~
110032601,"Endlich bist du zurück, Senpai~"
120010201,Senpai! Nein... Ich biete keinen besonderen Service an...
120010202,"Meine Existenz dient nur dazu, euch zu dienen, Senpai."
120010203,"Senpai, was soll ich mit ihm machen? Soll ich seine Hand unbrauchbar machen? Oder sollte ich ihn zu einem blinden Mann machen?"
120010204,"Wenn es Senpai will, so werde ich es tun!"
120010205,"Ich habe einen Willen, jedoch ist der Wille meines Masters wichtiger, als der meine!"
120010301,Es ist der Befehl des Masters.
120010401,"Senpai, hier ist dein Outfit für heute und das Frühstück ist auch vorbereitet. Hier deine Zahnbürste und Zahnpasta. Brauchst du sonst noch was?"
120010501,-1
120010601,Komm her!
120010701,"Gib das Getränk lieber den Mädchen, die es mehr brauchen als ich~"
120010801,"Ich hoffe, dass ich noch mehr für dich tun kann, Senpai~"
120011101,"Ich präferiere eigentlich Dienstmädchenkleidung, aber wenn du es sehen will, dann werde ich mich umziehen~"
120011102,"Senpai, welche Kleidung willst du heute an mir sehen?"
120012801,Willst du spazierengehen? Bitte lass mich mit dir gehen.
120011301,"Dieser Sieg ist dir zu verdanken, Senpai!"
120011401,"Lauf schnell weg, Senpai! Ich werde sie solange aufhalten!"
120011501,-1
120011502,-1
120011503,-1
120011504,-1
