id,desc
1,
2,
3,
101,
102,
103,
201,"Tippe hier, um deine Outfits einzustellen. Bei einigen Outfits stehen 2 Designs zur Wahl."
202,"Die Outfits verleihen dir automatisch die Attributsboni, ohne dass du sie anziehen musst. Tippe für mehr Details zu den Attributsboni."
203,"Durch Sammlung der Outfits werden noch weitere Boni entsperrt. Tippe hier, um die aktivierten Boni zu prüfen."
204,"Tippe hier, um deine erhaltenen Outfits zu prüfen und sie zu leveln."
205,"Tippe hier, um die genaueren Regeln anzuschauen. Hier werden sich alle deine offenen Fragen beantworten!"
301,Willkommen im Tsuruga Schrein! Schauen wir uns als Erstes die Prüfung der Götter an~
302,"Jede Saison finden 3 verschiedene Prüfungen statt, bei denen es verschiedene Szenarien gibt."
303,Momentan gibt es sogar extra eine Prüfung für Neulinge! Den Göttern sei Dank~
304,Zum Starten einer Prüfung musst du zunächst einen Schwierigkeitsgrad wählen.
305,Fangen wir am besten mit dem Einfachsten an~
401,In der Belohnungsphase wählst du die Buffs aus.
402,In der Belohnungsphase wählst du die Buffs aus.
501,Auf zur nächsten Phase!
601,Für die Prüfung sind nur Mädchen ab 10-Sterne verfügbar. Nach einem Sieg werden ihre HP und Energie nicht zurückgesetzt.
701,In der Shopphase kannst du Buffs kaufen oder leveln. Aber uns fehlen Prüfungsmünzen. Vielleicht beim nächsten Mal~
702,Auf zur nächsten Phase!
801,In der Heilungsphase kannst du deine Mädchen heilen oder wiederbeleben.
802,In der Heilungsphase kannst du deine Mädchen heilen oder wiederbeleben.
901,Wir sind in der letzten Phase angekommen. Schließen wir den letzten Kampf ab!
1001,Wir haben die Prüfung bestanden! Perfekt!
