id,desc
1,"Schließe ""{1}"" ab"
2,"Schließe ""{1}"" ab"
3,"Schließe ""{1}"" ab"
4,Gewinne 1 Kampf in der Kampfphase
5,Gewinne 4 Kämpfe in der Kampfphase
6,Gewinne 8 Kämpfe in der Kampfphase
7,Gewinne 16 Kämpfe in der Kampfphase
8,Gewinne 24 Kämpfe in der Kampfphase
9,Gesamtpunktzahl aller 3 Prüfungen erreicht 2000
10,Gesamtpunktzahl aller 3 Prüfungen erreicht 6000
11,Gesamtpunktzahl aller 3 Prüfungen erreicht 12000
12,Gesamtpunktzahl aller 3 Prüfungen erreicht 18000
13,Gesamtpunktzahl aller 3 Prüfungen erreicht 24000
