id,title,name,dialog,select_text
1,Campus Herrschaft,,"In der Welt der Kartenspiele glaubt Bunny, dass das Glück an ihrer Seite ist.",
2,,,"Selbst wenn sie im Nachteil ist, gegen eine starke Gegnerin, mehrere Gegner oder sogar Betrüger...",
3,,,Bunny würde in den schlimmsten Momenten die kritischste Karte ziehen... und das Glück ist wieder an ihrer Seite.,
4,,,Sieg... Macht... Geschäfte machen... Vieles war schon in ihrer Hand. Diese Welt hat Bunny alles gegeben. Sie wurde die Kaiserin der Glücksspiele.,
5,,,Wie jeden zweiten Tag. Der Kartenclub hat einen neuen Herausforderer.\nDieser Herausforderer wird nur ein weiteres Sprungbrett für Bunny sein.,
6,,Bunny,Ich bin dran... Ein Paar.,
7,,Bunny,"(Jetzt habe ich fast alle Schlüsselkarten in der Hand. Nur noch eine übrig, und niemand wird mich aufhalten können.)！",
8,,Bunny,"(Neuling. Ich weiß nicht mal, warum du mich überhaupt herausforderst......)",
9,,Historia,"Jetzt bin ich dran, richtig?",
10,,Historia,"Okay~ Dann ziehe ich jetzt---\nIst... Ist das die Karte, die du wolltest?",
11,,Bunny,(Was!?),
12,,Historia,Nimm das!,
13,,Historia,"Mal sehen, wie du damit klar kommst.",
14,,,"Bunny, wurde von Historia besiegt. Historia wird zur 11. Vorsitzenden des Clubs.",
15,,Bunny,"Ich... habe verloren...\nHistoria, ich warte auf deinen Deal. Bitte mache es meine Clubmitglieder nicht allzuschwer.",
16,,Historia,Du kämpfst mit Ehre...,
17,,Historia,"Möchtest du mir folgen?\nEs gibt so viele Clubs, die ich ausschalten muss. Ich werde ehrlich gesagt mehr Arbeit haben, als ich bewältigen könnte...",
18,,Bunny,Also du willst diese Akademie vereinen und das Chaos beenden?,
19,,Historia,Hahaha… Genau,
20,,,Vor nicht allzu langer Zeit war die Yume Akademie ein Ort des Konflikts.,
21,,,Gruppen teilen sich. Die Leute schauen sich mit Hass und Ekel an.\nEndlose Konflikte und Chaos... Jahr für Jahr... Bis ein neuer Student auf dem Campus ankam.,
22,,,"Aus dem Nichts tauchen die Gerechten und Mächtigen auf! \n""Nimm die Dinge einfach so wie sie sind"", sagte sie.",
23,,,Das Schicksal wird von ihr verändert!,
24,Rekrutierung,,Immer mehr Clubs wurden von Historia besiegt.\n Auf dem Campus herrscht nun eine andere Atmosphäre.,
25,,,In der gesamten Akademie ist wieder ein Lächeln auf den Gesichtern zu sehen.,
26,,,Diese Änderungen werden jedoch alle von einer großen Organisation überwacht:\nDisziplinarkomitee,
27,,Michaela,"Ich bin Michaela vom Komitee. Alle Ressourcen und Befugnisse des Komitees werden dir\ngehören, wir haben das Gleiche Ziel. Schließe dich uns an!",
28,,Historia,"Was... ich soll mich jemanden untergeben und den Rest der Clubs einfach ihr Ding machen lassen,\nist das der Dank für meine Mühe?",
29,,Historia,Behandelst du mich etwa wie einen der anderen Rebellen oder sogar wie einen Tunichtgut?,
30,,Michaela,DU!,
31,,Michaela,"Denkst du es ist ok deinen Willen anderen mit Gewalt aufzuzwingen, auch wenn du für den Frieden kämpfst.\nDies macht dich nicht besser als die Gegen du kämpfst!",
32,,Historia,Wie kannst du es wagen!!!,
33,,Joan,Historia beruhig dich....,
34,,Joan,Das Disziplinarkomitee würde normalerweise kein so großzügiges Angebot machen...,
35,,Historia,！？,
36,,Historia,... Wer bist du?,
37,,Joan,Ich bin Joan. Nur ein weiteres Mitglied des Komitees.,
38,,Historia,……,
39,,Historia,... Ich werde es mir durch den Kopf gehen lassen.,
40,,Bunny,Präsident?,
41,,Michaela,Gut! Lass uns morgen nochmal die Detail abklären danach kannst du nicht Entscheiden!,
42,,Michaela,"Ich freue mich auf unser treffen morgen, Historia!",
43,,Michaela,"Schwestern, lass uns gehen!",
44,,Joan,OK,
45,,Joan,"Wir sehen uns, Historia",
46,,Historia,……,
47,,Bunny,"Historia, was wirst du jetzt machen?",
48,,Historia,"(Warum habe ich dieses merkwürdige Gefühl, wenn ich sie sehe?)",
49,,Historia,"(Wer zum Teufel bist du, Joan?)",
50,Kode: Gebratenes Nudelbrot,,"Historia hat sich nach langem überlegen dem Disziplinarkomitee angeschlossen, sie erhielt mehr Befugnisse und Privilegien sowie es Michaela versprochen hatte.",
51,,,Obwohl viele ihre Taktiken nicht mochten da sie gegen die Tradition verstoßen\nsind Taten mehr als Worte: Die Mehrheit der Clubs wurde unter ihrer Leitung und Kontrolle effektiv neu organisiert.,
52,,,Es ist aber noch ein Club übrig. Der schwierigste und geheimnisvollste Club von allen:\nder Succubus-Club,
53,,Historia,"Alles bereit?\nLass es mich nicht noch einmal sagen müssen. Was haben wir, Bunny?",
54,,Bunny,Mehr als 30% des unterirdischen Handels der Akademie mit gebratenem Nudelbrot findet auf diesem Markt statt.,
55,,Bunny,Jede Bewegung auf dem Campus wird durch das Lieferanten-Netzwerk versendet. Dieses Netzwerk wird von Succubus Club kontrolliert.,
56,,Historia,Alle verstehen die Situation oder? Ihr wisst was zu tun ist!,
57,,Komitee Mitglieder,OK,
58,,Joan,Moment Historia! Wir sollten auf das Signal von Michaela warten!,
59,,Historia,"Wir haben keine Zeit zu verlieren... Mitglieder, nehmt es runter!\n Schneller! Succubus wartet nicht auf uns!",
60,,Joan,STOPP. Bewegt euch nicht vom Fleck!,
61,,Succubus Mitglieder,WAS! UNMÖGLICH!!!!,
62,,Komitee Mitglieder,Bewegung! Bewegung! Bewegung!,
63,,Succubus Mitglieder,Ah！！,
64,,Historia,"Haltet sie auf, los, los... lossss",
65,,,"Etwas später, am Vormittag",
66,,Michaela,HISTORIAAAAA,
