id,unknown_2,name,desc
756010035,邱比特,彼愛以護,"
請求我守護愛？那些人還沒有發現愛情的虛假本質嗎？普通攻擊時，自身獲得2層[c][e28002]心音[-][/c]，有100%機率額外獲得1層[c][e28002]心音[-][/c]；並使己方全體戰姬全傷害增加20%,持續2回合；同時使己方攻擊最高的戰姬恢復邱比特1000%攻擊的[c][e28002]屏障[-][/c]。

[c][e28002]心音[-][/c]
技能特效，可疊加，強化治療效果。釋放[c][e28002]心音[-][/c]時，每層[c][e28002]心音[-][/c]使己方全體戰姬獲得5%最大生命的[c][e28002]屏障[-][/c]，生命低於50%的戰姬額外獲得5%最大生命的[c][e28002]屏障[-][/c]。
[c][e28002]屏障[-][/c]
技能特效，可疊加。抵消受到的任意傷害，當屏障值為0時屏障消失；屏障值上限不超過擁有者自身生命值的100%。"
756010041,邱比特,再墜愛河,"
再幫你一次，好好把握機會。戰鬥開始時，己方全體戰姬獲得[c][e28002]心守[-][/c]以及邱比特880%攻擊的[c][e28002]屏障[-][/c]，自身額外獲得3層[c][e28002]心音[-][/c]；回合結束時，使己方全體戰姬恢復邱比特880%攻擊的[c][e28002]屏障[-][/c]，受到的所有傷害降低20%（最高降低60%），持續2回合；並使生命仍低於50%的己方戰姬額外恢復邱比特880%攻擊的[c][e28002]屏障[-][/c]，邱比特自身獲得3層[c][e28002]心音[-][/c]。

[c][e28002]心守[-][/c]
技能特效，不可疊加。受到來自邱比特技能造成的治療效果時，如果治療量溢出，溢出的治療量將轉換為等量的[c][e28002]屏障[-][/c]。擁有[c][e28002]屏障[-][/c]時，造成的最終傷害增加32%，全傷害減免增加20%，攻擊增加30%。
[c][e28002]心音[-][/c]
技能特效，可疊加，強化治療效果。釋放[c][e28002]心音[-][/c]時，每層[c][e28002]心音[-][/c]使己方全體戰姬獲得4%最大生命的[c][e28002]屏障[-][/c]，生命低於50%的戰姬額外獲得4%最大生命的[c][e28002]屏障[-][/c]。
[c][e28002]屏障[-][/c]
技能特效，可疊加。抵消受到的任意傷害，當屏障值為0時屏障消失；屏障值上限不超過擁有者自身生命值的100%。"
756010042,邱比特,再墜愛河,"
再幫你一次，好好把握機會。戰鬥開始時，己方全體戰姬獲得[c][e28002]心守[-][/c]以及邱比特960%攻擊的[c][e28002]屏障[-][/c]，自身額外獲得3層[c][e28002]心音[-][/c]；回合結束時，使己方全體戰姬恢復邱比特960%攻擊的[c][e28002]屏障[-][/c]，受到的所有傷害降低20%（最高降低60%），持續2回合；並使生命仍低於50%的己方戰姬額外恢復邱比特960%攻擊的[c][e28002]屏障[-][/c]，邱比特自身獲得3層[c][e28002]心音[-][/c]。

[c][e28002]心守[-][/c]
技能特效，不可疊加。受到來自邱比特技能造成的治療效果時，如果治療量溢出，溢出的治療量將轉換為等量的[c][e28002]屏障[-][/c]。擁有[c][e28002]屏障[-][/c]時，造成的最終傷害增加34%，全傷害減免增加20%，攻擊增加30%。
[c][e28002]心音[-][/c]
技能特效，可疊加，強化治療效果。釋放[c][e28002]心音[-][/c]時，每層[c][e28002]心音[-][/c]使己方全體戰姬獲得4%最大生命的[c][e28002]屏障[-][/c]，生命低於50%的戰姬額外獲得4%最大生命的[c][e28002]屏障[-][/c]。
[c][e28002]屏障[-][/c]
技能特效，可疊加。抵消受到的任意傷害，當屏障值為0時屏障消失；屏障值上限不超過擁有者自身生命值的100%。"
756010043,邱比特,再墜愛河,"
再幫你一次，好好把握機會。戰鬥開始時，己方全體戰姬獲得[c][e28002]心守[-][/c]以及邱比特1040%攻擊的[c][e28002]屏障[-][/c]，自身額外獲得3層[c][e28002]心音[-][/c]；回合結束時，使己方全體戰姬恢復邱比特1040%攻擊的[c][e28002]屏障[-][/c]，受到的所有傷害降低20%（最高降低60%），持續2回合；並使生命仍低於50%的己方戰姬額外恢復邱比特1040%攻擊的[c][e28002]屏障[-][/c]，邱比特自身獲得3層[c][e28002]心音[-][/c]。

[c][e28002]心守[-][/c]
技能特效，不可疊加。受到來自邱比特技能造成的治療效果時，如果治療量溢出，溢出的治療量將轉換為等量的[c][e28002]屏障[-][/c]。擁有[c][e28002]屏障[-][/c]時，造成的最終傷害增加36%，全傷害減免增加20%，攻擊增加30%。
[c][e28002]心音[-][/c]
技能特效，可疊加，強化治療效果。釋放[c][e28002]心音[-][/c]時，每層[c][e28002]心音[-][/c]使己方全體戰姬獲得4%最大生命的[c][e28002]屏障[-][/c]，生命低於50%的戰姬額外獲得4%最大生命的[c][e28002]屏障[-][/c]。
[c][e28002]屏障[-][/c]
技能特效，可疊加。抵消受到的任意傷害，當屏障值為0時屏障消失；屏障值上限不超過擁有者自身生命值的100%。"
756010044,邱比特,再墜愛河,"
再幫你一次，好好把握機會。戰鬥開始時，己方全體戰姬獲得[c][e28002]心守[-][/c]以及邱比特1120%攻擊的[c][e28002]屏障[-][/c]，自身額外獲得3層[c][e28002]心音[-][/c]；回合結束時，使己方全體戰姬恢復邱比特1120%攻擊的[c][e28002]屏障[-][/c]，受到的所有傷害降低20%（最高降低60%），持續2回合；並使生命仍低於50%的己方戰姬額外恢復邱比特1120%攻擊的[c][e28002]屏障[-][/c]，邱比特自身獲得3層[c][e28002]心音[-][/c]。

[c][e28002]心守[-][/c]
技能特效，不可疊加。受到來自邱比特技能造成的治療效果時，如果治療量溢出，溢出的治療量將轉換為等量的[c][e28002]屏障[-][/c]。擁有[c][e28002]屏障[-][/c]時，造成的最終傷害增加38%，全傷害減免增加20%，攻擊增加30%。
[c][e28002]心音[-][/c]
技能特效，可疊加，強化治療效果。釋放[c][e28002]心音[-][/c]時，每層[c][e28002]心音[-][/c]使己方全體戰姬獲得4%最大生命的[c][e28002]屏障[-][/c]，生命低於50%的戰姬額外獲得4%最大生命的[c][e28002]屏障[-][/c]。
[c][e28002]屏障[-][/c]
技能特效，可疊加。抵消受到的任意傷害，當屏障值為0時屏障消失；屏障值上限不超過擁有者自身生命值的100%。"
756010045,邱比特,再墜愛河,"
再幫你一次，好好把握機會。戰鬥開始時，己方全體戰姬獲得[c][e28002]心守[-][/c]以及邱比特1200%攻擊的[c][e28002]屏障[-][/c]，自身額外獲得4層[c][e28002]心音[-][/c]；回合結束時，使己方全體戰姬恢復邱比特1200%攻擊的[c][e28002]屏障[-][/c]，受到的所有傷害降低20%（最高降低60%），持續2回合；並使生命仍低於50%的己方戰姬額外恢復邱比特1200%攻擊的[c][e28002]屏障[-][/c]，邱比特自身獲得3層[c][e28002]心音[-][/c]。

[c][e28002]心守[-][/c]
技能特效，不可疊加。受到來自邱比特技能造成的治療效果時，如果治療量溢出，溢出的治療量將轉換為等量的[c][e28002]屏障[-][/c]。擁有[c][e28002]屏障[-][/c]時，造成的最終傷害增加40%，全傷害減免增加20%，攻擊增加30%。
[c][e28002]心音[-][/c]
技能特效，可疊加，強化治療效果。釋放[c][e28002]心音[-][/c]時，每層[c][e28002]心音[-][/c]使己方全體戰姬獲得5%最大生命的[c][e28002]屏障[-][/c]，生命低於50%的戰姬額外獲得5%最大生命的[c][e28002]屏障[-][/c]。
[c][e28002]屏障[-][/c]
技能特效，可疊加。抵消受到的任意傷害，當屏障值為0時屏障消失；屏障值上限不超過擁有者自身生命值的100%。"
5501200,普羅米修斯,普攻,
65502100,普羅米修斯,普攻,
75501100,普羅米修斯,普攻,
5501201,普羅米修斯,予世明焰,"
得到火焰後，人們就不再懼怕野獸與黑夜了。對隨機3名敵人造成目標攻擊100%的傷害，減少目標20點能量，並有20%機率[c][e28002]嘲諷[-][/c]敵人，持續2回合。消耗自身20%最大生命，對敵方前排戰姬造成自身20%最大生命的傷害；同時為己方後排戰姬施加[c][e28002]逆芒[-][/c]，持續2回合。

[c][e28002]嘲諷[-][/c]
控制效果，被嘲諷的目標在釋放主動技能、進行普通攻擊或觸發對敵人造成影響的被動技能時，選取目標變為嘲諷施加者。
[c][e28002]逆芒[-][/c]
技能特效，不可疊加。受到的所有傷害降低10%，每當受到傷害時，反彈10%受到的傷害（無法反彈受到的固定傷害）。"
