id,desc
1,
2,
3,
101,
102,
103,
201,여기를 클릭하면 장식을 설정할 수 있습니다.
202,디자인 획득한 후 장착하지 않아도 속성 버프가 적용됩니다. 여기를 클릭하시면 자세한 설명을 확인하실 수 있습니다.
203,디자인을 수집하여 다양한 속성 버프를 해제하실 수 있습니다. 여기를 클릭하여 활성화된 버프를 확인할 수 있습니다.
204,"여기서 소유한 디자인을 확인하실 수 있으며, 디자인을 업그레이드할 수 있습니다."
205,여기서 상세 설명을 확인할 수 있습니다~! 선배님의 궁금한 점을 해결할 수 있을 거예요!
301,학신궁에 오신 걸 환영합니다! 먼저 시공의 틈으로 가볼까요?
302,시즌마다 각기 다른 아우라를 가진 3가지 시련이 존재한답니다!
303,"어머, 예상외로 신인 시련도 있네요? 신의 자애로운 마음씨에 감사드려야겠어요!"
304,시련을 시작하기 전에 먼저 난이도를 선택해야 해요!
305,일단 0부터 시작해볼까요~?
401,선배님은 보상 스테이지에서 버프를 선택할 수 있어요~
402,선배님은 보상 스테이지에서 버프를 선택할 수 있어요~
501,그럼 다음 스테이지로 가볼까요?
601,"시련은 10성 이상의 소녀만 출전할 수 있으며, 전투 승리 후 출전 소녀의 상태는 그대로 유지된답니다!"
701,"선배님은 상점 스테이지에서 버프를 구매, 강화할 수 있어요! 앗, 지금은 시련 코인이 부족하네요… 일단 떠나도록 해요!"
702,그럼 다음 스테이지로 가볼까요?
801,회복 스테이지에서 소녀의 HP를 회복하거나 이미 쓰러진 소녀를 부활시킬 수 있어요!
802,회복 스테이지에서 소녀의 HP를 회복하거나 이미 쓰러진 소녀를 부활시킬 수 있어요!
901,마지막 스테이지에 도착하셨네요! 대미지량은 해제될 난이도를 결정하니까 최강의 소녀를 출전시키세요!
1001,시련을 통과하셨군요! 일단 이곳을 벗어나도록 해요~
1101,해당 소녀의 성원 기능이 해제됩니다~ 제가 자세한 내용을 소개해드릴게요~
1102,여기를 클릭하여 소녀의 성원을 확인할 수 있습니다~
1103,여기를 클릭하여 소녀의 성원점을 레벨업할 수 있습니다~
1104,해당 소녀의 모든 성원점을 여기서 볼 수 있으며 성원점을 클릭하면 변경할 수 있습니다.
1105,성원점마다 소녀에게 속성 부스트를 제공합니다. 여기서 선택된 성원점의 현재 레벨이 제공할 수 있는 속성 부스트를 확인할 수 있습니다.
1106,성원점을 레벨업할 때마다 '찬란 공명석' 및 '심원 공명석'이 필요합니다.
1107,여기 클릭 후 다이아를 사용하여 레벨업된 성원점을 리셋할 수 있어요!
1108,여기를 클릭하면 자세한 정보를 확인할 수 있어요~! 선배님이 궁금한 것의 답을 여기서 찾을 수 있어요!
1201,해당 소녀의 영혼 장비 기능이 해제됩니다~ 제가 자세한 내용을 소개해드릴게요~
1202,여기를 클릭하여 소녀의 영혼 장비를 확인할 수 있습니다~
1203,영혼 장비는 영혼 도구 1개 및 영혼 결정체 4개로 구성되어 있습니다.
1204,처음 이 기능 페이지 진입할 때 '모아보기' 페이지가 나타납니다. '변경' 및 '조합'을 클릭하여 장비를 바꿀 수 있습니다.
1205,소녀가 착용 중인 영혼 장비가 제공해준 특성 부스트 및 세트 스킬은 여기서 볼 수 있습니다.
1206,여기를 클릭하면 자세한 정보를 확인할 수 있어요~! 선배님이 궁금한 것의 답을 여기서 찾을 수 있어요!
