id,name,desc
1,잠재력 자극,"소녀의 치명타 25%, 공격 대미지 25% 증가"
2,악마 의식,"전투 시작 시, 아군 소녀는 HP 90%, 에너지 200으로 시작."
3,뼈 관통,"전투 시작 시, 모든 적에게 랜덤 대미지를 3라운드 동안 입히고 모든 적이 받은 지속 대미지(출혈·독·연소) 25% 증가."
4,에너지 파동,"전투 시작 시, 모든 적에게 2라운드 동안 랜덤 구속 효과를 가합니다. 아군 소녀는 구속(얼음, 석화, 기절) 상태의 적에게 50%의 추가 대미지를 부여합니다."
5,눈부신 빛,아군 소녀 스킬 사용 후 랜덤으로 한명의 적에게 2라운드 동안 기절 효과 부여
6,공포 전염,"적이 움직일 때마다 최대 HP가 가장 높은 아군 소녀의 최대 체력의 10% 대미지를 받으며, 회피할 수 없습니다. 50%의 확률로 2 라운드 동안 침묵됩니다."
7,담화 폭풍,"아군 소녀의 HP 회복 비율이 25% 증가하고 모든 적의 HP 회복 비율이 75% 감소, 모든 소녀가 회복할 때마다 HP가 가장 높은 적에게 최대 HP의 5%의 대미지를 가합니다.(최대 80000까지)."
8,수라의 길,"아군 소녀가 대미지를 받을 경우 75%의 확률로 자신의 공격력 100%로 반격하며, 무조건 명중한다."
9,일심동체,"아군 소녀의 대미지 감소 25% 증가. 아군 소녀가 대미지를 입을 경우, 50% 확률로 모든 아군이 그 대미지를 분담시킨다."
10,이도류,아군 소녀의 일반 공격의 대미지 100% 증가; 아군 소녀의 일반 공격 후 50%의 확률로 한번의 일반 공격 개시.
