id,text
1,매우 불만족
2,불만족
3,보통
4,만족
5,매우 만족
6,게임 게시판
7,페이스북
8,앱스토어 및 구글 플레이
9,친구 및 지인 추천
10,게임 사이트 및 다른 매체
11,"카페, 인스타그램 등의 SNS 플랫폼"
12,서브컬쳐에 관심 없다/서브컬쳐를 싫어한다
13,서브컬쳐를 좋아해서 주로 유행하는 애니메이션이나 망가를 보고 게임을 한다.
14,서브컬쳐를 꽤 좋아해서 구체적으로 좋아하는 작품이 있고 애니메이션도 많이 봤다.
15,"서브컬쳐를 매우 좋아하고, 다양한 장르의 작품들을 접했고 일반 사람들보다 많이 알고 있다."
16,모바일 게임
17,PC 게임
18,인터넷 브라우저 게임
19,콘솔게임(PlayStation、Xbox、NintendoSwitch등)
20,다른 게임은 잘 안한다
21,방치형 게임
22,턴제 방식 모바일 RPG(Fate/Grand Order등)
23,액션 (붕괴3rd 등)
24,RTS (클래시 로얄 등)
25,"슈팅 (PUBG, 포트나이트 등)"
26,MMORPG
27,음악 테마 또는 리듬
28,10만원 이하
29,10만원-20만원
30,20만원-100만원
31,100만원-200만원
32,200만원 이상
33,체험류: 더 화려한 컨트롤과 다양한 게임법을 체험하고 싶다.
34,"수집형: 캐릭터, 아이템, 스킨 등을 모아 수집 욕구를 만족한다."
35,스토리 류: 게임의 메인 스토리가 핵심이다.
36,뇌지컬 형: 고민을 통해 다양한 고난도 콘텐츠를 스스로 해결하고 싶다
37,"경쟁 형: 랭킹, 티어, 명예에 집착한다."
38,육성류: 캐릭터를 좀 더 육성하고 싶다.
39,즐겜형: 천천히 내 페이스로 게임을 즐기고 싶다
40,사교형: 게임을 통해 새로운 친구를 만나고 싶다
41,모른다/특별한 이유가 없다
42,음악 감상
43,만화책 보기
44,소설 등 독서
45,생방송 보기
46,티비/영화 감상
47,서브컬쳐 관련 사이트 열람
48,애니메이션 감상
49,게임 관련 게시판 열람
50,기타 (기입 가능)
51,남
52,여
53,16세 이하
54,16-18세
55,19-22세
56,23-25세
57,25세 이상
58,학생
59,직장인
60,기타
61,캐릭터 수집
62,크리스탈 레벨업
63,사역마 사육
64,옥상 정복 경쟁
65,기타 (기입 가능)
66,기타
67,답변 불가
68,1개월 이내
69,1-3개월
70,3-6개월
71,6-12개월
72,1년 이상
73,레벨 70-79
74,레벨 80-89
75,레벨 90-99
76,레벨 100-109
77,레벨 110-119
78,레벨 120 이상
79,매일
80,매주 5-6일
81,매주 3-4일
82,매주 1-2일 혹은 그 이하
83,실생활의 일이나 공부가 매우 바쁘다
84,다른 게임을 플레이 하고 있다
85,게임 내 콘텐츠가 부족하다
86,게임에 질렸다
87,기타 (기입 가능)
88,매우 만족
89,만족
90,보통
91,불만족
92,매우 불만족
93,새로운 이벤트가 재미있다
94,이벤트 보상이 좋다
95,귀여운 스킨이 업데이트 되었다
96,좋아하는 소녀가 있다
97,기타 (기입 가능)
98,과금 메뉴가 많다
99,이벤트에 너무 많은 에너지를 소모한다.
100,이벤트 보상이 부족하다
101,새로운 스킨이 별로다
102,새로운 소녀의 매력이 부족하다
103,기타 (기입 가능)
104,스토리를 전혀 읽지 않고 스킵한다
105,대충 읽고 가끔 스킵한다
106,거의 읽고 스킵하지 않는다
107,전부 읽으며 스킵하지 않는다
108,네
109,아니요
110,이벤트에 흥미가 없다
111,이벤트 보상에 흥미가 없다
112,이벤트에 참가할 시간이 없다
113,이벤트가 너무 어렵다
114,기타 (기입 가능)
115,네
116,아니요
117,신규 업데이트 된 디자인이 좋다
118,예전 디자인이 더 좋다
119,둘 다 좋다
120,둘다 별로다
121,상관 없다
122,이벤트에 흥미가 없다
123,이벤트 보상에 흥미가 없다
124,이벤트에 참가할 시간이 없다
125,이벤트가 너무 어렵다
126,기타 (기입 가능)
127,네
128,아니요
129,이 플레이 방식에 흥미가 없다
130,보상에 흥미가 없다
131,플레이 방법과 룰이 너무 어렵다
132,참가할 시간이 없다
133,기타 (기입 가능)
134,LINE
135,FACEBOOK
136,Twitter
137,Discord
138,1
139,기타 (기입 가능)
140,정보교환을 해본 적이 없다
141,새로운 스토리
142,새 시리즈 스킨
143,더 많은 캐릭터
144,더 많은 이벤트
145,기타 (기입 가능)
146,매우 불만족
147,불만족
148,보통
149,만족
150,매우 만족
151,매우 반대
152,반대
153,보통
154,동의
155,매우 동의
156,1개월 이내
157,1-3개월
158,3-6개월
159,6-12개월
160,1년 이상
161,매우 만족
162,만족
163,보통
164,불만족
165,매우 불만족
166,시간이 늘었다.
167,변하지 않았다.
168,시간이 줄었다.
169,공부나 일이 매우 바쁘다
170,다른 게임을 하고 있다
171,게임에 질렸다
172,최근 업데이트에 불만이 있다
173,소녀 육성이 어려워 장시간 강화가 되지 않고 있다.
174,원하는 캐릭터를 구할 수 없다
175,"옥상 정복, 학원 순찰 등 스테이지에서 난관에 부딪쳐 통과할 수 없습니다."
176,토너먼트가 지루하다
177,서버의 유저가 줄었다
178,기타 (기입 가능)
179,기숙사
180,학부 테스트
181,소대 퇴치
182,공략 정보
183,상점가 업데이트
184,월간 과제
185,기타 (기입 가능)
186,"재미있지만, 가구를 좀 더 늘렸으면 좋겠다"
187,규칙이 복잡해서 이해하기 어렵다
188,조작이 어렵다
189,마음에 드는 소녀를 모두 넣고 싶기 때문에 공간을 좀 더 넓혔으면 좋겠다
190,기타 (기입 가능)
191,"재미있고, 열심히 클리어하고 있다."
192,"어려워서, 클리어하는데 시간이 걸린다"
193,"조작이 불편하고, 조작을 틀리기 쉽다"
194,공략 힌트를 원한다
