id,name,desc
1,비어 있음,
2,빙원I,일반 빙원. 방위팀은 공격의 능수이다.
3,빙원I,일반 빙원. 방위팀은 방어의 능수이다.
4,빙원II,설산과 인접한 빙원. 방위팀의 파워가 강하고 공격의 능수이다.
5,빙원II,설산과 인접한 빙원. 방위팀의 파워가 강하고 방어의 능수이다.
6,과학기지,노반이 남긴 과학기지. 이 구역 소속 진영의 모든 플레이어가 주변 3칸 거리에 전투하면 추가 강화 효과를 받을 수 있습니다.
7,유빙,빙하 위의 유빙. 방위팀의 파워가 강하고 공격력에 집중한다.
8,유빙,빙하 위의 유빙. 방위팀의 파워가 강하고 방어력에 집중한다.
9,폭풍 중의 설산,극지 설산. 거대한 카오스 생물인 눈사태 괴물이 여기서 잠복하고 있습니다.
10,본거지-선도위원회,선도위원회의 본거지. 선도위원회의 모든 플레이어가 주변 3칸 거리에 전투하면 추가 강화 효과를 받을 수 있습니다.
11,본거지-DEF,DEF의 본거지. DEF의 모든 플레이어가 주변 3칸 거리에 전투하면 추가 강화 효과를 받을 수 있습니다.
12,본거지-학생회,학생회의 본거지. 학생회의 모든 플레이어가 주변 3칸 거리에 전투하면 추가 강화 효과를 받을 수 있습니다.
13,테스트 구역,不翻譯
14,테스트 구역,不翻譯
