id,title,desc
10101,사진관-1,당신의 대답은?
10102,사진관-2,어떤 옷을 입으시겠습니까?
10103,사진관-3,현재 사진이 한 장 밖에 없습니다. 어떡하시겠습니까?
10201,고급 레스토랑-1,"눈 앞에 펼쳐진 고가의 메뉴판, 어떤 메뉴를 주문하시겠습니까?"
10202,고급 레스토랑-2,당신의 대답은?
10203,고급 레스토랑-3,"손인의 기대에 찬 눈빛, 어떡하시겠습니까?"
10301,기모노 가게-1,당신의 대답은?
10302,기모노 가게-2,어떤 색을 고르시겠습니까?
10303,기모노 가게-3,당신의 대답은?
10401,화과자 가게-1,무엇을 선택하시겠습니까?
10402,화과자 가게-2,입에 맞으십니까?
10403,화과자 가게-3,초대에 응하겠습니까?
10501,정원 안\n대화-1,당신의 대답은?
10502,정원 안\n대화-2,당신의 반응은?
10503,정원 안\n대화-3,어떻게 증명하시겠습니까?
10601,금붕어 잡기-1,어떻게 위로하시겠습니까?
10602,금붕어 잡기-2,어느 금붕어를 잡으시겠습니까?
10603,금붕어 잡기-3,당신의 반응은?
10701,볶음면 가게-1,당신의 대답은?
10702,볶음면 가게-2,당신의 대답은?
10703,볶음면 가게-3,당신의 반응은?
10801,가면 가게-1,당신의 반응은?
10802,가면 가게-2,당신의 대답은?
10803,가면 가게-3,당신의 선택은?
10901,불꽃놀이-1,당신의 반응은?
10902,불꽃놀이-2,당신의 대답은?
10903,불꽃놀이-3,불꽃놀이를 어디서 보시겠습니까?
11001,미인 대회-1,당신의 대답은?
11002,미인 대회-2,당신의 대답은?
11003,미인 대회-3,어떤 참가자가 제일 좋았습니까?
11101,극장 로비-1,당신의 대답은?
11102,극장 로비-2,당신의 대답은?
11103,극장 로비-3,당신의 반응은?
11201,관객석-1,당신의 대답은?
11202,관객석-2,그 공연에 대한 감상은?
11203,관객석-3,어떻게 위로하시겠습니까?
11301,기념품 가게-1,의견이 나뉩니다. 어떡하시겠습니까?
11302,기념품 가게-2,당신의 대답은?
11303,기념품 가게-3,당신의 대답은?
11401,분장실-1,당신의 대답은?
11402,분장실-2,어떤 메이크업을 원하십니까?
11403,분장실-3,당신의 대답은?
11501,무대-1,당신의 대답은?
11502,무대-2,감성적인 손인에게 어떤 말을 하시겠습니까?
11503,무대-3,당신의 반응은?
20101,대관람차-1,"등애가 대관람차 탑승에 거부감을 표시한다, 어떻게 그녀를 설득하시겠습니까?"
20102,대관람차-2,관람차에 앉을 위치를 정하세요.
20103,대관람차-3,"이런, 등애가 고소공포증이 있었다는 걸 미처 몰랐다.무서워하는 등애를 어떻게 위로할까요?"
20201,회전 목마-1,고집을 부리는 등애를 어떻게 설득하시겠습니까?
20202,회전 목마-2,당신의 대답은?
20203,회전 목마-3,당신의 선택은?
20301,아이스크림 차-1,당신의 반응은?
20302,아이스크림 차-2,당신의 선택은?
20303,아이스크림 차-3,말하던 중 등애의 손에 있던 아이스크림이 이미 녹아서 손바닥에 떨어졌습니다. 어떡하시겠습니까?
20401,롤러 코스터-1,등애는 별로 타고 싶지 않은 것 같습니다. 어떡하시겠습니까?
20402,롤러 코스터-2,등애에게 롤러코스터를 타지 말라고 어떻게 권하시겠습니까?
20403,롤러 코스터-3,당신의 대답은?
20501,귀신의 집-1,"모르는 후배의 부탁, 당신의 대답은?"
20502,귀신의 집-2,무섭지 않다고 했지만 등애의 몸이 여전히 떨고 있습니다. 당신의 반응은?
20503,귀신의 집-3,특별 공연을 구매하시겠습니까?
20601,옷가게-1,당신의 대답은?
20602,옷가게-2,등애는 이 옷이 별로입니다. 어떡하시겠습니까?
20603,옷가게-3,당신의 선택은?
20701,고양이 카페-1,당신의 반응은?
20702,고양이 카페-2,당신의 선택은?
20703,고양이 카페-3,구매하시겠습니까?
20801,영국식 카페-1,당신의 선택은?
20802,영국식 카페-2,당신의 선택은?
20803,영국식 카페-3,당신의 대답은?
20901,꽃가게-1,어떡하시겠습니까?
20902,꽃가게-2,당신의 선택은?
20903,꽃가게-3,당신의 대답은?
21001,쉼터에서의 대화-1,당신의 대답은?
21002,쉼터에서의 대화-2,당신의 반응은?
21003,쉼터에서의 대화-3,등애가 속마음을 털어놓고 싶어 합니다. 어떡하시겠습니까?
21101,사과 사탕 가게-1,귀엽다고 한 뒤 분위기가 조금 이상해졌습니다. 어떡하시겠습니까?
21102,사과 사탕 가게-2,당신의 반응은?
21103,사과 사탕 가게-3,등애의 입가에 사탕이 묻어있습니다. 말하시겠습니까?
21201,불꽃놀이-1,당신의 대답은?
21202,불꽃놀이-2,당신의 반응은?
21203,불꽃놀이-3,당신의 선택은?
21301,타코야키-1,당신의 선택은?
21302,타코야키-2,당신의 선택은?
21303,타코야키-3,어떡하시겠습니까?
21401,빙수 가게-1,당신의 반응은?
21402,빙수 가게-2,어떤 맛을 선택하시겠습니까?
21403,빙수 가게-3,당신의 반응은?
21501,종이 물고기 낚시-1,게임을 하시겠습니까?
21502,종이 물고기 낚시-2,어떡하시겠습니까?
21503,종이 물고기 낚시-3,당신의 대답은?
30101,호숫가 대화-1,당신의 대답은?
30102,호숫가 대화-2,당신의 반응은?
30103,호숫가 대화-3,당신의 대답은?
30201,배 타기-1,가서 보시겠습니까?
30202,배 타기-2,어느 방향으로 가시겠습니까?
30203,배 타기-3,당신은 무엇을 하시겠습니까?
30301,피크닉-1,당신의 선택은?
30302,파크닉-2,당신의 선택은?
30303,파크닉-3,도와주시겠습니까?
30401,연을 날리기-1,당신의 반응은?
30402,연을 날리기-2,당신의 선택은?
30403,연을 날리기-3,어떻게 도와주시겠습니까?
30501,바둑 두기-1,당신의 선택은?
30502,바둑 두기-2,당신의 대답은?
30503,바둑 두기-3,당신의 반응은?
30601,부채 가게-1,무엇을 물어보겠습니까?
30602,부채 가게-2,어떤 부채를 선택하시겠습니까?
30603,부채 가게-3,당신의 선택은?
30701,쉼터-1,당신의 대답은?
30702,쉼터-2,당신의 반응은?
30703,쉼터-3,당신의 대답은?
30801,고양이 카페-1,"당신이 낯이 익다는 점원, 당신의 대답은?"
30802,고양이 카페-2,어떤 고양이를 선택하시겠습니까?
