id,title,name,dialog,select_text
1,개교 기념일,,유몽학원이 개교한 지 백여 년이 되었고 학원의 교직원 수는 예전보다 많이 늘었다.,
2,,,최근 1년 동안 많은 신입생 소녀가 입학하었고 이에 따라 학원의 역량도 높아졌다.,
3,,,똑똑!,
4,,시즈코,누구세요?,
5,,*,"시즈코, 나야! 오늘은 개교 기념일이라는 걸 잊었어?",
6,,시즈코,선배네! 어떻게 잊을 수가 있어요?! 저는 선배가 저를 데리러 올 거라고 생각해서 준비 다 했어요!,
7,,시즈코,선배가 이렇게 늦게 왔으니 저 혼자 갈 뻔했어요.,
8,,*,미안. 중요한 날이라서 어떤 옷을 입어야 할지 좀 고민했었어.,
9,,시즈코,그래서 이 옷이 선배가 고민 끝에 선택한 거에요?,
10,,*,맞아. 헤헤!,
11,,시즈코,음... 좋아요...,
12,,*,왜 머뭇거렸어?,
13,,시즈코,선배가 좋아했으면 돼요~ 어서 축제 이벤트 현장으로 가요~!,
14,,*,좋아!,
15,,,나와 시즈코는 목적지에 도착해서 문을 연 후 제일 먼저 눈에 들어오는 사람이 바로 얘기 중인 프로메테우스와 코코다.,
16,,코코,……,
17,,프로메테우스,저 때문에 놀랬죠. 죄송해요... 저는 무섭죠.,
18,,코코,아니야. 그냥 이런 차가운 불을 처음봐서 좀 신기했어.,
19,,코코,쳐다보는 것에 대해 사과할게. 불편했어?...,
20,,프로메테우스,아니에요. 저는 이미 익숙했어요.,
21,,코코,왜 이렇게 됐는지 물어봐도 돼?,
22,,코코,물론 대답하기 싫으면 얘기 안 해도 돼...,
23,,프로메테우스,얘기할 수 없는 일이 아니에요. 그저 신의 벌을 받아서 이렇게 됐어요.,
24,,코코,신의 벌? 신도 신의 벌 받을 수 있나?,
25,,프로메테우스,신 위에 또 신이 있어요… 제가 신의 왕의 물건을 훔쳐서 허락되지 않는 곳에서 사용했어요…,
26,,코코,물건을 훔친다고?... 근데 프로메테우스도 자신의 사정이 있었겠지.,
27,,프로메테우스,……,
28,,프로메테우스,신의 왕의 명령을 어겨서 이렇게 됐어요...,
29,,프로메테우스,그래서 저는 원망할 건 없어요...,
30,,*,이렇게 즐거운 날에 왜 굳이 무거운 얘기를 해?,
31,,코코,선배가 왔어요.,
32,,시즈코,"코코, 프로메테우스, 안녕~",
33,,프로메테우스,선배와 시즈코는 드디어 왔어요. 노반 선배가 귀한 손님이 아직 안 와서 개막 연설을 일단 하지 않겠다고요.,
34,,시즈코,선배님 탓이야. 축제를 위해 옷을 특별히 골라서 좀 늦었어!,
35,,*,헤헤. 미안.,
36,,*,그런데 너희들은 방금 왜 그런 얘기를 했어?,
37,,프로메테우스,……,
38,,코코,제가 프로메테우스한테 괜히 물어봤어요.,
39,,코코,우리 다른 얘기를 하면 어때요? 유몽 학원 옛날 얘기 어때요?,
40,,*,내가 다 아는 건 아니야. 왈큐레한테 물어보면 재밌겠다.,
41,,바닐라,누가 왈큐레를 얘기했어?...,
42,,노반,"왈큐레?... 오, 선배가 드디어 왔어요.",
43,,바닐라,이제 축제 개막 연설 시작도 되지?,
44,시즈코는 술 마시고 싶다,노반,크크. 여러분!,
45,,노반,오늘은 우리 학원의 축제입니다. 여러분들을 감사하기 위해 저와 제갈량이 이렇게 제안해봤습니다.,
46,,노반,이 자리를 만들겠다고 제한했습니다!,
47,,시즈코,"선배, 노반 선개의 개막 연설이 시작했어요!",
48,,노반,축제 현장에 있는 케이크와 음료수는 셀프입니다~,
49,,노반,게임 코너도 있으니 재밌는 게임도 할 수 있답니다~!,
50,,*,게임 코너라고? 무슨 게임이 있어?,
51,,시즈코,역시 선배가 게임을 제일 좋아해요...,
52,,*,헤헤. 게임이 재밌잖아!,
53,,노반,헤르메스와 장비는 음료수 코너에 있으니 마시고 싶은 게 있으면 그들을 찾아보세요!,
54,,시브니,오늘은 케이크와 음료수는 다 무제한이에요!,
55,,제갈량,내가 무제한이라는 걸 언제 말했어? 만약 장비랑 헤르메스는 나를 찾아 돈 달라고 하면 어떻하지?...,
56,,노반,오늘 재밌게 놀아야 돼용~!,
57,,시즈코,술도 마실 수 있나요?!,
