id,name,desc
1,환상 안개,"아군 NPC 소녀의 체력 18%, 공격 14% 증가"
2,약점 통찰,"아군 NPC 소녀의 면역력 30%, 구속 강화율 30% 증가"
3,숙련자,"아군 NPC 소녀의 가드 30%, 정밀 30% 증가"
4,용감한 방패,아군 NPC 소녀의 가드 30% 증가
5,육체 강화,아군 NPC 소녀의 체력 18% 증가
6,공격력 강화 A,"아군 수라, 진성 학부 소녀의 공격 18% 증가"
7,공격력 강화 B,"아군 은신, 풍견 학부 소녀의 공격 18% 증가"
8,공격력 강화 C,"아군 신위, 담화 학부 소녀의 공격 18% 증가"
9,악마 의식,"전투 시작 시, 아군 소녀는 에너지 200으로 시작."
10,신성 비호,치명타 대미지 무효화(각 전투에서 1회만 발동)
11,일심동체,"아군 소녀의 대미지 감소 25% 증가. 아군 소녀가 대미지를 입을 경우, 50% 확률로 모든 아군이 그 대미지를 분담시킨다."
12,무효,아군 소녀의 면역력 100% 증가
13,이도류,아군 소녀의 일반 공격 후 50%의 확률로 추가적인 일반 공격 개시.
14,잠재력 자극,"아군 소녀의 치명타 25%, 치명타 대미지 25% 증가"
