id,fort_name,fort_name2,name,description,skill
1,화타·의사의 신조,화타·의사의 신조,보건실의 천사,"화타는 유몽학원의 유일한 의사로 전교 학생의 건강을 책임지고 있다. 동시에, 고민 상담사로서 마음의 케어도 담당하고 있다.\n어느날 화타가 선배에게 부탁을 한다......",
2,화타·의사의 신조,화타·의사의 신조,괴상한 환자,"보건실의 업무가 바쁘고 충실하며, 선배는 점차 보건실의 일에 습관이 되었다.\n조수 생활이 평온하게 지나갈 것만 같았을 때, 보건실에 이상한 환자가 왔다.",
3,화타·의사의 신조,화타·의사의 신조,급격히 악화됐다.,"병이 어느정도 안정되어 모두가 안심했는데, 며칠 후, 상태는 급격히 악화됐다……",
4,화타·의사의 신조,화타·의사의 신조,왕진,진실을 밝히기 위해 화타는 오랜만에 보건실을 떠나 직접 조사에 나섰다.,
5,화타·의사의 신조,화타·의사의 신조,단서,화타는 식당에가서 장비한테 자신의 추측을 검증받았다. 그러나 이번 사건을 해결하려면 한 발자국 더 나아가야 한다.,
6,화타·의사의 신조,화타·의사의 신조,답사를 간다.,화타는 외출 준비를 끝내고 유몽 숲 속으로 들어갔다. 오랫만에 이 곳을 온 것이다. 마음도 전과는 사뭇 다랐다.,
7,화타·의사의 신조,화타·의사의 신조,어진 의사,한동안의 수색 끝에 화타는 오염의 근원을 찾았지만 이곳에서 예상치 못한 것이 그를 기다리고 있었다.,
8,화타·의사의 신조,화타·의사의 신조,의사의 전투,화타는 상대의 공격을 피했지만 반격할 기미는 보이지 않았다. '의사의 전투'란 도대체 어떤것을 얘기하는가?,
9,화타·의사의 신조,화타·의사의 신조,의사의 사명,맹수는 깊은 잠에 빠져 전투에 종지부를 찍었다. 하지만 의사에게 진정한 싸움은 아직 시작되지도 않았다.,
10,화타·의사의 신조,화타·의사의 신조,다시 평온을 갖다.,위기는 풀리고 학원은 다시 평온해졌고 조수로서 보건실에서 일을 하는 시기도 끝나간다. 화타는 선배에게 고마움을 표시하기 위해 준비한 게 있는데......,
11,우길·저승사자의 마음,우길·저승사자의 마음,황야에서 태어나다,저승사자 '우길'은 황야에서 태어났다. 그녀는 태어날 때부터 '불필요한 감정'이 없었으며 단지 이 세상의 영혼을 마음껏 사냥하고 싶어 했다.,
12,우길·저승사자의 마음,우길·저승사자의 마음,성장의 열매,여기저기 돌아다니는 우길은 카오스와의 싸움 외에도 기분에 따라 인간의 영혼을 수확한다. 어느 날 마을을 지나 한 아이의 영혼을 거두고 싶었던 그녀는 이해할 수 없는 감정 때문에 낫을 멈췄다......,
13,우길·저승사자의 마음,우길·저승사자의 마음,재회,여기저기 돌아다니는 우길은 한마을에서 익숙한 모습을 보았다......,
14,우길·저승사자의 마음,우길·저승사자의 마음,인연의 끝?,우길와 소녀는 다시 만나게 되었다. 소녀는 가족을 잃고 무기력한 상태였다. 이런 모습에 이해도 공감도 못하는 우길은 눈앞에 보이는 것에 흥미를 갖게 되는데......,
15,우길·저승사자의 마음,우길·저승사자의 마음,보살핌,우길은 소녀의 영혼을 거두지 않았으며 간혹 가족이 없는 소녀를 보러간다. 우길은 자신의 이런 감정은 자선행위에 불과하다고 생각한다......,
16,우길·저승사자의 마음,우길·저승사자의 마음,모순된 감정,이 과정에서 우길은 소녀에게 이상한 감정을 가지게 되었다.,라운드 표식 보유한 소녀는 받은 치료 효과 감소
17,우길·저승사자의 마음,우길·저승사자의 마음,충돌 요인,소녀는 우길에게 자신의 꿈을 이야기하고 그녀에게 `강한 신성함`을 느꼈다고 했다. 우길은 이런 생각을 하는 소녀를 우습게 여겼다.,라운드 표식 보유한 소녀는 받은 치료 효과를 감소한다.\n우길 부활할 때 모든 적에게 라운드 표식 하나를 부여한다.
18,우길·저승사자의 마음,우길·저승사자의 마음,맺을 수 없는 인연,우길은 열매 익을 때와 망설임 없이 낫을 휘두를 수 있는 날을 기다리고 있다. 하지만 소녀가 있는 마을에 큰 변고가 생길 줄은 몰랐다......,라운드 표식 보유한 소녀는 받은 치료 효과를 감소한다.\n전투 시작 시 랜덤으로 아군 소녀 2명에게 라운드 표식 하나를 부여한다.\n우길 부활할 때 모든 적에게 라운드 표식 하나를 부여한다.
19,우길·저승사자의 마음,우길·저승사자의 마음,인간의 마음,"오랫동안 기다리던 영혼을 거두는 순간을 마주한 우길은 복잡한 마음으로 낫을 들었다. 그 순간, '저승사자' 우길은 '감정'이라는 것을 가지게 되었다.",라운드 표식 보유한 소녀는 받은 치료 효과를 감소한다.\n전투 시작 시 랜덤으로 아군 소녀 3명에게 라운드 표식 하나를 부여한다.\n우길 부활할 때 모든 적에게 라운드 표식 하나를 부여한다.
20,우길·저승사자의 마음,우길·저승사자의 마음,유몽 학원?,외출 나간 선배는 길에서 우길의 도움을 받았다. 우길은 선배에게 따르고 싶다는 뜻을 표했다......,라운드 표식 촉발할 때 추가로 한 차례 더 적용된다.\n우길이 쓰러질 때 우길 이외의 아군이 존재할 경우 부활 횟수 제한을 무시하고 반드시 부활한다.\n우길 부활할 때 모든 적에게 라운드 표식 하나를 부여한다.
