id,title,text
1,vip_awards,지정된 VIP 레벨 달성 시 획득 가능：
2,vip_giftbox,지정된 VIP 레벨 달성 시 구매 가능：
3,month_card_awards_show,월간 패스 일일 추가 보상：
4,gacha_box,프리미엄 캡슐 뽑기 골든 에그 에너지 활성화
5,gamble,일반 슬롯 머신 10회 연속 추첨 오픈
7,partners_limit,소녀 보유 한도：+
8,extra_midas,마이다스의 손에서 획득할 수 있는 골드： +
10,extra_output,"보너스 골드, 경험치, 경험치 드링크 수익：+"
11,pub_mission_num,아르바이트 미션 최대 횟수：
12,battle_speed,전투 4배속 기능 해제
13,quiz_buy_times,테스트 퀘스트 구매 횟수：+
9,midas_buy_times,마이다스의 손 다이아 구매 한도:
14,travel_buy_time_limit,빵 구매 한도:
6,gamble_up,프리미엄 슬롯 머신 10회 연속 추첨 오픈
