id,buff_id,plus_minus,name,sec
1,atk|atkP|siphonAtk|vanity,1,Augmentation d'Attaque,Augmente l'Attaque de la cible.
2,hp|hpP|addHpLimit,1,Augmentation des PV,Augmente les PV de la cible.
3,arm|armP|siphonArm,1,Augmentation d'Armure,Augmente l'Armure de la cible.
4,spd|spdSteal,1,Augmentation de Vitesse,Augmente la Vitesse de la cible.
5,sklP,1,Augmentation des Dégâts des Compétences,Augmente les Dégâts des Compétences de la cible.
6,hit,1,Augmentation de Précision,Augmente la Précision de la cible.
7,miss|missLimit2,1,Augmentation de Blocage,Augmente le Blocage de la cible.
8,crit,1,Augmentation des Critiques,Augmente les Critiques de la cible.
9,critTime|critTimeBlood,1,Augmentation des Dégâts Critiques,Augmente les Dégâts Critiques de la cible.
10,brk,1,Augmentation de Pénétration d'Armure,Augmente la Pénétration d'Armure de la cible.
11,free,1,Augmentation d'Immunité,Augmente l'Immunité de la cible.
12,trueAtk,1,Augmentation des Dégâts Divins,Augmente les Dégâts Divins de la cible.
13,decDmg|decDmgBlood|decDmgNadd|allHarmDec,1,Augmentation de Résistance aux Dégâts,Augmente la Résistance aux Dégâts de la cible.
14,healB,1,Augmentation des Soins Reçus,Augmente les Soins Reçus de la cible.
15,healI,1,Augmente des Soins,Augmente les Soins de la cible.
16,atk|atkP|siphonAtk|vanity,2,Réduction d'Attaque,Réduit l'Attaque de la cible.
17,hp|hpP,2,Réduction des PV,Réduit les PV de la cible.
18,arm|armP|siphonArm,2,Réduction d'Armure,Réduit l'Armure de la cible.
19,spd|spdSteal,2,Réduction de Vitesse,Réduit la Vitesse de la cible.
20,sklP,2,Réduction des Dégâts des Compétences,Réduit les Dégâts des Compétences de la cible.
21,hit,2,Réduction de Précision,Réduit la Précision de la cible.
22,miss|missLimit2,2,Réduction de Blocage,Réduit le Blocage de la cible.
23,crit,2,Réduction des Critiques,Réduit les Critiques de la cible.
24,critTime|critTimeBlood,2,Réduction des Dégâts Critiques,Réduit les Dégâts Critiques de la cible.
25,brk,2,Réduction de Pénétration d'Armure,Réduit la Pénétration d'Armure de la cible.
26,free,2,Réduction d'Immunité,Réduit l'Immunité de la cible.
27,trueAtk,2,Réduction des Dégâts Divins,Réduit les Dégâts Divins de la cible.
28,decDmg|decDmgBlood|decDmgNadd,2,Réduction de Résistance aux Dégâts,Réduit la Résistance aux Dégâts de la cible.
29,healB,2,Réduction des Soins Reçus,Réduit les Soins Reçus de la cible.
30,healI,2,Réduction des Soins,Réduit les Soins de la cible.
31,weak,,Affaiblissement,Marque : augmente les dégâts subis par la cible marquée.
32,stun,,Étourdir,Effet de Contrôle : la cible sera temporairement incapable de lancer sa Compétence Active ou d'attaquer les ennemis.
33,ice,,Gêler,Effet de Contrôle : la cible sera temporairement incapable de lancer sa Compétence Active ou d'attaquer les ennemis.
34,stone,,Pétrifier,Effet de Contrôle : la cible sera temporairement incapable de lancer sa Compétence Active ou d'attaquer les ennemis.
35,forbid,,Silence,Effet de Contrôle : la cible sera temporairement incapable de lancer sa Compétence Active.
36,hot|healP,,Récupération des PV,La Fille sous cet effet récupère des PV au début de chaque tour.
37,dotPoison,,Empoisonnement,Dégâts sur la Durée : la cible affectée par cet effet subira des dégâts correspondants au début de chaque tour jusqu'à la fin de cet effet.
