id,title,text
1,vip_awards,Vous obtiendrez：
2,vip_giftbox,Vous pourrez acheter：
3,month_card_awards_show,Récompenses quotidiennes avec Carte Mensuelle：
4,gacha_box,Débloquer la fonction - Œuf d'Or
5,gamble,"Débloquer le mode ""x10"" dans le Distributeur Normal"
7,partners_limit,Capacité Maximale de Fille：+
8,extra_midas,Pièce d'Alchimiste Disponible：+
10,extra_output,"Bonus de Pièces, EXP, Jus en Auto-Bataille：+"
11,pub_mission_num,Limite de Jobs：
12,battle_speed,Débloquer vitessex4 dans la bataille
13,quiz_buy_times,Achat Limite de Quiz：+
9,midas_buy_times,Limite d'achat avec des Gemmes dans l'Alchimie：
14,travel_buy_time_limit,Limite d'achat avec des Pains Délicieux：
6,gamble_up,"Débloquer le mode ""x10"" dans le Distributeur Avancé"
15,gacha_50times,"Débloquer le mode ""tirer x50"" Capsules Avancées durant l'événement - Capsule de Nouvelle Fille"
16,auto_transfer,"Débloquer le mode ""Auto-Transférer"" en tirant des Capsules Avancées durant l'événement - Capsule de Nouvelle Fille"
