id,desc
1,Atteindre le Top 64 dans l'Arène Ultime
2,Atteindre le Top 8 dans l'Arène Ultime
3,Atteindre le Top 4 dans l'Arène Ultime
4,Devenir le Champion de l'Arène Ultime
5,Devenir le Champion de l'Arène Ultime 2 fois
6,Devenir le Champion de l'Arène Ultime 3 fois
7,Devenir le Champion de l'Arène Ultime 4 fois
8,Devenir le Champion de l'Arène Ultime 5 fois
9,Devenir le Champion de l'Arène Ultime 6 fois
10,Devenir le Champion de l'Arène Ultime 7 fois
11,Devenir le Champion de l'Arène Ultime 8 fois
12,Devenir le Champion de l'Arène Ultime 9 fois
13,Devenir le Champion de l'Arène Ultime 10 fois
