id,desc
1,Combattre 1 fois dans Test
2,Combattre 5 fois dans l'Arène
3,Terminer 6 Quiz
4,Dépenser 500 Gemmes
5,Connexion Accumulée de 5 jours
6,Dépenser 2000 Gemmes
7,Utiliser 400 Tickets du Distributeur
8,Utiliser 800 Tickets du Distributeur
9,Utiliser 200 jetons de Capsule Avancée
10,Utiliser 500 jetons de Capsule Avancée
11,Utiliser 40 Sceaux
12,Utiliser 80 Sceaux
13,Obtenir 1 Fille 5 étoiles
14,Obtenir 1 Fille 6 étoiles
15,Utiliser 1000 Orbes Élémentaires
16,Utiliser 2000 Orbes Élémentaires
17,Utiliser 30 Gouvernails\n(≠Gouvernail Avancé)
18,Utiliser 75 Gouvernails\n(≠Gouvernail Avancé )
