id,desc
1,Complétez toutes les tâches suivantes
2,Explorer 1 fois dans les Échos du Temps
3,Utiliser 3 Tickets d'Arène
4,Combattre 1 fois dans Pratique Extra-Scolaire
5,Déclencher 1 Événement Spécial - Ballon
6,Déclencher 1 Événement Spécial - Bernard-l'hermite
7,Déclencher 1 Événement Spécial - Valve à Eau
8,Échanger des Pièces de l'Océan contre 1 Skin
9,Utiliser 10 Pelles
10,Utiliser 40 Pelles
11,Utiliser 70 Pelles
12,Utiliser 100 Pelles
13,Utiliser 150 Pelles
14,Obtenir 1000 Points
15,Obtenir 1500 Points
16,Obtenir 2000 Points
17,Obtenir 3000 Points
18,Obtenir 6000 Points
19,Obtenir 10000 Points
20,Finir 1 Job 3 étoiles (ou +)
