id,desc
1,Terminer toutes les tâches ci-dessous (Journalières)
2,Combattre 1 fois dans Test
3,Combattre 5 fois dans l'Arène
4,Terminer toutes les Quêtes Journalères du Livre
5,Acheter 1 meuble dans Boutique des Meubles
6,Terminer toutes les tâches ci-dessous (Hebdo.)
7,Connexion consécutive de 5 jours
8,Dépenser 4000 Gemmes
9,Utiliser 200 Tickets du Distributeur
10,Utiliser 400 Tickets du Distributeur
11,Tirer 100 Capsules Avancées
12,Tirer 200 Capsules Avancées
13,Utiliser 20 Sceaux
14,Utiliser 40 Sceaux
15,Utiliser 30 Gouvernails\n(≠Gouvernail Avancé )
16,Utiliser 75 Gouvernails\n(≠Gouvernail Avancé )
17,Obtenir 1 Fille 5 étoiles
18,Obtenir 1 Fille 6 étoiles
