id,desc
1,"Senpai, le Seigneur du Chaos a envahi le campus, nous ne pourrons pas le vaincre tout seul, faites équipe avec vos amis pour aller le battre !"
2,Touchez ici pour voir les informations de l'équipe et choisissez vos coéquipiers~
3,Touchez ici pour voir l'équipe de vos amis et postuler pour rejoindre l'équipe
4,"Comme vous pouvez le constater, le Chaos a été détécté sur la carte du campus, touchez l'avatar des envahisseurs pour les attaquer !"
5,"Quand le Chaos est détécté, vous n'aurez plus le temps de rejoindre ou créer une équipe, vous devez vous préparer à l'avance !"
6,Vous pouvez voir ici le temps restant de ce tour de Sécurité
7,Touchez ici pour voir les récompenses pour avoir vaincu le Chaos
8,"Touchez ici pour voir les règles, Yuki laissera le reste au Senpai pour improviser !"
9,"Senpai, le Seigneur du Chaos a envahi le campus, nous ne pourrons pas le vaincre tout seul, faites équipe avec vos amis pour aller le battre !"
10,Touchez ici pour voir les informations de l'équipe et choisissez vos coéquipiers~
11,Touchez ici pour voir l'équipe de vos amis et postuler pour rejoindre l'équipe
12,"Selon la carte du campus, le Chaos n'a pas été détécté pour le moment"
13,"Quand le Chaos est détécté, vous n'aurez plus le temps de rejoindre ou créer une équipe, vous devez vous préparer à l'avance !"
14,Vous pouvez voir ici le temps restant avant la nouvelle vague d'invasion du Chaos
15,Touchez ici pour voir les récompenses pour avoir vaincu le Chaos
16,"Touchez ici pour voir les règles, Yuki laissera le reste au Senpai pour improviser !"
