id,name,desc
1,Brume Illusoire,Augmente les PV du PNJ allié de 18% et l'Attaque Basique de 14%
2,Détection,Augmente l'Immunité du PNJ allié de 30% et les Chances de Contrôle de 30%
3,Concentration,Augmente le Blocage du PNJ allié de 30% et la Précision de 30%
4,Bouclier intrépide,Augmente le Blocage de 30%
5,Renforcement,Augmente les PV de 18%
6,Affûtage A,Augmente l'Attaque des alliées de la Maison Ange & Démon de 18%
7,Affûtage B,Augmente l'Attaque des alliées de la Maison Fantôme & Monstre de 18%
8,Affûtage C,Augmente l'Attaque des alliées de la Maison Humain & Fée de 18%
9,Rituel Démoniaque,Vos filles possèdent 200 Énergies au début du combat
10,Bénédiction,Protège vos Filles contre 1 attaque mortelle (une fois par tour)
11,Corps Unifié,"Vos Filles gagnent 25% de Résistance aux Dégâts. Quand une fille subit des dégâts, il y a 50% de chance que les dégâts soient répartis de façon égale entre tous les alliés."
12,Immunisation,Augmente l'Immunité aux Contrôles de 100%
13,Lame Double,"Après chaque attaque basique, l'allié a 50% de chances d'effectuer une attaque basique supplémentaire."
14,Stimulation Potentielle,Augmente les Critiques de 25% et les Dégâts Critiques de 25% pour toutes vos filles.
