id,name,desc
1,Stimulation Potentielle,"Augmente les critiques de 25%, les dégâts critique de 25% pour toutes vos Filles"
2,Rituel Démoniaque,"Quand la bataille commence, vos Filles ont 90% de PV et 200 d'Energie"
3,Coup au Cœur,"Quand la bataille commence, tous les ennemis reçoivent des Dégâts sur la Durée pendant 3 tours. Les Dégâts sur la Durée reçus par le Saignement, Empoisonnement et Brûlure sont augmentés de 25%."
4,Fluctuation d'Energie,"Quand la bataille commence, tous les ennemis sont affectés par un contrôle aléatoire pendant 2 tours, Les alliés infligent 50% de dégâts supplémentaires contre les cibles étant gelée, pétrifiée, étourdit."
5,Lumière éblouissante,"Quand un allié lance une compétence, étourdit un ennemi aléatoire pendant 2 tours."
6,Répandre la Peur,"À la fin du tour ennemi, inflige des dégâts équivalent à 10% des PV max de la Fille de ton équipe ayant le plus de PV, attaque innesquivable, et a 50% de chance d'être rendue au silence pendant 2 tours"
7,Tempête Nuageuse,"Les soins des alliés seront augmentés de 25%. Tout les soins des ennemis seront diminués de 75%. Quand une Fille est soignée, l'ennemi ayant le plus de PV recevra des dégâts équivalent à 5% des PV max de la Fille ayant été soigné, attaque inesquivable"
8,Le Chemin de Shura,"Quand une Fille reçoit des dégâts, elle a 75% de chance de contre attaquer, infligeant 100% des dégâts, attaque inesquivable"
9,Corps Unifié,"Votre Fille gagne 25% de Résistance aux Dégâts, quand une Fille reçoit des dégâts, il y a 50% de chance de distribuer les dégâts de façon égale entre tous les alliés."
10,Lame Double,"Les Filles alliées reçoivent un bonus d'Attaque Basique de 100%, lorsque qu'une Fille utilise une Attaque Basique elle a 50% de chance d'en faire une autre supplémentaire."
