name,translation
STAGE_NAME,Étape {1}-{2}
BIG_MAP,Carte
YES,Oui
NO,Non
GET,Obtenir
GET2,Collecter
TEAM,Équipe
AWARD,Butin
EQUIP,Équipement
ITEM,Objet
DEBRIS,Fragment
ARTIFACT,Antiquité
NOW_NONE,Aucun {1}
NOT_SELL,Non vendable
BATTLE_FORMATION_WIN,Bataille
FRONT_ROW,Avant
BACK_ROW,Arrière
ARTIFACT_ATTR_LIMIT,Attributs : {1}
GET_WAYS,Moyen d'obtention :
FORT_NAME_1,Illusion de Sarah
FORT_NAME_2,Ile de la Lune
FORT_NAME_3,Terre de la Peur
FORT_NAME_4,Mine de Krom
FORT_NAME_5,Iceberg Oublié
FORT_NAME_6,Fort Hyde
FORT_NAME_7,Sol Brûlant
FORT_NAME_8,Haut Ciel
FORT_NAME_9,Illusion de Sarah
FORT_NAME_10,Ile de la Lune
FORT_NAME_11,Terre de la Peur
FORT_NAME_12,Mine de Krom
FORT_NAME_13,Iceberg Oublié
FORT_NAME_14,Fort Hyde
FORT_NAME_15,Sol Brûlant
FORT_NAME_16,Haut Ciel
FORT_NAME_17,Forêt de Bane
FORT_NAME_18,Forteresse des Morts-vivants
FORT_NAME_19,Illusion de Sarah
FORT_NAME_20,Ile de la Lune
FORT_NAME_21,Terre de la Peur
FORT_NAME_22,Mine de Krom
FORT_NAME_23,Iceberg Oublié
FORT_NAME_24,Fort Hyde
FORT_NAME_25,Sol Brûlant
FORT_NAME_26,Haut Ciel
FORT_NAME_27,Forêt de Bane
FORT_NAME_28,Forteresse des Morts-vivants
FORT_NAME_29,Ancienne Relique
FORT_NAME_30,Forteresse Fantôme
FORT_NAME_31,Illusion de Sarah
FORT_NAME_32,Ile de la Lune
FORT_NAME_33,Terre de la Peur
FORT_NAME_34,Mine de Krom
FORT_NAME_35,Iceberg Oublié
FORT_NAME_36,Fort Hyde
FORT_NAME_37,Sol Brûlant
FORT_NAME_38,Haut Ciel
FORT_NAME_39,Forêt de Bane
FORT_NAME_40,Forteresse des Morts-vivants
FORT_NAME_41,Ancienne Relique
FORT_NAME_42,Forteresse Fantôme
PARTNER_DETAIL_TIPS,"Ne t'inquiètes pas, les nombres ne sont pas ce qu'il y a de plus important"
GRADE,Grade
LEV_UP,Améliorer
AWAKE,Éveiller
JOB_1,Guerrier
JOB_2,Mage
JOB_3,Éclaireur
JOB_4,Assassin
JOB_5,Prêtre
STAGE_RES,Sortie
STAGE_ITEM,Butin
STAGE_RES_NUM,+{1}/5s
STAGE_HANG,Auto-Bataille
ATK,Attaque
HP,PV
ARM,Armure
ATKP,Attaque
HPP,PV
ARMP,Armure
SPD,Vitesse
ENERGY,Énergie
HIT,Précision
MISS,Blocage
CRIT,Critique
TRUEATK,Dég. Divins
BRK,Péné. d'Armure
CRITTIME,Dég. Crit.
FREE,Immunité
SKLP,Dég. Comp.
DECDMG,Résis. aux Dég.
CAMPAIGN_HANG_ITEM_WINDOW,Butin
TIPS,Attention
TOP_LEV_UP,Niveau
COMPOSE_EQUIP,Synthétiser
COMPOSE_EQUIP_NO_MANA,Pièces d'Or Insuffisantes !
COMPOSE_EQUIP_NUM_0,Aucun équipement à synthétiser !
POWER,Puissance
DAY,{1} Jour(s)
HOUR,{1} Heures
MINUTE,{1} Mins
SECOND,{1} s
CONFIRM,Confirmer
EQUIP_STRENGTHEN,Synthétiser
PARTNER,Filles
SUMMON,Invoquer
SELF,Allié
ENEMY,Ennemi
DAMAGE,Dégâts
HEAL,Soin
FAIL_ADVICE,Utilisez les méthodes ci-dessous pour améliorer votre force
PUB_MISSION_FULL_HERO,Vous avez déjà assez de Filles pour la mission
BATTLE_TIPS_TITLE,Rivalité de Maison
CAMPAIGN_WINDOW_HELP,"1. Chaque zone de bataille contient plusieurs Étapes. Finissez tous les étages dans la difficulté actuelle afin de débloquer la difficulté suivante.|2. À la fin de chaque étape vous recevrez des récompenses.|3. Vous devez atteindre les requêtes nécessaires afin de pouvoir débloquer l'étape suivante.|4. La Bataille Auto durera au maximum 12 heures. Après 12 heures vous ne recevrez plus de récompenses.|5. La Bataille Auto donne du Jus d'EXP, de l'EXP de joueur, et des Pièces. Des étapes de niveaux plus élevées vous donnent des récompenses plus élevées.|6. La Bataille Auto vous donnera aussi des équipements et des fragments."
CAMPAIGN_HANG_FORMATION_WINDOW,Équipe
SHENXUE_SELECT_WINDOW,Choisissez les Filles Matérielles
NO_PARTNER,Vous n'avez pas de Filles Matérielles
PUB_SPEED_MISSION_1,Vous n'avez pas assez de Gemmes pour pouvoir accélérer !
