id,desc
1,Connectez-vous 1 jour
2,Connectez-vous consécutivement 3 jours
3,Connectez-vous consécutivement 7 jours
4,Connectez-vous consécutivement 10 jours
5,Connectez-vous consécutivement 14 jours
6,Dépenser 15M Pièces d'or
7,Utiliser 2000 Plateaux Repas
8,Utiliser 12M Jus d'EXP
9,Utiliser 40 Tickets du Distributeur Normal
10,Utiliser 40 Capsules Avancées
11,Utiliser 10 Sceaux
12,Utiliser 300 Orbes Élémentaires
13,"Obtenir 5 filles 5 étoiles (Capsule, Graduer et Frag.)"
14,Graduer 2 filles à 6 étoiles
15,Éveiller une fille à 9 étoiles
