id,text
110010201,Skier est super amusant ! N'avoir jamais skier de sa vie doit être si ennuyeux !
110010202,Youhou ! Je skie plus vite que le vent !
110010203,"Plus vite, plus vite ! AVALANCHE ! Faisons une course avec l'avalanche !"
110010204,"Je vais devant, essaie de me rattraper !"
110010205,Quel super hiver ! Tout le monde peut commencer à skier !
110010301,Y a t'il quelque chose d'amusant ?
110010401,"Aller tout droit, tourner, accélérer, ralentir… Je sais tout faire sur mes skis ! Maître, allons skier ensemble"
110010501,-1
110010601,Bénédiction de la Neige !
110010701,"Merci beaucoup, senpai !"
110010801,Je peux toujours compter sur mes skis !
110011101,"La prochaine fois que tu changes ton équipement, est-ce que tu pourras également me donner un snowboard ?"
110011102,Skier avec cet équipement ? C'est une toute nouvelle expérience !
110012801,Tu veux que je t'apprenne à skier ? Tu ne le regretteras pas !
110011301,Détends-toi ! Tout va bien !
110011401,Pfff... si je n'avais pas glissé...
110011501,-1
110011502,-1
110011503,-1
110011504,-1
110011601,"Par la montagne, nos destins sont liés !"
110011701,Viens vite voir les nouveaux skis que j'ai acheté !
110011801,"Ne reste pas dans ta chambre, viens skier avec moi !"
110011901,Tu dois être fatigué après le sport~ Repose toi un instant.
110012001,Tu veux aller faire un job d'hiver ? On pourra s'acheter des skis au moins !
110012101,N'oublie pas de collecter tes récompenses !
110012201,"Quand tu seras sur les pistes de ski, n'oublie pas de suivre les news du campus !"
110012301,"Qui aime ce genre de chose, stupide~"
110012401,C'est un cadeau pour moi ? Merci ! Met ça là-bas et viens skier avec moi !
110012501,"J'ai vu que tu avais ça quand j'étais en train de skier. C'est pour moi ? Merci, j'adore !"
110012601,"Reviens, Senpai !"
110020201,"Je suis fatiguée, c'est déjà le matin ? Quoi ? C'est l'après-midi ?"
110020202,"Dors, dors, va dormir !"
110020203,Réveille moi pour le déjeuner !
110020204,"Le lit, la couverture et les coussins font partis de mon corps~"
110020205,"Souris... Je crois avoir entendu ça quelque part... Peu importe, je retourne dormir."
110020301,Je ne peux pas ouvrir mes yeux...
110020401,"Je peux dormir sur tes jambes ? Je suis vraiment fatiguée et je n'ai pas de lit… Dormir comme ça c'est super confortable... Maître, j'peux dormir toute ma vie sur tes jambes ?"
110020501,-1
110020601,Je suis trop fatiguée !
110020701,"Arrête, je n'en peux plus~ ZZZ"
110020801,Je suis de plus en plus fatiguée...
110021101,"Cet équipement est trop rigide, je ne peux même pas l'utiliser comme coussin..."
110021102,"Celui-ci est très mou... Je suis désolée, je m'en suis servie comme coussin~"
110022801,Laisse moi juste dormir un instant...
110021301,"Ah, j'ai bien mérité de me reposer~"
110021401,J'ai fait un cauchemar... c'était effrayant...
110021501,-1
110021502,-1
110021503,-1
110021504,-1
110021601,Je viens juste de réveiller que nous étions en train de nous marier... Ah ? C'est pas un rêve ?!
110021701,ZZZ... ZZZ... Fais comme chez toi.
110021801,Un lit...
110021901,"Si tu n'as rien, alors laisse moi dormir..."
110022001,"Maître, tu devrais aller travailler, je vais dormir un instant..."
110022101,"Maître, n'oublie pas ta récompense... Je vais encore dormir cinq minutes..."
110022201,C'est trop bruyant sur le campus... C'est impossible de dormir...
110022301,Non... laisse moi encore dormir...
110022401,Un cadeau ? merci... Pose-le là-bas.
110022501,"Merci pour ton cadeau~ Il m'aidera à mieux dormir~ Tu peux t'allonger avec moi, dormir tout seul n'est pas amusant !"
110022601,"Bienvenue, Maître~"
110030201,Tous ceux qui se dressent sur mon chemin doivent mourir ! Tous ! Sans exception !
110030202,Tu es la seule personne qui compte pour moi sur cette planète ! Toutes les autres personnes doivent être détruites !
110030203,Cette Fille est déjà morte. Elle voulait s'approcher de toi.
110030204,Soyons ensemble pour la vie !
110030205,"Maître, il suffit que je suis à tes côtés, et personne n'osera te faire du mal !"
110030301,Je ne laisserais personne te faire du mal
110030401,"Je voudrais pouvoir toujours être regarder comme ça, juste moi pour toute la vie."
110030501,-1
110030601,Détruire !
110030701,Donne le moi ! J'en veux plus !
110030801,Laisse moi apporter une lame encore plus grande~
110031101,Dis moi que je suis la seule qui le possède ! Je suis la seule n'est-ce pas ?
110031102,"Avec cet équipement, personne n'osera plus nous poser de questions !"
110032801,"Maintenant, Senpai m'appartient~ Hahaha~"
110031301,"Senpai, je mérité une récompense~"
110031401,Non ! Non ! Ce n'est pas censé finir comme ça…
110031501,-1
110031502,-1
110031503,-1
110031504,-1
110031601,Ceux qui ont osés se dresser devant nous... Sont morts !
110031701,Mon Maître ! Tu es enfin de retour !
110031801,Je t'attends ici~
110031901,Oh ! Maître s'est endormi sur mes jambes. Si seulement le temps pouvait s'arrêter !
110032001,"Senpai, ne parle pas aux Filles durant le travail~"
110032101,"Senpai, tu n'as pas encore récupéré ta récompense."
110032201,Rien ne peut m'interrompre quand je suis avec Senpai ! Même si c'est une urgence !
110032301,Je n'ai pas besoin de ça
110032401,Un cadeau ? J'espère que tu n'en a pas donné à quelqu'un d'autre
110032501,C'est tout pour moi ? Tu es aussi à moi !
110032601,Tu es enfin de retour~ J'étais inquiète~
120010201,Maître ! Non... Je n'offre pas de service spéciale...
120010202,L'existence de Maidam ne sert qu'à servir le Maître !
120010203,"Maître, que devrais-je faire de lui ? Devrais-je rendre sa main inutile ? Ou devrais-je faire de lui un aveugle ?"
120010204,"Si c'est ce que veut le Maître, Maidam le fera !"
120010205,"Je ne suis pas sans volonté, mais le Maître passe en premier."
120010301,C'est l'ordre du Maître
120010401,"Maître, voici les habits pour le voyage d'aujourd'hui. Le petit-déj' est aussi prêt. Tiens ta brosse à dent et ton dentifrice. Qu'as-tu encore besoin ?"
120010501,-1
120010601,Viens ici !
120010701,Tu devrais donner ces boissons à une Fille qui en a plus besoin que moi~
120010801,Si seulement je pouvais faire plus de choses pour toi~
120011101,"Je préfère les costumes de servante. Mais si c'est ce que tu veux que je porte, j'essaierai~"
120011102,Quel costume veux-tu que j'essaie aujourd'hui ?
120012801,"Maître, tu veux aller te balader ? Prends moi avec toi."
120011301,Cette victoire c'est grâce à toi Senpai !
120011401,"Senpai, enfuis-toi ! Je les retiendrai~"
120011501,-1
120011502,-1
120011503,-1
120011504,-1
120011601,"Maître, si c'est ton désir. Je resterai avec toi pour toujours."
120011701,"J'ai déjà fini de nettoyer la pièce, que veux-tu que je fasse d'autre ?"
120011801,Tu veux que je nettoie cette pièce ? C'est comme si c'était fait~
120011901,"Le lit est prêt, si tu es fatigué, tu peux aller t'y reposer~"
120012001,"Senpai, c'est l'heure de Job~ Bien que ce soit correct pour moi de faire le travail pour vous, mais comme vous êtes tellement intéressé par les Jobs, je n'ai pas besoin d'en faire plus~"
120012101,N'oubliez pas de collecter les récompenses de Job !
120012201,"Senpai, quelque chose est en train de se passer sur le campus, je peux t'accompagner si tu veux aller voir."
120012301,Maître... Est-ce que tu me déteste vraiment ?
120012401,"Maître, n'aurais-tu rien oublié ? Mon cadeau par exemple ?"
120012501,Ouah ! C'est un superbe cadeau ! C'est pour moi ?
120012601,Maître ! C'est vraiment toi ?
120020201,Oh ? Tu veux essayer de brise ce bouclier ? Viens et essaye !
120020202,L'esprit d'un humain peut être aussi fragile que le verre et aussi dur que l'acier. C'est incroyable !
120020203,Les attributs défensifs changent avec les attributs offensifs. Cela fait partie du intégrente de la technologie
120020204,Mon bouclier peut me protéger. Mais qui va protéger mon cœur ?
120020205,Je protège toujours les autres. Mais qui peut me protéger ?
120020301,Bouclier ! Déployé !
120020401,"Je suis ton bouclier le plus puissant qui te défendra contre toute attaque, mais si c'est ton âme qui se fait attaquer... Je serais impuissante..."
120020501,-1
120020601,Combattez pour protéger !
120020701,... Bouclier dressé~
120020801,Mon bouclier doit être amélioré pour les batailles à venir !
120021101,Cet habit ne peut sûrement pas me protéger~
120021102,Donne moi la meilleure armure que tu as~
120022801,Mets toi derrière moi~ C'est mon devoir de te protéger~
120021301,Personne ne peut me vaincre !
120021401,"La protection a cédé, je les bloquerai avec mon corps~"
120021501,-1
120021502,-1
120021503,-1
120021504,-1
120021601,"Je protégerai tes avants, si tu protèges mes arrières, Maître~"
120021701,"Maître, tu veux voir de l'action ?"
120021801,Aegis attend les ordres !
120021901,"C'est vraiment super de rester à tes côtés, maître."
120022001,"Maître, c'est l'heure de Job."
120022101,Vous n'avez pas encore collecter des récompenses de mission.
120022201,"L'académie a besoin de ton aide pour résoudre cette crise, je te protégerai quand tu seras prêt."
120022301,C'est pas intéressant !
120022401,Un cadeau ? Merci
120022501,Oh non... Maître tu as capturé mon cœur...
120022601,"Je suis heureuse de savoir que tu n'as rien, Maître~"
120030201,Les fruits les plus délicieux ne poussent pas forcément dans les endroits les plus élevés. L'homme non plus. C'est pas vrai ?
120030202,"Les myrtilles sont vraiment élégantes. Tu veux goûter ? Mon truc préféré c'est de faire des yaourts. T'en penses quoi, Maître ?"
120030203,"Les pommes sont plus sucrées en hiver. Peut-être que c'est une question d'humeur, mais celles qui sont bien rouges brillantes, sont vraiment les meilleures."
120030204,Elles ne sont pas encore mûres. Ne les vole pas ! Le goût n'est pas encore bon...
120030205,Il y a quelque chose de particulièrement délicieux dans les fruits que tu as cueiilis toi-même
120030301,Choisis un fruit !
120030401,Maître est-ce qu'il te faut plus de vitamines ? Je peux t'aider avec ça ! Le litchi est très bon cette saison ! Tu en veux ?
120030501,-1
120030601,Tu veux des durians ?
120030701,"Tiens, prends ces fruits en retour~"
120030801,"Quand je serais devenue forte, je pourrais enfin avoir tous les fruits que je veux !"
120031101,"Il me va à merveille, merci !"
120031102,Merci de toujours me préparer des nouveaux habits ! Prends ce panier de fruits ! Je les ai choisi moi-même~
120032801,Tu veux aller faire un tour avec moi au verger ?
120031301,Goûtez à la colère des fruits !
120031401,Non non non… mes fruits…
120031501,-1
120031502,-1
120031503,-1
120031504,-1
120031601,"So tu aimes les fruits, tu dois être une bonne personne... C'est vraiment super de pouvoir manger des fruits à tes côtés~"
120031701,"Je t'ai préparé une pomme, prends-la~"
120031801,"Maître, c'est vraiment une grande pièce~"
120031901,"Repose toi un instant, je vais te laver un fruit~"
120032001,C'est l'heure d'aller travailler~
120032101,N'oublie pas de récupérer ta récompense~
120032201,"Il se passe quelque chose sur le campus... Je dois aller protéger mes fruits... Maître, il faut que tu résolves cette situation !"
120032301,"Clairement, je préfère les nouvelles choses~"
120032401,Merci ~
120032501,"C'est un super cadeau, je l'aime beaucoup, merci Maître"
120032601,"Tu es de retour, Senpai, tu veux manger une pomme ?"
130010201,"Massage ? Désolé, je ne comprend pas cette ordre !"
130010202,"Voyagez dans l'espace ? Désolé, vous n'avez pas ce droit !"
130010203,"Pas assez de batterie, Maître, rechargez-vite."
130010204,『Erreur』！『Erreur』！Une erreur est survenu durant l'essai. Réentrer votre ordre !
130010205,Je n'ai pas été programmé pour 『Resssentir』. Je ne peux pas faire cela !
130010301,Commencement du programme de combat
130010401,Saut réussi ! Robot voyageur de l'espace numéro C204 de l'an 2036. Entrez-vos instructions !
130010501,-1
130010601,Procédures d'exécution
130010701,Amélioration du système.
130010801,Amélioration de la RAM.
130011101,Nouveau paramètre installé.
130011102,[Erreur] ! Problème d'interface !
130012801,Ordre confirmé !
130011301,Cible éliminée !
130011401,"Dommage critique détecté, probabilité de gagner de 1%."
130011501,-1
130011502,-1
130011503,-1
130011504,-1
130011601,"Tous les commandes de mes systèmes sont enregistrés dans ce cristal, je sais l'effort que tu fais, Maître. Je te remercie !"
130011701,"Bonjour, Maître."
130011801,"Objectif atteint, commencement du protocole [Repos]."
130011901,"Toutes les missions ont été terminés, demande des nouveaux ordres."
130012001,"Bip, bip, bip. Nouvel objectif : Job."
130012101,"Bip, bip, bip. Nouvel alerte du système : Récompense disponible."
130012201,"Lecture d'énergie instable sur le terrain de sport, requête du lancement du protocole de défense."
130012301,『Erreur』！『Cadeau』inacceptable !
130012401,"『Cadeau』, merci !"
130012501,"[Erreur]! Surchauffe de la température centrale ! Maître, votre [Cadeau] m'apporte une expérience inattendue..."
130012601,"Bien le bonjour, Maître~"
130020201,"Frankeinstein, Dracula, Sorcière, Loup-garou, Zombie, Squelette... Ah ! Demain c'est Halloween ! Ne faites pas de bêtises !"
130020202,Regardez-tous mon chapeau. Qu'est-ce que vous voulez que j'en fasse sortir ? Je suis capable de tout !
130020203,"Si tu as peur, on peut se cacher sous le lit ensemble !"
130020204,"Maître ! J'ai oublié ton cadeau, donc je m'offre à toi !"
130020205,Tu veux essayer un balai magique ? C'est pas un peu dur de rester en équilibre dessus ?
130020301,Viens ! Amusons-nous !
130020401,"Hé ! Un bonbon ou un sort ! Maître, si tu ne me donnes pas des bonbons, je vais commencer à faire des bêtises !"
130020501,-1
130020601,Je viens faire des bêtises !
130020701,Je veux encore plus de bonbons~
130020801,"J'essaie toujours de m'améliorer, même si tout le monde m'ignore !"
130021101,Je pense que cet arme ne doit pas trop m'être utile...
130021102,J'ai besoin d'un nouveau sceptre...
130022801,Est-ce que nos ennemis célèbrent également Halloween ?
130021301,Personne ne peut me battre pendant Halloween~
130021401,Aujourd'hui… ça ne doit pas être Halloween…
130021501,-1
130021502,-1
130021503,-1
130021504,-1
130021601,"Même si j'aime beaucoup Halloween, mais si je pouvais faire un vœu, je voudrais pouvoir entrer dans le cœur de quelqu'un~"
130021701,Tu es enfin venu~ M'as-tu ramené des bonbons aujourd'hui ?
130021801,Je vais cacher tous mes bonbons en dessous du lit~
130021901,"Même si c'est bizarre de dormir ici, je te souhaite tout de même de faire de beaux rêves~"
130022001,"Je ne peux pas t'aider à travailler, il te faut toi-même faire tes affaires !"
130022101,"Ta récompense du jour, des bonbons ! Haha, je rigole !"
130022201,N'oublie pas d'aller voir la salle de classe étrange~ Celle qui se situe dans la bâtiment abandonné !
130022301,Pas de bonbon ? Qu'est-ce que tu as en tête ?
130022401,Merci pour ton cadeau
130022501,"Joyeux Halloween ! C'est toi le meilleur, maître !"
130022601,Des bonbons ou un sort !
130030201,J'ai hérité du pouvoir de la malédiction de la sorcière... Je détesterai toujours la malédiction de l'humanité.
130030202,"Depuis la naissance, je n'ai jamais pu ressentir... La chaleur..."
130030203,Il faut un certain temps pour que les gens réalisent à quel point la liberté est relaxante
130030204,Je n'ai jamais compris pourquoi les humains aiment rester en société... N'y a t'il pas que les faibles qui ont besoin d'aide ?
130030205,"Le désert, c'est ma deuxième maison"
130030301,Tu le ressens ? De la haine profonde !
130030401,"Je comprend ton ressentiment. Une âme aussi boueuse et sale... C'est intéressant. Eh bien, qui veux-tu que je maudisse ?"
130030501,-1
130030601,Je te maudis
