id,title,text
1,Gemmes gratuites,Arène|Jobs|Quêtes Journalières|Monter de Niveau pour obtenir des Gemmes et Autres récompenses|Compléter les objectifs dans Succès
2,Obtenir des Pièces,Butin|Quiz de Pièces|Alchimie|Test|Quêtes Journalières|Distributeur|Pratique Extra-Scolaire
3,Obtenir des Fragments de Filles,Butin de l'Auto-Bataille|Quiz de Filles|Jobs|Butin du Test|Magasin de Transfert|Tirage dans le Distributeur|Marché|Inscriptions
4,Obtenir Jus d'EXP,Butin de l'Auto-Bataille|Quiz d'EXP|Quêtes Journalières|Tirage dans le Distributeur|Marché
5,Obtenir Plateau Repas,Butin|Test|Quiz d'EXP|Distributeur (avant le Niv.60)|Marché|Transférer
6,Obtenir Équipement,Butin|Test|Distributeur
7,Obtenir Ciseau de Cristal,Butin (à partir du chapitre 5-3)|Distributeur|Pratique Extra-Scolaire
8,Obtenir Antiquité,Butin de l'Auto-Bataille (après 9-9)|Tirage dans le Distributeur
9,Obtenir des Sceaux,Évènement|Jobs 6-7 étoiles|Récompenses ＆ Packs d'Événement|Marché
10,Améliorer les Filles,Augmenter le Niveau & Éveiller des Filles|Graduer des Filles|Recruter des Filles
11,Améliorer l'Équipement,Synthétiser|Obtenez un ensemble complet pour avoir le Bonus d'ensemble d'équipement
