id,title,name,dialog,select_text
1,Célébration d'Anniversaire,,"Depuis la fondation de l'Académie Yume, le nombre d'étudiante et de personnel a augmenté de façon exponentielle.",
2,,,"Au cours de cette dernière année, l'Académie Yume recruta plusieurs nouvelles Filles et devint plus puissante que jamais.",
3,,,"Toc, toc, toc !",
4,,Chizuko,Qui est-ce ?,
5,,*,"C'est moi ! Aurais-tu oublié quel jour on est, Chizuko ?",
6,,Chizuko,"Oh, c'est toi Senpai~ Haha, comment pourrrais-je oublier un jour pareil ! Pour tout te dire, j'étais déjà prête depuis longtemps, j'attendais seulement que tu passes me chercher !",
7,,Chizuko,"Tu as vu l'heure qu'il est ? J'étais à deux doigts d'y aller sans toi, tu sais.",
8,,*,Je suis désolé ! J'ai eu du mal à choisir ma tenue pour un grand jour comme celui-ci.,
9,,Chizuko,Et ce que tu portes actuellement est ton choix ?,
10,,*,Oui ! Qu'est-ce que tu en penses ? Hehe,
11,,Chizuko,"Eeh... Ouais, c'est cool !",
12,,*,"Tu n'es pas très convaincante, Chizuko...",
13,,Chizuko,"Haha ! Voyons Senpai, le plus important c'est que toi, tu aimes ta tenue, l'avis des autres n'est pas important. Allez, dépêchons-nous d'aller retrouver les autres !",
14,,*,"Tu as raison, allons-y !",
15,,,Senpai et Chizuko se rendirent alors dans la grande salle des fêtes où le Bal d'Anniversaire avait lieu. Ils ouvrirent les portes de l'entrée et virent Selkis et Prométhéa en train de discuter.,
16,,Selkis,...,
17,,Prométhéa,Je ne t'ai pas effrayée en arrivant j'espère... Ce n'était pas mon intention...,
18,,Selkis,Non non pas du tout ! C'est juste que c'est la première fois que je vois ce genre de flamme froide...,
19,,Selkis,"C'est moi, je n'aurais pas dû te fixer de la sorte, ce ne sont pas des manières... Excuse-moi...",
20,,Prométhéa,Ne t'en fais pas. On peut dire que je suis habituée maintenant.,
21,,Selkis,Mais... Je ne peux m'empêcher de me demander pourquoi ton corps est... comme ça ?,
22,,Selkis,Mais je comprendrais si tu ne veux pas y répondre...,
23,,Prométhéa,... C'est le châtiment que j'ai reçu du Souverain des Dieux.,
24,,Selkis,Un châtiment ? Les divinités peuvent également être châtient ?,
25,,Prométhéa,Dis-toi qu'il y a des divinités supérieures à d'autres... J'ai volé un objet qui appartenait au Souverain des Dieux contre son gré...,
26,,Selkis,"Volé ? Ce n'est pas bien de voler... Mais j'imagine que tu avais une raison pour le faire, n'est-ce pas ?",
27,,Prométhéa,...,
28,,Prométhéa,"J'ai volé le Souverain des Dieux, je lui ai désobéi et c'est pour ça que je suis ainsi...",
29,,Prométhéa,Je ne peux pas contester la décision du Souverain des Dieux...,
30,,*,De quoi est-ce que vous parliez ? Vous aviez l'air de parler de chose si sérieuse... en ce jour de célébration !,
31,,Selkis,"Oh, tu es arrivé Senpai !",
32,,Chizuko,"Selkis, Prométhéa, bonsoir !",
33,,Prométhéa,"Vous êtes enfin arrivés. Même Ruben vous attendait impatiemment, elle ne voulait pas commencer son discours sans vous !",
34,,Chizuko,Ne me mettez pas dans le même sac que Senpai ! J'étais déjà prête mais Senpai était en retard car il n'arrivait pas à choisir sa tenue pour ce soir !,
35,,*,"Haha, désolé !",
36,,*,Et donc... Vous parliez de quoi à l'instant ?,
37,,Prométhéa,……,
38,,Selkis,"Non non, n'en parlons plus ! C'est vrai que les questions que je posais à Prométhéa n'étaient pas très joyeuses.",
39,,Selkis,Parlons plutôt des histoires de l'Académie Yume !,
40,,*,"Je ne connais pas toute l'histoire, mais je sais qu'aucune histoire ne sera mieux racontée que par une Valkyrie !",
41,,Valeera,Quelqu'un parle de moi ?,
42,,Ruben,"Valkyrie ? Oh, Senpai est finalement arrivé !",
43,,Valeera,"Je pense que tu peux ouvrir cette soirée avec ton discours maintenant, Ruben.",
44,Mocktail Autorisé,Ruben,Hum hum ! Votre attention tout le monde !,
45,,Ruben,"Aujourd'hui, nous célébrons notre académie ! Tout le monde a travaillé très dur au cours de cette dernière année. Et c'est pour cela que, pour le plaisir de tous, Kong Ming et moi avons décidé...",
46,,Ruben,... d'en profiter pour organiser des activités pour que tout le monde puissent s'amuser et se détendre !,
47,,Chizuko,"Senpai, tu as entendu ce que Ruben a dit !",
48,,Ruben,"Cette grande salle des fêtes dispose de tout ce dont vous avez besoin,...",
49,,Ruben,... un bar et un buffet à volonté et plein d'activités !,
50,,*,"Oh, des activités ! Je me demande quel genre de mini-jeux il y aura...",
51,,Chizuko,Pourquoi est-ce que je ne suis pas surprise que ça soit la seule chose que tu aies retenue...,
52,,*,Sache que les jeux sont un bon exercice pour travailler ton mental et ton physique !,
53,,Ruben,"Le bar est tenu par Mercure, et nous pouvons remercier Sonya pour le buffet qu'elle nous a préparé !",
54,,Ruben,"Alors ne vous retenez pas ! C'est gratuit et à volonté, il y en aura pour tout le monde !",
