id,name,desc
1,Chapitre 1,Cérémonie d'Ouverture
2,Chapitre 2,Bonne Vie à l'Ecole ?
3,Chapitre 3,Chaos dans la nuit
4,Chapitre 4,"Feu d'artifice, Souhait, DEF"
5,Chapitre 5,Examen de Milieu de Période
6,Chapitre 6,Fête de l'École
7,Chapitre 7,DEF
8,Chapitre 8,Lune Rouge
9,Chapitre 9,Yume
10,Chapitre 10,Un Nouveau Départ
11,Chapitre 1,Retour à la maison
12,Chapitre 2,Labyrinthe et Cristaux
13,Chapitre 3,La Déesse de la Guerre
14,Chapitre 4,Ancienne Haine
15,Chapitre 5,Rituel Mystérieux
16,Chapitre 6,La vérité des ténèbres
17,Chapitre 1,Voyage à la Source
18,Chapitre 2,Ombre au Volcan
19,Chapitre 3,Le Tyran du Volcan
