id,desc
31001,"Attention：\nLe sceau a de nouveau été brisé, et le Chaos tente de l'emporter sur l'humanité. Le pouvoir du Chaos est né lorsque l'équilibre est rompu, ce qui explique pourquoi vous pouvez y sentir l'odeur de ""Li""."
31002,Enfer
31003,"Le Seigneur du Chaos crache une flamme démoniaque, infligeant une grande quantité de dégâts à tous les ennemis et supprimant leurs buffs, obtient un bonus de dégâts pour chaque buff supprimé."
31004,Piétiner
31005,"Le Seigneur du Chaos piétine le sol et inflige des dégâts à tous ses ennemis. Si un ennemi est vaincu par cette compétence, il pourra faire un coup supplémentaire ce tour-ci."
31006,Annihilation
31007,"Le Seigneur du Chaos exile l'ennemi dont les PV sont les plus bas (en %), lui infligeant des dégâts en fonction des PV max de la Fille ayant le plus de PV à ce moment (en %) et ignorant l'armure. Si la cible meurt, tout excédent sera infligé aux ennemis encore en vie."
31008,Armure du Chaos
31009,Se déclenche chaque tour: obtient 2 boucliers au début du tour pendant 2 tours. Chaque bouclier l'immunise à toute compétence une fois (ne subit aucun dégât et aucun effet).
32001,"Attention：\nCaster le Chevalier Noir est conduit par son empressement, il est corrompu par la matière, il ne vient de nulle part et ne va nulle part."
32002,Figure de Terreur
32003,"Inflige des dégâts important à toutes les Filles de la dernière ligne, en contrôle une et la force à attaquer ses coéquipières pendant 2 tours, cette Fille transmet ses attributs à la Fille ayant le moins de PV, la faisant doubler les dégâts reçus et infligés."
32004,Contrôle Mental
32005,"L'Attaque Basique a 50% de chance de contrôler sa cible pendant 2 tours, la Fille contrôlée infligera des dégâts à une de ses coéquipières aléatoirement"
32006,Armée d'Empereur
32007,Le Chevalier Noir et ses divisions obtiennent un bonus d'Attaque et Pénétration d'Armure pour chaque division présente sur le terrain
32008,Ordre
32009,"Quand le Chevalier Noir attaque, ses divisions attaqueront également une cible aléatoire, l'attaque a l'effet vol de vie"
